pubDate,avgPrice,day_of_year,day_of_week,month,doy_sin,doy_cos,avgPrice_lag_1,avgPrice_lag_7,avgPrice_lag_30,avgPrice_lag_365,avgPrice_MA_30,specInfo_冻,prodPcat_海水鱼
2023-07-26,7.5,207,2,7,-0.4093559588156211,-0.9123747579707274,7.5,7.5,7.5,7.473821989528796,7.5,True,True
2023-07-27,7.5,208,3,7,-0.42500033996955394,-0.9051931898913975,7.5,7.5,7.5,7.479057591623037,7.5,True,True
2023-07-28,7.5,209,4,7,-0.4405187843504952,-0.8977433935342336,7.5,7.5,7.5,7.484293193717278,7.5,True,True
2023-07-29,7.5,210,5,7,-0.455906693508459,-0.8900275764346766,7.5,7.5,7.5,7.489528795811518,7.5,True,True
2023-07-30,7.5,211,6,7,-0.47115950767386394,-0.8820480249558535,7.5,7.5,7.5,7.494764397905759,7.5,True,True
2023-07-31,7.5,212,0,7,-0.4862727071086902,-0.8738071036110807,7.5,7.5,7.5,7.5,7.5,True,True
2023-08-01,7.5,213,1,8,-0.5012418134457756,-0.8653072543632061,7.5,7.5,7.5,7.5,7.5,True,True
2023-08-02,7.5,214,2,8,-0.5160623910158526,-0.8565509959010037,7.5,7.5,7.5,7.5,7.5,True,True
2023-08-03,7.5,215,3,8,-0.5307300481619331,-0.8475409228928312,7.5,7.5,7.5,7.5,7.5,True,True
2023-08-04,7.5,216,4,8,-0.5452404385406507,-0.8382797052177745,7.5,7.5,7.5,7.5,7.5,True,True
2023-08-05,7.5,217,5,8,-0.5595892624101763,-0.828770087174504,7.5,7.5,7.5,7.5,7.5,True,True
2023-08-06,7.5,218,6,8,-0.5737722679043243,-0.8190148866680802,7.5,7.5,7.5,7.5,7.5,True,True
2023-08-07,7.5,219,0,8,-0.5877852522924734,-0.8090169943749472,7.5,7.5,7.5,7.5,7.5,True,True
2023-08-08,7.5,220,1,8,-0.6016240632249227,-0.7987793728863648,7.5,7.5,7.5,7.5,7.5,True,True
2023-08-09,7.5,221,2,8,-0.6152845999633277,-0.7883050558305253,7.5,7.5,7.5,7.5,7.5,True,True
2023-08-10,7.5,222,3,8,-0.6287628145958345,-0.7775971469736268,7.5,7.5,7.5,7.5,7.5,True,True
2023-08-11,7.5,223,4,8,-0.6420547132365636,-0.7666588193001592,7.5,7.5,7.5,7.5,7.5,True,True
2023-08-12,7.5,224,5,8,-0.655156357209085,-0.7554933140726804,7.5,7.5,7.5,7.5,7.5,True,True
2023-08-13,7.5,225,6,8,-0.6680638642135333,-0.7441039398713608,7.5,7.5,7.5,7.5,7.5,True,True
2023-08-14,7.5,226,0,8,-0.6807734094770159,-0.7324940716135792,7.5,7.5,7.5,7.5,7.5,True,True
2023-08-15,7.5,227,1,8,-0.6932812268869771,-0.7206671495538615,7.5,7.5,7.5,7.5,7.5,True,True
2023-08-16,7.5,228,2,8,-0.7055836101071774,-0.70862667826446,7.5,7.5,7.5,7.5,7.5,True,True
2023-08-17,7.5,229,3,8,-0.7176769136759615,-0.6963762255968726,7.5,7.5,7.5,7.5,7.5,True,True
