pubDate,avgPrice,day_of_year,day_of_week,month,doy_sin,doy_cos,avgPrice_lag_1,avgPrice_lag_7,avgPrice_lag_30,avgPrice_lag_365,avgPrice_MA_30,specInfo_80g左右,specInfo_65g左右,specInfo_125g左右,specInfo_110g左右,specInfo_100g左右,specInfo_75g左右,specInfo_150g左右,prodPcat_虾蟹类,prodPcat_其他类
2022-07-25,57.5,206,0,7,-0.39359027665646645,-0.9192859697186105,57.5,57.5,57.5,57.5,57.5,False,False,False,False,False,False,True,True,False
2022-07-26,73.5,207,1,7,-0.4093559588156211,-0.9123747579707274,73.5,73.5,73.5,73.5,73.5,False,False,True,False,False,False,False,True,False
2022-07-26,50.0,207,1,7,-0.4093559588156211,-0.9123747579707274,50.0,50.0,50.0,50.0,50.0,False,False,False,False,False,True,False,True,False
2022-07-26,73.5,207,1,7,-0.4093559588156211,-0.9123747579707274,73.5,73.5,73.5,73.5,73.5,False,False,False,True,False,False,False,True,False
2022-07-26,42.5,207,1,7,-0.4093559588156211,-0.9123747579707274,42.5,42.5,42.5,42.5,42.5,False,False,False,False,True,False,False,True,False
2022-07-26,42.5,207,1,7,-0.4093559588156211,-0.9123747579707274,42.5,42.5,42.5,35.0,42.5,False,False,False,False,False,True,False,False,True
2022-07-26,57.5,207,1,7,-0.4093559588156211,-0.9123747579707274,57.5,57.5,57.5,57.5,57.5,False,False,False,False,False,False,True,True,False
2022-07-26,42.5,207,1,7,-0.4093559588156211,-0.9123747579707274,42.5,41.0,40.0,40.0,40.5,True,False,False,False,False,False,False,True,False
2022-07-26,32.5,207,1,7,-0.4093559588156211,-0.9123747579707274,32.5,31.0,30.0,30.0,30.5,False,True,False,False,False,False,False,True,False
2022-07-26,71.0,207,1,7,-0.4093559588156211,-0.9123747579707274,71.0,71.0,71.0,47.5,71.0,False,False,True,False,False,False,False,False,True
2022-07-26,80.0,207,1,7,-0.4093559588156211,-0.9123747579707274,80.0,80.0,80.0,67.5,80.0,False,False,False,False,False,False,True,False,True
2022-07-26,62.5,207,1,7,-0.4093559588156211,-0.9123747579707274,62.5,62.5,62.5,42.5,62.5,False,False,False,False,True,False,False,False,True
2022-07-27,57.5,208,2,7,-0.42500033996955394,-0.9051931898913975,57.5,57.5,57.5,57.5,57.5,False,False,False,False,False,False,True,True,False
2022-07-27,62.5,208,2,7,-0.42500033996955394,-0.9051931898913975,62.5,62.5,62.5,42.5,62.5,False,False,False,False,True,False,False,False,True
2022-07-27,42.5,208,2,7,-0.42500033996955394,-0.9051931898913975,42.5,41.0,40.0,40.0,40.583333333333336,True,False,False,False,False,False,False,True,False
2022-07-27,32.5,208,2,7,-0.42500033996955394,-0.9051931898913975,32.5,31.0,30.0,30.0,30.583333333333332,False,True,False,False,False,False,False,True,False
2022-07-27,50.0,208,2,7,-0.42500033996955394,-0.9051931898913975,50.0,50.0,50.0,50.0,50.0,False,False,False,False,False,True,False,True,False
2022-07-27,80.0,208,2,7,-0.42500033996955394,-0.9051931898913975,80.0,80.0,80.0,67.5,80.0,False,False,False,False,False,False,True,False,True
2022-07-27,42.5,208,2,7,-0.42500033996955394,-0.9051931898913975,42.5,42.5,42.5,35.0,42.5,False,False,False,False,False,True,False,False,True
2022-07-27,42.5,208,2,7,-0.42500033996955394,-0.9051931898913975,42.5,42.5,42.5,42.5,42.5,False,False,False,False,True,False,False,True,False
2022-07-27,73.5,208,2,7,-0.42500033996955394,-0.9051931898913975,73.5,73.5,73.5,73.5,73.5,False,False,False,True,False,False,False,True,False
2022-07-27,71.0,208,2,7,-0.42500033996955394,-0.9051931898913975,71.0,71.0,71.0,47.5,71.0,False,False,True,False,False,False,False,False,True
2022-07-27,73.5,208,2,7,-0.42500033996955394,-0.9051931898913975,73.5,73.5,73.5,73.5,73.5,False,False,True,False,False,False,False,True,False
2022-07-28,80.0,209,3,7,-0.4405187843504952,-0.8977433935342336,80.0,80.0,80.0,67.5,80.0,False,False,False,False,False,False,True,False,True
2022-07-28,32.5,209,3,7,-0.4405187843504952,-0.8977433935342336,32.5,31.0,30.0,30.0,30.666666666666668,False,True,False,False,False,False,False,True,False
2022-07-28,73.5,209,3,7,-0.4405187843504952,-0.8977433935342336,73.5,73.5,73.5,73.5,73.5,False,False,True,False,False,False,False,True,False
2022-07-28,71.0,209,3,7,-0.4405187843504952,-0.8977433935342336,71.0,71.0,71.0,47.5,71.0,False,False,True,False,False,False,False,False,True
2022-07-28,57.5,209,3,7,-0.4405187843504952,-0.8977433935342336,57.5,57.5,57.5,57.5,57.5,False,False,False,False,False,False,True,True,False
2022-07-28,73.5,209,3,7,-0.4405187843504952,-0.8977433935342336,73.5,73.5,73.5,73.5,73.5,False,False,False,True,False,False,False,True,False
2022-07-28,42.5,209,3,7,-0.4405187843504952,-0.8977433935342336,42.5,41.0,40.0,40.0,40.666666666666664,True,False,False,False,False,False,False,True,False
2022-07-28,62.5,209,3,7,-0.4405187843504952,-0.8977433935342336,62.5,62.5,62.5,42.5,62.5,False,False,False,False,True,False,False,False,True
2022-07-28,42.5,209,3,7,-0.4405187843504952,-0.8977433935342336,42.5,42.5,42.5,35.0,42.5,False,False,False,False,False,True,False,False,True
2022-07-28,50.0,209,3,7,-0.4405187843504952,-0.8977433935342336,50.0,50.0,50.0,50.0,50.0,False,False,False,False,False,True,False,True,False
2022-07-28,42.5,209,3,7,-0.4405187843504952,-0.8977433935342336,42.5,42.5,42.5,42.5,42.5,False,False,False,False,True,False,False,True,False
2022-07-29,42.5,210,4,7,-0.455906693508459,-0.8900275764346766,42.5,42.5,42.5,35.0,42.5,False,False,False,False,False,True,False,False,True
2022-07-29,32.5,210,4,7,-0.455906693508459,-0.8900275764346766,32.5,31.0,30.0,30.0,30.75,False,True,False,False,False,False,False,True,False
2022-07-29,80.0,210,4,7,-0.455906693508459,-0.8900275764346766,80.0,80.0,80.0,67.5,80.0,False,False,False,False,False,False,True,False,True
2022-07-29,42.5,210,4,7,-0.455906693508459,-0.8900275764346766,42.5,41.0,40.0,40.0,40.75,True,False,False,False,False,False,False,True,False
2022-07-29,42.5,210,4,7,-0.455906693508459,-0.8900275764346766,42.5,42.5,42.5,42.5,42.5,False,False,False,False,True,False,False,True,False
2022-07-29,73.5,210,4,7,-0.455906693508459,-0.8900275764346766,73.5,73.5,73.5,73.5,73.5,False,False,False,True,False,False,False,True,False
2022-07-29,73.5,210,4,7,-0.455906693508459,-0.8900275764346766,73.5,73.5,73.5,73.5,73.5,False,False,True,False,False,False,False,True,False
2022-07-29,57.5,210,4,7,-0.455906693508459,-0.8900275764346766,57.5,57.5,57.5,57.5,57.5,False,False,False,False,False,False,True,True,False
2022-07-29,62.5,210,4,7,-0.455906693508459,-0.8900275764346766,62.5,62.5,62.5,42.5,62.5,False,False,False,False,True,False,False,False,True
2022-07-29,50.0,210,4,7,-0.455906693508459,-0.8900275764346766,50.0,50.0,50.0,50.0,50.0,False,False,False,False,False,True,False,True,False
2022-07-29,71.0,210,4,7,-0.455906693508459,-0.8900275764346766,71.0,71.0,71.0,47.5,71.0,False,False,True,False,False,False,False,False,True
2022-07-30,57.5,211,5,7,-0.47115950767386394,-0.8820480249558535,57.5,57.5,57.5,57.5,57.5,False,False,False,False,False,False,True,True,False
2022-07-30,80.0,211,5,7,-0.47115950767386394,-0.8820480249558535,80.0,80.0,80.0,67.5,80.0,False,False,False,False,False,False,True,False,True
2022-07-30,73.5,211,5,7,-0.47115950767386394,-0.8820480249558535,73.5,73.5,73.5,73.5,73.5,False,False,True,False,False,False,False,True,False
2022-07-30,50.0,211,5,7,-0.47115950767386394,-0.8820480249558535,50.0,50.0,50.0,50.0,50.0,False,False,False,False,False,True,False,True,False
2022-07-30,62.5,211,5,7,-0.47115950767386394,-0.8820480249558535,62.5,62.5,62.5,42.5,62.5,False,False,False,False,True,False,False,False,True
2022-07-30,32.5,211,5,7,-0.47115950767386394,-0.8820480249558535,32.5,32.5,30.0,30.0,30.833333333333332,False,True,False,False,False,False,False,True,False
2022-07-30,42.5,211,5,7,-0.47115950767386394,-0.8820480249558535,42.5,42.5,42.5,42.5,42.5,False,False,False,False,True,False,False,True,False
2022-07-30,42.5,211,5,7,-0.47115950767386394,-0.8820480249558535,42.5,42.5,40.0,40.0,40.833333333333336,True,False,False,False,False,False,False,True,False
2022-07-30,73.5,211,5,7,-0.47115950767386394,-0.8820480249558535,73.5,73.5,73.5,73.5,73.5,False,False,False,True,False,False,False,True,False
2022-07-30,71.0,211,5,7,-0.47115950767386394,-0.8820480249558535,71.0,71.0,71.0,50.0,71.0,False,False,True,False,False,False,False,False,True
2022-07-30,42.5,211,5,7,-0.47115950767386394,-0.8820480249558535,42.5,42.5,42.5,37.5,42.5,False,False,False,False,False,True,False,False,True
2022-07-31,57.5,212,6,7,-0.4862727071086902,-0.8738071036110807,57.5,57.5,57.5,57.5,57.5,False,False,False,False,False,False,True,True,False
2022-07-31,62.5,212,6,7,-0.4862727071086902,-0.8738071036110807,62.5,62.5,62.5,42.5,62.5,False,False,False,False,True,False,False,False,True
2022-07-31,80.0,212,6,7,-0.4862727071086902,-0.8738071036110807,80.0,80.0,80.0,67.5,80.0,False,False,False,False,False,False,True,False,True
2022-07-31,50.0,212,6,7,-0.4862727071086902,-0.8738071036110807,50.0,50.0,50.0,50.0,50.0,False,False,False,False,False,True,False,True,False
2022-07-31,42.5,212,6,7,-0.4862727071086902,-0.8738071036110807,42.5,42.5,42.5,37.5,42.5,False,False,False,False,False,True,False,False,True
2022-07-31,32.5,212,6,7,-0.4862727071086902,-0.8738071036110807,32.5,32.5,30.0,30.0,30.916666666666668,False,True,False,False,False,False,False,True,False
2022-07-31,73.5,212,6,7,-0.4862727071086902,-0.8738071036110807,73.5,73.5,73.5,73.5,73.5,False,False,False,True,False,False,False,True,False
2022-07-31,42.5,212,6,7,-0.4862727071086902,-0.8738071036110807,42.5,42.5,40.0,40.0,40.916666666666664,True,False,False,False,False,False,False,True,False
2022-07-31,73.5,212,6,7,-0.4862727071086902,-0.8738071036110807,73.5,73.5,73.5,73.5,73.5,False,False,True,False,False,False,False,True,False
2022-07-31,42.5,212,6,7,-0.4862727071086902,-0.8738071036110807,42.5,42.5,42.5,42.5,42.5,False,False,False,False,True,False,False,True,False
2022-07-31,71.0,212,6,7,-0.4862727071086902,-0.8738071036110807,71.0,71.0,71.0,50.0,71.0,False,False,True,False,False,False,False,False,True
2022-08-01,73.5,213,0,8,-0.5012418134457756,-0.8653072543632061,73.5,73.5,73.5,73.5,73.5,False,False,False,True,False,False,False,True,False
2022-08-01,42.5,213,0,8,-0.5012418134457756,-0.8653072543632061,42.5,42.5,42.5,37.5,42.5,False,False,False,False,False,True,False,False,True
2022-08-01,80.0,213,0,8,-0.5012418134457756,-0.8653072543632061,80.0,80.0,80.0,67.5,80.0,False,False,False,False,False,False,True,False,True
2022-08-01,42.5,213,0,8,-0.5012418134457756,-0.8653072543632061,42.5,42.5,42.5,42.5,42.5,False,False,False,False,True,False,False,True,False
2022-08-01,42.5,213,0,8,-0.5012418134457756,-0.8653072543632061,42.5,42.5,40.0,40.0,41.0,True,False,False,False,False,False,False,True,False
2022-08-01,73.5,213,0,8,-0.5012418134457756,-0.8653072543632061,73.5,73.5,73.5,73.5,73.5,False,False,True,False,False,False,False,True,False
2022-08-01,71.0,213,0,8,-0.5012418134457756,-0.8653072543632061,71.0,71.0,71.0,50.0,71.0,False,False,True,False,False,False,False,False,True
2022-08-01,50.0,213,0,8,-0.5012418134457756,-0.8653072543632061,50.0,50.0,50.0,50.0,50.0,False,False,False,False,False,True,False,True,False
