pubDate,avgPrice,day_of_year,day_of_week,month,doy_sin,doy_cos,avgPrice_lag_1,avgPrice_lag_7,avgPrice_lag_30,avgPrice_lag_365,avgPrice_MA_30,specInfo_UNKNOWN,prodPcat_牛肉类
2022-07-17,31.0,198,6,7,-0.2636654927280072,-0.9646141756912435,31.0,31.0,33.0,34.0,32.05,True,True
2022-07-18,31.0,199,0,7,-0.2802306751992161,-0.9599326896597445,31.0,31.0,33.0,33.375,31.983333333333334,True,True
2022-07-19,31.0,200,1,7,-0.2967128192734901,-0.9549667548552553,31.0,31.0,33.0,32.75,31.916666666666668,True,True
2022-07-20,31.0,201,2,7,-0.3131070409358267,-0.9497178427914317,31.0,31.0,33.0,32.125,31.85,True,True
2022-07-21,31.0,202,3,7,-0.3294084822245302,-0.9441875088341994,31.0,31.0,32.5,31.5,31.8,True,True
2022-07-22,31.0,203,4,7,-0.3456123126707333,-0.9383773917408642,31.0,31.0,32.5,31.0,31.75,True,True
2022-07-23,31.0,204,5,7,-0.3617137307297674,-0.9322892131745134,31.0,31.0,32.5,31.0,31.7,True,True
2022-07-24,31.0,205,6,7,-0.37770796520396466,-0.9259247771938499,31.0,31.0,32.5,31.0,31.65,True,True
2022-07-25,31.0,206,0,7,-0.39359027665646645,-0.9192859697186105,31.0,31.0,32.5,30.0,31.6,True,True
2022-07-26,31.0,207,1,7,-0.4093559588156211,-0.9123747579707274,31.0,31.0,32.5,30.0,31.55,True,True
2022-07-27,31.0,208,2,7,-0.42500033996955394,-0.9051931898913975,31.0,31.0,32.5,30.0,31.5,True,True
2022-07-28,31.0,209,3,7,-0.4405187843504952,-0.8977433935342336,31.0,31.0,32.5,30.0,31.45,True,True
2022-07-29,31.0,210,4,7,-0.455906693508459,-0.8900275764346766,31.0,31.0,32.5,30.0,31.4,True,True
2022-07-30,31.0,211,5,7,-0.47115950767386394,-0.8820480249558535,31.0,31.0,32.5,30.0,31.35,True,True
2022-07-31,31.0,212,6,7,-0.4862727071086902,-0.8738071036110807,31.0,31.0,32.5,30.0,31.3,True,True
2022-08-01,31.0,213,0,8,-0.5012418134457756,-0.8653072543632061,31.0,31.0,32.5,30.0,31.25,True,True
2022-08-02,31.0,214,1,8,-0.5160623910158526,-0.8565509959010037,31.0,31.0,32.5,30.0,31.2,True,True
2022-08-03,31.0,215,2,8,-0.5307300481619331,-0.8475409228928312,31.0,31.0,32.5,30.0,31.15,True,True
2022-08-04,31.0,216,3,8,-0.5452404385406507,-0.8382797052177745,31.0,31.0,32.5,30.0,31.1,True,True
2022-08-05,31.0,217,4,8,-0.5595892624101763,-0.828770087174504,31.0,31.0,32.5,30.0,31.05,True,True
2022-08-06,31.0,218,5,8,-0.5737722679043243,-0.8190148866680802,31.0,31.0,32.5,30.0,31.0,True,True
2022-08-07,31.0,219,6,8,-0.5877852522924734,-0.8090169943749472,31.0,31.0,31.0,30.0,31.0,True,True
2022-08-08,31.0,220,0,8,-0.6016240632249227,-0.7987793728863648,31.0,31.0,31.0,30.0,31.0,True,True
2022-08-09,31.0,221,1,8,-0.6152845999633277,-0.7883050558305253,31.0,31.0,31.0,30.0,31.0,True,True
2022-08-10,31.0,222,2,8,-0.6287628145958345,-0.7775971469736268,31.0,31.0,31.0,30.0,31.0,True,True
2022-08-11,31.0,223,3,8,-0.6420547132365636,-0.7666588193001592,31.0,31.0,31.0,30.0,31.0,True,True
2022-08-12,31.0,224,4,8,-0.655156357209085,-0.7554933140726804,31.0,31.0,31.0,30.0,31.0,True,True
2022-08-13,31.0,225,5,8,-0.6680638642135333,-0.7441039398713608,31.0,31.0,31.0,29.5,31.0,True,True
2022-08-14,31.0,226,6,8,-0.6807734094770159,-0.7324940716135792,31.0,31.0,31.0,29.5,31.0,True,True
2022-08-15,31.0,227,0,8,-0.6932812268869771,-0.7206671495538615,31.0,31.0,31.0,29.5,31.0,True,True
2022-08-16,31.0,228,1,8,-0.7055836101071774,-0.70862667826446,31.0,31.0,31.0,30.0,31.0,True,True
2022-08-17,31.0,229,2,8,-0.7176769136759615,-0.6963762255968726,31.0,31.0,31.0,30.0,31.0,True,True
2022-08-18,31.0,230,3,8,-0.7295575540864876,-0.6839194216246105,31.0,31.0,31.0,30.0,31.0,True,True
2022-08-19,31.0,231,4,8,-0.7412220108485957,-0.6712599575675315,31.0,31.0,31.0,30.0,31.0,True,True
