pubDate,avgPrice,day_of_year,day_of_week,month,doy_sin,doy_cos,avgPrice_lag_1,avgPrice_lag_7,avgPrice_lag_30,avgPrice_lag_365,avgPrice_MA_30,specInfo_UNKNOWN,prodPcat_特菜
2022-07-20,14.5,201,2,7,-0.3131070409358267,-0.9497178427914317,14.5,14.5,14.5,13.0,14.5,True,True
2022-07-21,14.590909090909092,202,3,7,-0.3294084822245302,-0.9441875088341994,14.5,14.5,14.5,13.090909090909092,14.503030303030302,True,True
2022-07-22,14.681818181818182,203,4,7,-0.3456123126707333,-0.9383773917408642,14.590909090909092,14.5,14.5,13.181818181818182,14.509090909090908,True,True
2022-07-23,14.772727272727273,204,5,7,-0.3617137307297674,-0.9322892131745134,14.681818181818182,14.5,14.5,13.272727272727273,14.51818181818182,True,True
2022-07-24,14.863636363636363,205,6,7,-0.37770796520396466,-0.9259247771938499,14.772727272727273,14.5,14.5,13.363636363636363,14.53030303030303,True,True
2022-07-25,14.954545454545455,206,0,7,-0.39359027665646645,-0.9192859697186105,14.863636363636363,14.5,14.5,13.454545454545455,14.545454545454545,True,True
2022-07-26,15.045454545454545,207,1,7,-0.4093559588156211,-0.9123747579707274,14.954545454545455,14.5,14.5,13.545454545454545,14.563636363636363,True,True
2022-07-27,15.136363636363637,208,2,7,-0.42500033996955394,-0.9051931898913975,15.045454545454545,14.5,14.5,13.636363636363637,14.584848484848486,True,True
2022-07-28,15.227272727272727,209,3,7,-0.4405187843504952,-0.8977433935342336,15.136363636363637,14.590909090909092,14.5,13.727272727272727,14.609090909090908,True,True
2022-07-29,15.318181818181818,210,4,7,-0.455906693508459,-0.8900275764346766,15.227272727272727,14.681818181818182,14.5,13.818181818181818,14.636363636363635,True,True
2022-07-30,15.40909090909091,211,5,7,-0.47115950767386394,-0.8820480249558535,15.318181818181818,14.772727272727273,14.5,13.90909090909091,14.666666666666666,True,True
2022-07-31,15.5,212,6,7,-0.4862727071086902,-0.8738071036110807,15.40909090909091,14.863636363636363,14.5,14.0,14.7,True,True
2022-08-01,15.6,213,0,8,-0.5012418134457756,-0.8653072543632061,15.5,14.954545454545455,14.5,13.75,14.736666666666668,True,True
2022-08-02,15.7,214,1,8,-0.5160623910158526,-0.8565509959010037,15.6,15.045454545454545,14.5,13.5,14.776666666666667,True,True
2022-08-03,15.8,215,2,8,-0.5307300481619331,-0.8475409228928312,15.7,15.136363636363637,14.5,13.25,14.82,True,True
2022-08-04,15.9,216,3,8,-0.5452404385406507,-0.8382797052177745,15.8,15.227272727272727,14.5,13.0,14.866666666666667,True,True
2022-08-05,16.0,217,4,8,-0.5595892624101763,-0.828770087174504,15.9,15.318181818181818,14.5,12.75,14.916666666666666,True,True
2022-08-06,16.1,218,5,8,-0.5737722679043243,-0.8190148866680802,16.0,15.40909090909091,14.5,12.5,14.97,True,True
2022-08-07,16.2,219,6,8,-0.5877852522924734,-0.8090169943749472,16.1,15.5,14.5,12.25,15.026666666666667,True,True
2022-08-08,16.3,220,0,8,-0.6016240632249227,-0.7987793728863648,16.2,15.6,14.5,12.0,15.086666666666668,True,True
2022-08-09,16.4,221,1,8,-0.6152845999633277,-0.7883050558305253,16.3,15.7,14.5,11.75,15.15,True,True
2022-08-10,16.5,222,2,8,-0.6287628145958345,-0.7775971469736268,16.4,15.8,14.5,11.5,15.216666666666667,True,True
2022-08-11,16.5,223,3,8,-0.6420547132365636,-0.7666588193001592,16.5,15.9,14.5,11.5,15.283333333333333,True,True
2022-08-12,16.5,224,4,8,-0.655156357209085,-0.7554933140726804,16.5,16.0,14.5,11.5,15.35,True,True
2022-08-13,16.5,225,5,8,-0.6680638642135333,-0.7441039398713608,16.5,16.1,14.5,11.5,15.416666666666666,True,True
2022-08-14,16.5,226,6,8,-0.6807734094770159,-0.7324940716135792,16.5,16.2,14.5,11.5,15.483333333333333,True,True
2022-08-15,16.5,227,0,8,-0.6932812268869771,-0.7206671495538615,16.5,16.3,14.5,11.5,15.55,True,True
2022-08-16,16.5,228,1,8,-0.7055836101071774,-0.70862667826446,16.5,16.4,14.5,11.5,15.616666666666667,True,True
2022-08-17,16.5,229,2,8,-0.7176769136759615,-0.6963762255968726,16.5,16.5,14.5,11.5,15.683333333333334,True,True
2022-08-18,16.5,230,3,8,-0.7295575540864876,-0.6839194216246105,16.5,16.5,14.5,11.5,15.75,True,True
2022-08-19,16.5,231,4,8,-0.7412220108485957,-0.6712599575675315,16.5,16.5,14.5,11.5,15.816666666666666,True,True
2022-08-20,16.5,232,5,8,-0.7526668275320083,-0.6584015846980489,16.5,16.5,14.590909090909092,11.5,15.88030303030303,True,True
2022-08-21,16.318181818181817,233,6,8,-0.7638886127905429,-0.64534811322955,16.5,16.5,14.681818181818182,10.863636363636363,15.934848484848485,True,True
2022-08-22,16.136363636363637,234,0,8,-0.7748840413670406,-0.6321034111873488,16.318181818181817,16.5,14.772727272727273,10.227272727272727,15.980303030303029,True,True
2022-08-23,15.954545454545455,235,1,8,-0.7856498550787144,-0.6186714032625032,16.136363636363637,16.5,14.863636363636363,9.59090909090909,16.016666666666666,True,True
2022-08-24,15.772727272727273,236,2,8,-0.7961828637826154,-0.6050560696488494,15.954545454545455,16.5,14.954545454545455,8.954545454545455,16.043939393939393,True,True
2022-08-25,15.59090909090909,237,3,8,-0.8064799463209447,-0.5912614448635782,15.772727272727273,16.5,15.045454545454545,8.318181818181818,16.06212121212121,True,True
2022-08-26,15.40909090909091,238,4,8,-0.8165380514459157,-0.5772916165517278,15.59090909090909,16.5,15.136363636363637,7.681818181818182,16.07121212121212,True,True
2022-08-27,15.227272727272727,239,5,8,-0.8263541987239094,-0.5631507242749187,15.40909090909091,16.5,15.227272727272727,7.045454545454546,16.071212121212124,True,True
2022-08-28,15.045454545454545,240,6,8,-0.8359254794186365,-0.5488429582847199,15.227272727272727,16.318181818181817,15.318181818181818,6.409090909090909,16.062121212121212,True,True
2022-08-29,14.863636363636363,241,0,8,-0.8452490573530634,-0.5343725582809785,15.045454545454545,16.136363636363637,15.40909090909091,5.7727272727272725,16.043939393939393,True,True
2022-08-30,14.681818181818182,242,1,8,-0.8543221697498269,-0.5197438121555157,14.863636363636363,15.954545454545455,15.5,5.136363636363637,16.016666666666666,True,True
2022-08-31,14.5,243,2,8,-0.8631421280499115,-0.5049610547215202,14.681818181818182,15.772727272727273,15.6,4.5,15.979999999999999,True,True
2022-09-01,14.5,244,3,9,-0.8717063187093217,-0.4900286664290594,14.5,15.59090909090909,15.7,4.5,15.94,True,True
2022-09-02,14.5,245,4,9,-0.8800122039735356,-0.4749510720670502,14.5,15.40909090909091,15.8,4.5,15.896666666666667,True,True
2022-09-03,14.5,246,5,9,-0.888057322629493,-0.4597327394521046,14.5,15.227272727272727,15.9,4.5,15.85,True,True
2022-09-04,14.5,247,6,9,-0.8958392907349089,-0.4443781781046134,14.5,15.045454545454545,16.0,4.5,15.8,True,True
2022-09-05,14.5,248,0,9,-0.9033558023246842,-0.4288919379124841,14.5,14.863636363636363,16.1,4.5,15.746666666666666,True,True
2022-09-06,14.5,249,1,9,-0.9106046300942162,-0.41327860778290443,14.5,14.681818181818182,16.2,4.5,15.69,True,True
2022-09-07,14.5,250,2,9,-0.9175836260593934,-0.3975428142825566,14.5,14.5,16.3,4.5,15.629999999999999,True,True
2022-09-08,14.5,251,3,9,-0.9242907221930934,-0.3816892202666586,14.5,14.5,16.4,4.5,15.566666666666666,True,True
2022-09-09,14.5,252,4,9,-0.9307239310379793,-0.3657225234972692,14.5,14.5,16.5,4.5,15.5,True,True
2022-09-10,14.5,253,5,9,-0.9368813462954315,-0.34964745525122826,14.5,14.5,16.5,4.5,15.433333333333334,True,True
2022-09-11,14.5,254,6,9,-0.9427611433904206,-0.33346877891818705,14.5,14.5,16.5,4.675,15.366666666666667,True,True
2022-09-12,14.5,255,0,9,-0.9483615800121716,-0.31719128858910595,14.5,14.5,16.5,4.85,15.3,True,True
2022-09-13,14.5,256,1,9,-0.9536809966304455,-0.300819807635668,14.5,14.5,16.5,5.025,15.233333333333333,True,True
2022-09-14,14.5,257,2,9,-0.9587178169872964,-0.2843591872810036,14.5,14.5,16.5,5.2,15.166666666666666,True,True
2022-09-15,14.5,258,3,9,-0.9634705485641486,-0.26781430516217486,14.5,14.5,16.5,5.375,15.1,True,True
2022-09-16,14.5,259,4,9,-0.9679377830240642,-0.25119006388481957,14.5,14.5,16.5,5.55,15.033333333333333,True,True
2022-09-17,14.5,260,5,9,-0.9721181966290612,-0.23449138957041052,14.5,14.5,16.5,5.725,14.966666666666667,True,True
2022-09-18,14.5,261,6,9,-0.9760105506323682,-0.21772323039653224,14.5,14.5,16.5,5.9,14.9,True,True
