pubDate,avgPrice,day_of_year,day_of_week,month,doy_sin,doy_cos,avgPrice_lag_1,avgPrice_lag_7,avgPrice_lag_30,avgPrice_lag_365,avgPrice_MA_30,specInfo_25kg,prodPcat_米面类
2022-10-19,1.997142857142857,292,2,10,-0.9510565162951536,0.30901699437494723,1.9952380952380953,1.9838095238095237,1.98,1.8942622950819672,1.9828571428571429,True,True
2022-10-20,1.999047619047619,293,3,10,-0.9455963874271428,0.3253420847119795,1.997142857142857,1.9857142857142858,1.98,1.8960655737704917,1.9834920634920634,True,True
2022-10-21,2.000952380952381,294,4,10,-0.9398560579418953,0.341570769167856,1.999047619047619,1.9876190476190476,1.98,1.8978688524590164,1.9841904761904763,True,True
2022-10-22,2.0028571428571427,295,5,10,-0.9338372288229252,0.35769823883312546,2.000952380952381,1.9895238095238095,1.98,1.899672131147541,1.984952380952381,True,True
2022-10-23,2.0047619047619047,296,6,10,-0.9275416835791965,0.3737197147904692,2.0028571428571427,1.9914285714285713,1.98,1.9014754098360656,1.9857777777777776,True,True
2022-10-24,2.006666666666667,297,0,10,-0.9209712877166347,0.38963044953078774,2.0047619047619047,1.9933333333333334,1.98,1.90327868852459,1.9866666666666668,True,True
2022-10-25,2.0085714285714285,298,1,10,-0.9141279881853337,0.4054257283599973,2.006666666666667,1.9952380952380953,1.98,1.9050819672131147,1.9876190476190476,True,True
2022-10-26,2.0104761904761905,299,2,10,-0.9070138128026362,0.42110087079608916,2.0085714285714285,1.997142857142857,1.98,1.9068852459016394,1.9886349206349208,True,True
2022-10-27,2.0123809523809526,300,3,10,-0.8996308696522434,0.4366512319560638,2.0104761904761905,1.999047619047619,1.98,1.908688524590164,1.9897142857142855,True,True
2022-10-28,2.0142857142857142,301,4,10,-0.8919813464595487,0.45207220393230374,2.0123809523809526,2.000952380952381,1.98,1.9104918032786884,1.9908571428571429,True,True
2022-10-29,2.0161904761904763,302,5,10,-0.8840675099433637,0.46735921715800205,2.0142857142857142,2.0028571428571427,1.98,1.912295081967213,1.9920634920634919,True,True
2022-10-30,2.018095238095238,303,6,10,-0.8758917051442433,0.48250774176121763,2.0161904761904763,2.0047619047619047,1.98,1.9140983606557378,1.9933333333333332,True,True
2022-10-31,2.02,304,0,10,-0.8674563547295971,0.4975132889071803,2.018095238095238,2.006666666666667,1.98,1.9159016393442623,1.9946666666666668,True,True
2022-11-01,2.021,305,1,11,-0.858763958275803,0.5123714121284235,2.02,2.0085714285714285,1.98,1.9177049180327868,1.9960333333333333,True,True
2022-11-02,2.022,306,2,11,-0.8498170915275277,0.5270777086423724,2.021,2.0104761904761905,1.98,1.9195081967213115,1.9974333333333334,True,True
2022-11-03,2.023,307,3,11,-0.8406184056344783,0.5416278206559811,2.022,2.0123809523809526,1.98,1.9213114754098362,1.9988666666666666,True,True
2022-11-04,2.024,308,4,11,-0.8311706263658079,0.5560174366570446,2.023,2.0142857142857142,1.98,1.9231147540983606,2.0003333333333333,True,True
2022-11-05,2.025,309,5,11,-0.8214765533024145,0.5702422926917867,2.024,2.0161904761904763,1.98,1.9249180327868851,2.0018333333333334,True,True
2022-11-06,2.026,310,6,11,-0.8115390590073611,0.5842981736283683,2.025,2.018095238095238,1.98,1.9267213114754098,2.0033666666666665,True,True
2022-11-07,2.0269999999999997,311,0,11,-0.801361088174677,0.5981809144059158,2.026,2.02,1.98,1.9285245901639345,2.0049333333333332,True,True
2022-11-08,2.028,312,1,11,-0.7909456567567774,0.6118864012687242,2.0269999999999997,2.021,1.98,1.930327868852459,2.006533333333333,True,True
2022-11-09,2.029,313,2,11,-0.780295851070776,0.6254105729852457,2.028,2.022,1.98,1.9321311475409835,2.008166666666667,True,True
2022-11-10,2.03,314,3,11,-0.7694148268839381,0.6387494220515268,2.029,2.023,1.9819047619047618,1.9339344262295082,2.0097698412698413,True,True
2022-11-11,2.03,315,4,11,-0.7583058084785625,0.6518989958787125,2.03,2.024,1.9838095238095237,1.9357377049180329,2.0113095238095235,True,True
2022-11-12,2.03,316,5,11,-0.7469720876965551,0.6648553979642866,2.03,2.025,1.9857142857142858,1.9375409836065574,2.012785714285714,True,True
2022-11-13,2.03,317,6,11,-0.7354170229639858,0.6776147890466887,2.03,2.026,1.9876190476190476,1.9393442622950818,2.0141984126984127,True,True
2022-11-14,2.03,318,0,11,-0.7236440382959124,0.690173388242972,2.03,2.0269999999999997,1.9895238095238095,1.9411475409836065,2.015547619047619,True,True
2022-11-15,2.03,319,1,11,-0.711656622281775,0.7025274741691566,2.03,2.028,1.9914285714285713,1.9429508196721312,2.016833333333333,True,True
2022-11-16,2.03,320,2,11,-0.6994583270516471,0.7146733860429608,2.03,2.029,1.9933333333333334,1.9447540983606557,2.0180555555555553,True,True
2022-11-17,2.03,321,3,11,-0.6870527672236675,0.7266075247685652,2.03,2.03,1.9952380952380953,1.9465573770491802,2.019214285714286,True,True
2022-11-18,2.03,322,4,11,-0.6744436188329457,0.7383263540031063,2.03,2.03,1.997142857142857,1.948360655737705,2.020309523809524,True,True
