pubDate,avgPrice,day_of_year,day_of_week,month,doy_sin,doy_cos,avgPrice_lag_1,avgPrice_lag_7,avgPrice_lag_30,avgPrice_lag_365,avgPrice_MA_30,specInfo_250g左右,specInfo_250g,specInfo_150g,specInfo_300g-350g,specInfo_200g-250g,prodPcat_虾蟹类,prodPcat_其他类
2022-08-10,37.5,222,2,8,-0.6287628145958345,-0.7775971469736268,37.5,37.5,37.5,37.5,37.5,True,False,False,False,False,True,False
2022-08-10,40.0,222,2,8,-0.6287628145958345,-0.7775971469736268,40.0,40.0,40.0,40.0,40.0,False,False,False,False,True,False,True
2022-08-10,50.0,222,2,8,-0.6287628145958345,-0.7775971469736268,50.0,50.0,50.0,75.0,50.0,False,False,False,True,False,False,True
2022-08-10,40.0,222,2,8,-0.6287628145958345,-0.7775971469736268,40.0,40.0,40.0,35.0,40.0,False,False,True,False,False,False,True
2022-08-10,47.5,222,2,8,-0.6287628145958345,-0.7775971469736268,47.5,47.5,47.5,50.0,47.5,False,True,False,False,False,False,True
2022-08-11,50.0,223,3,8,-0.6420547132365636,-0.7666588193001592,50.0,50.0,50.0,75.0,50.0,False,False,False,True,False,False,True
2022-08-11,40.0,223,3,8,-0.6420547132365636,-0.7666588193001592,40.0,40.0,40.0,35.0,40.0,False,False,True,False,False,False,True
2022-08-11,40.0,223,3,8,-0.6420547132365636,-0.7666588193001592,40.0,40.0,40.0,40.0,40.0,False,False,False,False,True,False,True
2022-08-11,37.5,223,3,8,-0.6420547132365636,-0.7666588193001592,37.5,37.5,37.5,37.5,37.5,True,False,False,False,False,True,False
2022-08-11,47.5,223,3,8,-0.6420547132365636,-0.7666588193001592,47.5,47.5,47.5,50.0,47.5,False,True,False,False,False,False,True
2022-08-12,40.0,224,4,8,-0.655156357209085,-0.7554933140726804,40.0,40.0,40.0,34.5,40.0,False,False,True,False,False,False,True
2022-08-12,37.5,224,4,8,-0.655156357209085,-0.7554933140726804,37.5,37.5,37.5,37.5,37.5,True,False,False,False,False,True,False
2022-08-12,50.0,224,4,8,-0.655156357209085,-0.7554933140726804,50.0,50.0,50.0,75.0,50.0,False,False,False,True,False,False,True
2022-08-12,40.0,224,4,8,-0.655156357209085,-0.7554933140726804,40.0,40.0,40.0,40.0,40.0,False,False,False,False,True,False,True
2022-08-12,47.5,224,4,8,-0.655156357209085,-0.7554933140726804,47.5,47.5,47.5,50.0,47.5,False,True,False,False,False,False,True
2022-08-13,40.0,225,5,8,-0.6680638642135333,-0.7441039398713608,40.0,40.0,40.0,40.0,40.0,False,False,False,False,True,False,True
2022-08-13,40.0,225,5,8,-0.6680638642135333,-0.7441039398713608,40.0,40.0,40.0,34.0,40.0,False,False,True,False,False,False,True
2022-08-13,50.0,225,5,8,-0.6680638642135333,-0.7441039398713608,50.0,50.0,50.0,75.0,50.0,False,False,False,True,False,False,True
2022-08-13,37.5,225,5,8,-0.6680638642135333,-0.7441039398713608,37.5,37.5,37.5,37.5,37.5,True,False,False,False,False,True,False
2022-08-13,47.5,225,5,8,-0.6680638642135333,-0.7441039398713608,47.5,47.5,47.5,50.0,47.5,False,True,False,False,False,False,True
2022-08-14,40.0,226,6,8,-0.6807734094770159,-0.7324940716135792,40.0,40.0,40.0,34.0,40.0,False,False,True,False,False,False,True
2022-08-14,50.0,226,6,8,-0.6807734094770159,-0.7324940716135792,50.0,50.0,50.0,75.0,50.0,False,False,False,True,False,False,True
2022-08-14,47.5,226,6,8,-0.6807734094770159,-0.7324940716135792,47.5,47.5,47.5,50.0,47.5,False,True,False,False,False,False,True
2022-08-14,37.5,226,6,8,-0.6807734094770159,-0.7324940716135792,37.5,37.5,37.5,37.5,37.5,True,False,False,False,False,True,False
2022-08-14,40.0,226,6,8,-0.6807734094770159,-0.7324940716135792,40.0,40.0,40.0,40.0,40.0,False,False,False,False,True,False,True
2022-08-15,40.0,227,0,8,-0.6932812268869771,-0.7206671495538615,40.0,40.0,40.0,40.0,40.0,False,False,False,False,True,False,True
2022-08-15,40.0,227,0,8,-0.6932812268869771,-0.7206671495538615,40.0,40.0,40.0,42.5,40.0,False,False,True,False,False,False,True
2022-08-15,47.5,227,0,8,-0.6932812268869771,-0.7206671495538615,47.5,47.5,47.5,55.0,47.5,False,True,False,False,False,False,True
2022-08-15,37.5,227,0,8,-0.6932812268869771,-0.7206671495538615,37.5,37.5,37.5,37.5,37.5,True,False,False,False,False,True,False
2022-08-15,50.0,227,0,8,-0.6932812268869771,-0.7206671495538615,50.0,50.0,50.0,75.0,50.0,False,False,False,True,False,False,True
2022-08-16,37.5,228,1,8,-0.7055836101071774,-0.70862667826446,37.5,37.5,37.5,37.5,37.5,True,False,False,False,False,True,False
2022-08-16,50.0,228,1,8,-0.7055836101071774,-0.70862667826446,50.0,50.0,50.0,75.0,50.0,False,False,False,True,False,False,True
2022-08-16,40.0,228,1,8,-0.7055836101071774,-0.70862667826446,40.0,40.0,40.0,42.5,40.0,False,False,True,False,False,False,True
2022-08-16,40.0,228,1,8,-0.7055836101071774,-0.70862667826446,40.0,40.0,40.0,40.0,40.0,False,False,False,False,True,False,True
2022-08-16,47.5,228,1,8,-0.7055836101071774,-0.70862667826446,47.5,47.5,47.5,55.0,47.5,False,True,False,False,False,False,True
2022-08-17,50.0,229,2,8,-0.7176769136759615,-0.6963762255968726,50.0,50.0,50.0,75.0,50.0,False,False,False,True,False,False,True
2022-08-17,40.0,229,2,8,-0.7176769136759615,-0.6963762255968726,40.0,40.0,40.0,42.5,40.0,False,False,True,False,False,False,True
2022-08-17,47.5,229,2,8,-0.7176769136759615,-0.6963762255968726,47.5,47.5,47.5,55.0,47.5,False,True,False,False,False,False,True
2022-08-17,37.5,229,2,8,-0.7176769136759615,-0.6963762255968726,37.5,37.5,37.5,37.5,37.5,True,False,False,False,False,True,False
2022-08-17,40.0,229,2,8,-0.7176769136759615,-0.6963762255968726,40.0,40.0,40.0,40.0,40.0,False,False,False,False,True,False,True
2022-08-18,37.5,230,3,8,-0.7295575540864876,-0.6839194216246105,37.5,37.5,37.5,37.5,37.5,True,False,False,False,False,True,False
2022-08-18,40.0,230,3,8,-0.7295575540864876,-0.6839194216246105,40.0,40.0,40.0,42.5,40.0,False,False,True,False,False,False,True
2022-08-18,47.5,230,3,8,-0.7295575540864876,-0.6839194216246105,47.5,47.5,47.5,55.0,47.5,False,True,False,False,False,False,True
2022-08-18,50.0,230,3,8,-0.7295575540864876,-0.6839194216246105,50.0,50.0,50.0,75.0,50.0,False,False,False,True,False,False,True
2022-08-18,40.0,230,3,8,-0.7295575540864876,-0.6839194216246105,40.0,40.0,40.0,40.0,40.0,False,False,False,False,True,False,True
2022-08-19,40.0,231,4,8,-0.7412220108485957,-0.6712599575675315,40.0,40.0,40.0,37.5,40.0,False,False,True,False,False,False,True
2022-08-19,37.5,231,4,8,-0.7412220108485957,-0.6712599575675315,37.5,37.5,37.5,37.5,37.5,True,False,False,False,False,True,False
2022-08-19,47.5,231,4,8,-0.7412220108485957,-0.6712599575675315,47.5,47.5,47.5,47.5,47.5,False,True,False,False,False,False,True
2022-08-19,50.0,231,4,8,-0.7412220108485957,-0.6712599575675315,50.0,50.0,50.0,75.0,50.0,False,False,False,True,False,False,True
2022-08-19,40.0,231,4,8,-0.7412220108485957,-0.6712599575675315,40.0,40.0,40.0,40.0,40.0,False,False,False,False,True,False,True
2022-08-20,40.0,232,5,8,-0.7526668275320083,-0.6584015846980489,40.0,40.0,40.0,40.0,40.0,False,False,False,False,True,False,True
2022-08-20,47.5,232,5,8,-0.7526668275320083,-0.6584015846980489,47.5,47.5,47.5,47.5,47.5,False,True,False,False,False,False,True
2022-08-20,40.0,232,5,8,-0.7526668275320083,-0.6584015846980489,40.0,40.0,40.0,37.5,40.0,False,False,True,False,False,False,True
2022-08-20,37.5,232,5,8,-0.7526668275320083,-0.6584015846980489,37.5,37.5,37.5,37.5,37.5,True,False,False,False,False,True,False
2022-08-20,50.0,232,5,8,-0.7526668275320083,-0.6584015846980489,50.0,50.0,50.0,75.0,50.0,False,False,False,True,False,False,True
2022-08-21,47.5,233,6,8,-0.7638886127905429,-0.64534811322955,47.5,47.5,47.5,47.5,47.5,False,True,False,False,False,False,True
2022-08-21,37.5,233,6,8,-0.7638886127905429,-0.64534811322955,37.5,37.5,37.5,37.5,37.5,True,False,False,False,False,True,False
2022-08-21,40.0,233,6,8,-0.7638886127905429,-0.64534811322955,40.0,40.0,40.0,40.0,40.0,False,False,False,False,True,False,True
2022-08-21,50.0,233,6,8,-0.7638886127905429,-0.64534811322955,50.0,50.0,50.0,75.0,50.0,False,False,False,True,False,False,True
2022-08-21,40.0,233,6,8,-0.7638886127905429,-0.64534811322955,40.0,40.0,40.0,37.5,40.0,False,False,True,False,False,False,True
2022-08-22,47.5,234,0,8,-0.7748840413670406,-0.6321034111873488,47.5,47.5,47.5,47.5,47.5,False,True,False,False,False,False,True
2022-08-22,40.0,234,0,8,-0.7748840413670406,-0.6321034111873488,40.0,40.0,40.0,40.0,40.0,False,False,False,False,True,False,True
2022-08-22,40.0,234,0,8,-0.7748840413670406,-0.6321034111873488,40.0,40.0,40.0,37.5,40.0,False,False,True,False,False,False,True
2022-08-22,37.5,234,0,8,-0.7748840413670406,-0.6321034111873488,37.5,37.5,37.5,37.5,37.5,True,False,False,False,False,True,False
2022-08-22,50.0,234,0,8,-0.7748840413670406,-0.6321034111873488,50.0,50.0,50.0,75.0,50.0,False,False,False,True,False,False,True
2022-08-23,37.5,235,1,8,-0.7856498550787144,-0.6186714032625032,37.5,37.5,37.5,37.5,37.5,True,False,False,False,False,True,False
2022-08-23,40.0,235,1,8,-0.7856498550787144,-0.6186714032625032,40.0,40.0,40.0,40.0,40.0,False,False,False,False,True,False,True
2022-08-23,47.5,235,1,8,-0.7856498550787144,-0.6186714032625032,47.5,47.5,47.5,47.5,47.5,False,True,False,False,False,False,True
2022-08-23,40.0,235,1,8,-0.7856498550787144,-0.6186714032625032,40.0,40.0,40.0,37.5,40.0,False,False,True,False,False,False,True
2022-08-23,50.0,235,1,8,-0.7856498550787144,-0.6186714032625032,50.0,50.0,50.0,75.0,50.0,False,False,False,True,False,False,True
2022-08-24,50.0,236,2,8,-0.7961828637826154,-0.6050560696488494,50.0,50.0,50.0,75.0,50.0,False,False,False,True,False,False,True
2022-08-24,40.0,236,2,8,-0.7961828637826154,-0.6050560696488494,40.0,40.0,40.0,32.5,40.0,False,False,True,False,False,False,True
2022-08-24,37.5,236,2,8,-0.7961828637826154,-0.6050560696488494,37.5,37.5,37.5,37.5,37.5,True,False,False,False,False,True,False
2022-08-24,40.0,236,2,8,-0.7961828637826154,-0.6050560696488494,40.0,40.0,40.0,40.0,40.0,False,False,False,False,True,False,True
2022-08-24,47.5,236,2,8,-0.7961828637826154,-0.6050560696488494,47.5,47.5,47.5,42.5,47.5,False,True,False,False,False,False,True
2022-08-25,40.0,237,3,8,-0.8064799463209447,-0.5912614448635782,37.5,37.5,37.5,37.5,37.583333333333336,True,False,False,False,False,True,False
2022-08-25,40.0,237,3,8,-0.8064799463209447,-0.5912614448635782,40.0,40.0,40.0,40.0,40.0,False,False,False,False,True,False,True
2022-08-25,50.0,237,3,8,-0.8064799463209447,-0.5912614448635782,50.0,50.0,50.0,75.0,50.0,False,False,False,True,False,False,True
2022-08-25,40.0,237,3,8,-0.8064799463209447,-0.5912614448635782,40.0,40.0,40.0,32.5,40.0,False,False,True,False,False,False,True
2022-08-25,47.5,237,3,8,-0.8064799463209447,-0.5912614448635782,47.5,47.5,47.5,42.5,47.5,False,True,False,False,False,False,True
2022-08-26,47.5,238,4,8,-0.8165380514459157,-0.5772916165517278,47.5,47.5,47.5,42.5,47.5,False,True,False,False,False,False,True
2022-08-26,40.0,238,4,8,-0.8165380514459157,-0.5772916165517278,40.0,40.0,40.0,40.0,40.0,False,False,False,False,True,False,True
2022-08-26,40.0,238,4,8,-0.8165380514459157,-0.5772916165517278,40.0,40.0,40.0,32.5,40.0,False,False,True,False,False,False,True
2022-08-26,50.0,238,4,8,-0.8165380514459157,-0.5772916165517278,50.0,50.0,50.0,75.0,50.0,False,False,False,True,False,False,True
2022-08-26,40.0,238,4,8,-0.8165380514459157,-0.5772916165517278,40.0,37.5,37.5,37.5,37.666666666666664,True,False,False,False,False,True,False
2022-08-27,40.0,239,5,8,-0.8263541987239094,-0.5631507242749187,40.0,40.0,40.0,40.0,40.0,False,False,False,False,True,False,True
2022-08-27,40.0,239,5,8,-0.8263541987239094,-0.5631507242749187,40.0,40.0,40.0,32.5,40.0,False,False,True,False,False,False,True
2022-08-27,40.0,239,5,8,-0.8263541987239094,-0.5631507242749187,40.0,37.5,37.5,37.5,37.75,True,False,False,False,False,True,False
2022-08-27,47.5,239,5,8,-0.8263541987239094,-0.5631507242749187,47.5,47.5,47.5,42.5,47.5,False,True,False,False,False,False,True
2022-08-27,50.0,239,5,8,-0.8263541987239094,-0.5631507242749187,50.0,50.0,50.0,75.0,50.0,False,False,False,True,False,False,True
2022-08-28,47.5,240,6,8,-0.8359254794186365,-0.5488429582847199,47.5,47.5,47.5,42.5,47.5,False,True,False,False,False,False,True
2022-08-28,40.0,240,6,8,-0.8359254794186365,-0.5488429582847199,40.0,40.0,40.0,40.0,40.0,False,False,False,False,True,False,True
2022-08-28,40.0,240,6,8,-0.8359254794186365,-0.5488429582847199,40.0,40.0,40.0,32.5,40.0,False,False,True,False,False,False,True
2022-08-28,40.0,240,6,8,-0.8359254794186365,-0.5488429582847199,40.0,37.5,37.5,37.5,37.833333333333336,True,False,False,False,False,True,False
2022-08-28,50.0,240,6,8,-0.8359254794186365,-0.5488429582847199,50.0,50.0,50.0,75.0,50.0,False,False,False,True,False,False,True
2022-08-29,40.0,241,0,8,-0.8452490573530634,-0.5343725582809785,40.0,37.5,37.5,37.5,37.916666666666664,True,False,False,False,False,True,False
2022-08-29,50.0,241,0,8,-0.8452490573530634,-0.5343725582809785,50.0,50.0,50.0,75.0,50.0,False,False,False,True,False,False,True
2022-08-29,40.0,241,0,8,-0.8452490573530634,-0.5343725582809785,40.0,40.0,40.0,40.0,40.0,False,False,False,False,True,False,True
2022-08-29,47.5,241,0,8,-0.8452490573530634,-0.5343725582809785,47.5,47.5,47.5,42.5,47.5,False,True,False,False,False,False,True
2022-08-29,40.0,241,0,8,-0.8452490573530634,-0.5343725582809785,40.0,40.0,40.0,32.5,40.0,False,False,True,False,False,False,True
2022-08-30,40.0,242,1,8,-0.8543221697498269,-0.5197438121555157,40.0,40.0,40.0,40.0,40.0,False,False,False,False,True,False,True
2022-08-30,50.0,242,1,8,-0.8543221697498269,-0.5197438121555157,50.0,50.0,50.0,75.0,50.0,False,False,False,True,False,False,True
2022-08-30,40.0,242,1,8,-0.8543221697498269,-0.5197438121555157,40.0,37.5,37.5,37.5,38.0,True,False,False,False,False,True,False
2022-08-30,40.0,242,1,8,-0.8543221697498269,-0.5197438121555157,40.0,40.0,40.0,27.5,40.0,False,False,True,False,False,False,True
2022-08-30,47.5,242,1,8,-0.8543221697498269,-0.5197438121555157,47.5,47.5,47.5,42.5,47.5,False,True,False,False,False,False,True
2022-08-31,50.0,243,2,8,-0.8631421280499115,-0.5049610547215202,50.0,50.0,50.0,75.0,50.0,False,False,False,True,False,False,True
2022-08-31,40.0,243,2,8,-0.8631421280499115,-0.5049610547215202,40.0,40.0,40.0,40.0,40.0,False,False,False,False,True,False,True
2022-08-31,47.5,243,2,8,-0.8631421280499115,-0.5049610547215202,47.5,47.5,47.5,42.5,47.5,False,True,False,False,False,False,True
2022-08-31,40.0,243,2,8,-0.8631421280499115,-0.5049610547215202,40.0,37.5,37.5,37.5,38.083333333333336,True,False,False,False,False,True,False
2022-08-31,40.0,243,2,8,-0.8631421280499115,-0.5049610547215202,40.0,40.0,40.0,27.5,40.0,False,False,True,False,False,False,True
2022-09-01,50.0,244,3,9,-0.8717063187093217,-0.4900286664290594,50.0,50.0,50.0,75.0,50.0,False,False,False,True,False,False,True
2022-09-01,40.0,244,3,9,-0.8717063187093217,-0.4900286664290594,40.0,40.0,40.0,27.5,40.0,False,False,True,False,False,False,True
2022-09-01,40.0,244,3,9,-0.8717063187093217,-0.4900286664290594,40.0,40.0,40.0,40.0,40.0,False,False,False,False,True,False,True
2022-09-01,47.5,244,3,9,-0.8717063187093217,-0.4900286664290594,47.5,47.5,47.5,42.5,47.5,False,True,False,False,False,False,True
2022-09-01,40.0,244,3,9,-0.8717063187093217,-0.4900286664290594,40.0,40.0,37.5,37.5,38.166666666666664,True,False,False,False,False,True,False
2022-09-02,40.0,245,4,9,-0.8800122039735356,-0.4749510720670502,40.0,40.0,40.0,27.5,40.0,False,False,True,False,False,False,True
2022-09-02,40.0,245,4,9,-0.8800122039735356,-0.4749510720670502,40.0,40.0,40.0,40.0,40.0,False,False,False,False,True,False,True
2022-09-02,50.0,245,4,9,-0.8800122039735356,-0.4749510720670502,50.0,50.0,50.0,75.0,50.0,False,False,False,True,False,False,True
2022-09-02,40.0,245,4,9,-0.8800122039735356,-0.4749510720670502,40.0,40.0,37.5,37.5,38.25,True,False,False,False,False,True,False
2022-09-02,47.5,245,4,9,-0.8800122039735356,-0.4749510720670502,47.5,47.5,47.5,42.5,47.5,False,True,False,False,False,False,True
2022-09-03,47.5,246,5,9,-0.888057322629493,-0.4597327394521046,47.5,47.5,47.5,42.5,47.5,False,True,False,False,False,False,True
2022-09-03,50.0,246,5,9,-0.888057322629493,-0.4597327394521046,50.0,50.0,50.0,75.0,50.0,False,False,False,True,False,False,True
2022-09-03,40.0,246,5,9,-0.888057322629493,-0.4597327394521046,40.0,40.0,37.5,37.5,38.333333333333336,True,False,False,False,False,True,False
2022-09-03,40.0,246,5,9,-0.888057322629493,-0.4597327394521046,40.0,40.0,40.0,40.0,40.0,False,False,False,False,True,False,True
2022-09-03,40.0,246,5,9,-0.888057322629493,-0.4597327394521046,40.0,40.0,40.0,27.5,40.0,False,False,True,False,False,False,True
2022-09-04,50.0,247,6,9,-0.8958392907349089,-0.4443781781046134,50.0,50.0,50.0,75.0,50.0,False,False,False,True,False,False,True
2022-09-04,52.5,247,6,9,-0.8958392907349089,-0.4443781781046134,40.0,40.0,37.5,37.5,38.833333333333336,True,False,False,False,False,True,False
2022-09-04,40.0,247,6,9,-0.8958392907349089,-0.4443781781046134,40.0,40.0,40.0,27.5,40.0,False,False,True,False,False,False,True
2022-09-04,47.5,247,6,9,-0.8958392907349089,-0.4443781781046134,47.5,47.5,47.5,40.833333333333336,47.5,False,True,False,False,False,False,True
2022-09-04,40.0,247,6,9,-0.8958392907349089,-0.4443781781046134,40.0,40.0,40.0,40.0,40.0,False,False,False,False,True,False,True
2022-09-05,47.5,248,0,9,-0.9033558023246842,-0.4288919379124841,47.5,47.5,47.5,39.166666666666664,47.5,False,True,False,False,False,False,True
2022-09-05,50.0,248,0,9,-0.9033558023246842,-0.4288919379124841,50.0,50.0,50.0,75.0,50.0,False,False,False,True,False,False,True
2022-09-05,40.0,248,0,9,-0.9033558023246842,-0.4288919379124841,40.0,40.0,40.0,27.5,40.0,False,False,True,False,False,False,True
2022-09-05,65.0,248,0,9,-0.9033558023246842,-0.4288919379124841,52.5,40.0,37.5,37.5,39.75,True,False,False,False,False,True,False
2022-09-05,40.0,248,0,9,-0.9033558023246842,-0.4288919379124841,40.0,40.0,40.0,40.0,40.0,False,False,False,False,True,False,True
2022-09-06,40.0,249,1,9,-0.9106046300942162,-0.41327860778290443,40.0,40.0,40.0,40.0,40.0,False,False,False,False,True,False,True
2022-09-06,50.0,249,1,9,-0.9106046300942162,-0.41327860778290443,50.0,50.0,50.0,75.0,50.0,False,False,False,True,False,False,True
2022-09-06,47.5,249,1,9,-0.9106046300942162,-0.41327860778290443,47.5,47.5,47.5,37.5,47.5,False,True,False,False,False,False,True
2022-09-06,40.0,249,1,9,-0.9106046300942162,-0.41327860778290443,40.0,40.0,40.0,27.5,40.0,False,False,True,False,False,False,True
2022-09-06,70.0,249,1,9,-0.9106046300942162,-0.41327860778290443,65.0,40.0,37.5,37.5,40.833333333333336,True,False,False,False,False,True,False
2022-09-07,50.0,250,2,9,-0.9175836260593934,-0.3975428142825566,50.0,50.0,50.0,75.0,50.0,False,False,False,True,False,False,True
2022-09-07,40.0,250,2,9,-0.9175836260593934,-0.3975428142825566,40.0,40.0,40.0,27.5,40.0,False,False,True,False,False,False,True
2022-09-07,47.5,250,2,9,-0.9175836260593934,-0.3975428142825566,47.5,47.5,47.5,37.5,47.5,False,True,False,False,False,False,True
2022-09-07,70.0,250,2,9,-0.9175836260593934,-0.3975428142825566,70.0,40.0,37.5,37.5,41.916666666666664,True,False,False,False,False,True,False
2022-09-07,40.0,250,2,9,-0.9175836260593934,-0.3975428142825566,40.0,40.0,40.0,40.0,40.0,False,False,False,False,True,False,True
2022-09-08,47.5,251,3,9,-0.9242907221930934,-0.3816892202666586,47.5,47.5,47.5,37.5,47.5,False,True,False,False,False,False,True
2022-09-08,40.0,251,3,9,-0.9242907221930934,-0.3816892202666586,40.0,40.0,40.0,27.5,40.0,False,False,True,False,False,False,True
2022-09-08,70.0,251,3,9,-0.9242907221930934,-0.3816892202666586,70.0,40.0,37.5,37.5,43.0,True,False,False,False,False,True,False
2022-09-08,40.0,251,3,9,-0.9242907221930934,-0.3816892202666586,40.0,40.0,40.0,40.0,40.0,False,False,False,False,True,False,True
2022-09-08,50.0,251,3,9,-0.9242907221930934,-0.3816892202666586,50.0,50.0,50.0,75.0,50.0,False,False,False,True,False,False,True
2022-09-09,40.0,252,4,9,-0.9307239310379793,-0.3657225234972692,40.0,40.0,40.0,27.5,40.0,False,False,True,False,False,False,True
2022-09-09,47.5,252,4,9,-0.9307239310379793,-0.3657225234972692,47.5,47.5,47.5,37.5,47.5,False,True,False,False,False,False,True
2022-09-09,70.0,252,4,9,-0.9307239310379793,-0.3657225234972692,70.0,40.0,37.5,37.5,44.083333333333336,True,False,False,False,False,True,False
2022-09-09,40.0,252,4,9,-0.9307239310379793,-0.3657225234972692,40.0,40.0,40.0,40.0,40.0,False,False,False,False,True,False,True
2022-09-09,50.0,252,4,9,-0.9307239310379793,-0.3657225234972692,50.0,50.0,50.0,75.0,50.0,False,False,False,True,False,False,True
2022-09-10,40.0,253,5,9,-0.9368813462954315,-0.34964745525122826,40.0,40.0,40.0,27.5,40.0,False,False,True,False,False,False,True
2022-09-10,68.75,253,5,9,-0.9368813462954315,-0.34964745525122826,70.0,40.0,37.5,37.5,45.125,True,False,False,False,False,True,False
2022-09-10,40.0,253,5,9,-0.9368813462954315,-0.34964745525122826,40.0,40.0,40.0,40.0,40.0,False,False,False,False,True,False,True
2022-09-10,47.5,253,5,9,-0.9368813462954315,-0.34964745525122826,47.5,47.5,47.5,37.5,47.5,False,True,False,False,False,False,True
2022-09-10,50.0,253,5,9,-0.9368813462954315,-0.34964745525122826,50.0,50.0,50.0,75.0,50.0,False,False,False,True,False,False,True
2022-09-11,67.5,254,6,9,-0.9427611433904206,-0.33346877891818705,68.75,52.5,37.5,37.5,46.125,True,False,False,False,False,True,False
2022-09-11,40.0,254,6,9,-0.9427611433904206,-0.33346877891818705,40.0,40.0,40.0,40.0,40.0,False,False,False,False,True,False,True
2022-09-11,47.5,254,6,9,-0.9427611433904206,-0.33346877891818705,47.5,47.5,47.5,37.5,47.5,False,True,False,False,False,False,True
2022-09-11,40.0,254,6,9,-0.9427611433904206,-0.33346877891818705,40.0,40.0,40.0,30.0,40.0,False,False,True,False,False,False,True
2022-09-11,50.0,254,6,9,-0.9427611433904206,-0.33346877891818705,50.0,50.0,50.0,75.0,50.0,False,False,False,True,False,False,True
2022-09-12,50.0,255,0,9,-0.9483615800121716,-0.31719128858910595,50.0,50.0,50.0,75.0,50.0,False,False,False,True,False,False,True
2022-09-12,40.0,255,0,9,-0.9483615800121716,-0.31719128858910595,40.0,40.0,40.0,40.0,40.0,False,False,False,False,True,False,True
2022-09-12,40.0,255,0,9,-0.9483615800121716,-0.31719128858910595,40.0,40.0,40.0,32.5,40.0,False,False,True,False,False,False,True
2022-09-12,60.0,255,0,9,-0.9483615800121716,-0.31719128858910595,67.5,65.0,37.5,37.5,46.875,True,False,False,False,False,True,False
2022-09-12,47.5,255,0,9,-0.9483615800121716,-0.31719128858910595,47.5,47.5,47.5,37.5,47.5,False,True,False,False,False,False,True
2022-09-13,40.0,256,1,9,-0.9536809966304455,-0.300819807635668,40.0,40.0,40.0,40.0,40.0,False,False,False,False,True,False,True
2022-09-13,47.5,256,1,9,-0.9536809966304455,-0.300819807635668,47.5,47.5,47.5,37.5,47.5,False,True,False,False,False,False,True
2022-09-13,60.0,256,1,9,-0.9536809966304455,-0.300819807635668,60.0,70.0,37.5,37.5,47.625,True,False,False,False,False,True,False
2022-09-13,40.0,256,1,9,-0.9536809966304455,-0.300819807635668,40.0,40.0,40.0,32.5,40.0,False,False,True,False,False,False,True
2022-09-13,50.0,256,1,9,-0.9536809966304455,-0.300819807635668,50.0,50.0,50.0,75.0,50.0,False,False,False,True,False,False,True
2022-09-14,60.0,257,2,9,-0.9587178169872964,-0.2843591872810036,60.0,70.0,37.5,37.5,48.375,True,False,False,False,False,True,False
2022-09-14,47.5,257,2,9,-0.9587178169872964,-0.2843591872810036,47.5,47.5,47.5,37.5,47.5,False,True,False,False,False,False,True
2022-09-14,40.0,257,2,9,-0.9587178169872964,-0.2843591872810036,40.0,40.0,40.0,32.5,40.0,False,False,True,False,False,False,True
2022-09-14,50.0,257,2,9,-0.9587178169872964,-0.2843591872810036,50.0,50.0,50.0,75.0,50.0,False,False,False,True,False,False,True
2022-09-14,40.0,257,2,9,-0.9587178169872964,-0.2843591872810036,40.0,40.0,40.0,40.0,40.0,False,False,False,False,True,False,True
2022-09-15,40.0,258,3,9,-0.9634705485641486,-0.26781430516217486,40.0,40.0,40.0,32.5,40.0,False,False,True,False,False,False,True
2022-09-15,60.0,258,3,9,-0.9634705485641486,-0.26781430516217486,60.0,70.0,37.5,37.5,49.125,True,False,False,False,False,True,False
2022-09-15,40.0,258,3,9,-0.9634705485641486,-0.26781430516217486,40.0,40.0,40.0,40.0,40.0,False,False,False,False,True,False,True
2022-09-15,47.5,258,3,9,-0.9634705485641486,-0.26781430516217486,47.5,47.5,47.5,37.5,47.5,False,True,False,False,False,False,True
2022-09-15,50.0,258,3,9,-0.9634705485641486,-0.26781430516217486,50.0,50.0,50.0,75.0,50.0,False,False,False,True,False,False,True
2022-09-16,40.0,259,4,9,-0.9679377830240642,-0.25119006388481957,40.0,40.0,40.0,47.5,40.0,False,False,True,False,False,False,True
2022-09-16,47.5,259,4,9,-0.9679377830240642,-0.25119006388481957,47.5,47.5,47.5,60.0,47.5,False,True,False,False,False,False,True
2022-09-16,62.5,259,4,9,-0.9679377830240642,-0.25119006388481957,60.0,70.0,37.5,37.5,49.958333333333336,True,False,False,False,False,True,False
2022-09-16,50.0,259,4,9,-0.9679377830240642,-0.25119006388481957,50.0,50.0,50.0,75.0,50.0,False,False,False,True,False,False,True
2022-09-16,40.0,259,4,9,-0.9679377830240642,-0.25119006388481957,40.0,40.0,40.0,40.0,40.0,False,False,False,False,True,False,True
2022-09-17,47.5,260,5,9,-0.9721181966290612,-0.23449138957041052,47.5,47.5,47.5,60.0,47.5,False,True,False,False,False,False,True
2022-09-17,62.5,260,5,9,-0.9721181966290612,-0.23449138957041052,62.5,68.75,37.5,37.5,50.791666666666664,True,False,False,False,False,True,False
2022-09-17,40.0,260,5,9,-0.9721181966290612,-0.23449138957041052,40.0,40.0,40.0,47.5,40.0,False,False,True,False,False,False,True
2022-09-17,50.0,260,5,9,-0.9721181966290612,-0.23449138957041052,50.0,50.0,50.0,75.0,50.0,False,False,False,True,False,False,True
