pubDate,avgPrice,day_of_year,day_of_week,month,doy_sin,doy_cos,avgPrice_lag_1,avgPrice_lag_7,avgPrice_lag_30,avgPrice_lag_365,avgPrice_MA_30,specInfo_鲜,prodPcat_海水鱼
2023-07-22,13.0,203,5,7,-0.3456123126707333,-0.9383773917408642,13.0,13.0,13.0,11.043478260869565,13.0,True,True
2023-07-23,13.0,204,6,7,-0.3617137307297674,-0.9322892131745134,13.0,13.0,13.0,11.060200668896321,13.0,True,True
2023-07-24,13.0,205,0,7,-0.37770796520396466,-0.9259247771938499,13.0,13.0,13.0,11.076923076923077,13.0,True,True
2023-07-25,13.0,206,1,7,-0.39359027665646645,-0.9192859697186105,13.0,13.0,13.0,11.093645484949832,13.0,True,True
2023-07-26,13.0,207,2,7,-0.4093559588156211,-0.9123747579707274,13.0,13.0,13.0,11.110367892976589,13.0,True,True
2023-07-27,13.0,208,3,7,-0.42500033996955394,-0.9051931898913975,13.0,13.0,13.0,11.127090301003344,13.0,True,True
2023-07-28,13.0,209,4,7,-0.4405187843504952,-0.8977433935342336,13.0,13.0,13.0,11.143812709030101,13.0,True,True
2023-07-29,13.0,210,5,7,-0.455906693508459,-0.8900275764346766,13.0,13.0,13.0,11.160535117056856,13.0,True,True
2023-07-30,13.0,211,6,7,-0.47115950767386394,-0.8820480249558535,13.0,13.0,13.0,11.177257525083611,13.0,True,True
2023-07-31,13.0,212,0,7,-0.4862727071086902,-0.8738071036110807,13.0,13.0,13.0,11.193979933110368,13.0,True,True
2023-08-01,13.0,213,1,8,-0.5012418134457756,-0.8653072543632061,13.0,13.0,13.0,11.210702341137123,13.0,True,True
2023-08-02,13.0,214,2,8,-0.5160623910158526,-0.8565509959010037,13.0,13.0,13.0,11.22742474916388,13.0,True,True
2023-08-03,13.0,215,3,8,-0.5307300481619331,-0.8475409228928312,13.0,13.0,13.0,11.244147157190636,13.0,True,True
2023-08-04,13.0,216,4,8,-0.5452404385406507,-0.8382797052177745,13.0,13.0,13.0,11.26086956521739,13.0,True,True
2023-08-05,13.0,217,5,8,-0.5595892624101763,-0.828770087174504,13.0,13.0,13.0,11.277591973244148,13.0,True,True
2023-08-06,13.0,218,6,8,-0.5737722679043243,-0.8190148866680802,13.0,13.0,13.0,11.294314381270903,13.0,True,True
2023-08-07,13.0,219,0,8,-0.5877852522924734,-0.8090169943749472,13.0,13.0,13.0,11.31103678929766,13.0,True,True
2023-08-08,13.0,220,1,8,-0.6016240632249227,-0.7987793728863648,13.0,13.0,13.0,11.327759197324415,13.0,True,True
2023-08-09,13.0,221,2,8,-0.6152845999633277,-0.7883050558305253,13.0,13.0,13.0,11.34448160535117,13.0,True,True
2023-08-10,13.0,222,3,8,-0.6287628145958345,-0.7775971469736268,13.0,13.0,13.0,11.361204013377925,13.0,True,True
2023-08-11,13.0,223,4,8,-0.6420547132365636,-0.7666588193001592,13.0,13.0,13.0,11.377926421404682,13.0,True,True
2023-08-12,13.0,224,5,8,-0.655156357209085,-0.7554933140726804,13.0,13.0,13.0,11.394648829431437,13.0,True,True
2023-08-13,13.0,225,6,8,-0.6680638642135333,-0.7441039398713608,13.0,13.0,13.0,11.411371237458194,13.0,True,True
2023-08-14,13.0,226,0,8,-0.6807734094770159,-0.7324940716135792,13.0,13.0,13.0,11.42809364548495,13.0,True,True
2023-08-15,13.0,227,1,8,-0.6932812268869771,-0.7206671495538615,13.0,13.0,13.0,11.444816053511705,13.0,True,True
2023-08-16,13.0,228,2,8,-0.7055836101071774,-0.70862667826446,13.0,13.0,13.0,11.461538461538462,13.0,True,True
2023-08-17,13.0,229,3,8,-0.7176769136759615,-0.6963762255968726,13.0,13.0,13.0,11.478260869565217,13.0,True,True
