pubDate,avgPrice,day_of_year,day_of_week,month,doy_sin,doy_cos,avgPrice_lag_1,avgPrice_lag_7,avgPrice_lag_30,avgPrice_lag_365,avgPrice_MA_30,specInfo_UNKNOWN,prodPcat_牛肉类
2022-09-26,50.0,269,0,9,-0.99665890175417,-0.08167639533042288,50.0,50.0,50.0,49.0,50.166666666666664,True,True
2022-09-27,55.0,270,1,9,-0.9979171608653922,-0.06450844944931625,50.0,50.0,50.0,49.0,50.333333333333336,True,True
2022-09-28,55.0,271,2,9,-0.9988797155850335,-0.04732138832243232,55.0,50.0,50.0,49.0,50.5,True,True
2022-09-29,55.0,272,3,9,-0.9995462806873573,-0.03012030484690836,55.0,50.0,50.0,49.0,50.666666666666664,True,True
2022-09-30,60.0,273,4,9,-0.9999166586547379,-0.012910296075008843,55.0,50.0,50.0,49.0,51.0,True,True
2022-10-01,60.0,274,5,10,-0.9999907397361901,0.004303538296243821,60.0,50.0,50.0,49.0,51.333333333333336,True,True
2022-10-02,60.0,275,6,10,-0.9997685019798909,0.021516097436222233,60.0,50.0,50.0,49.0,51.666666666666664,True,True
2022-10-03,55.0,276,0,10,-0.9992500112396835,0.03872228089217399,60.0,50.0,50.0,49.0,51.833333333333336,True,True
2022-10-04,55.0,277,1,10,-0.9984354211555643,0.05591699010060302,55.0,55.0,50.0,49.0,52.0,True,True
2022-10-05,50.0,278,2,10,-0.9973249731081555,0.07309512989807776,55.0,55.0,50.0,49.0,52.0,True,True
2022-10-06,50.0,279,3,10,-0.9959189961471792,0.0902516100310407,50.0,55.0,50.0,49.0,52.0,True,True
2022-10-07,50.0,280,4,10,-0.994217906893952,0.10738134666416306,50.0,60.0,50.0,49.0,52.0,True,True
2022-10-08,50.0,281,5,10,-0.9922222094179324,0.12447926388678869,50.0,60.0,50.0,49.0,52.0,True,True
2022-10-09,50.0,282,6,10,-0.989932495087353,0.141540295217043,50.0,60.0,52.5,49.0,51.916666666666664,True,True
2022-10-10,50.0,283,0,10,-0.9873494423939864,0.15855938510313475,50.0,55.0,52.5,49.0,51.833333333333336,True,True
