pubDate,avgPrice,day_of_year,day_of_week,month,doy_sin,doy_cos,avgPrice_lag_1,avgPrice_lag_7,avgPrice_lag_30,avgPrice_lag_365,avgPrice_MA_30,specInfo_活（大）,specInfo_活（中）,specInfo_活（小）,prodPcat_贝壳类,prodPcat_其他类
2022-08-11,40.0,223,3,8,-0.6420547132365636,-0.7666588193001592,40.0,36.0,35.0,35.0,36.4,True,False,False,True,False
2022-08-11,35.0,223,3,8,-0.6420547132365636,-0.7666588193001592,35.0,35.0,35.0,32.5,35.0,True,False,False,False,True
2022-08-11,27.5,223,3,8,-0.6420547132365636,-0.7666588193001592,30.0,24.0,24.0,24.0,24.716666666666665,False,True,False,True,False
2022-08-11,24.0,223,3,8,-0.6420547132365636,-0.7666588193001592,24.0,24.0,24.0,23.0,24.0,False,True,False,False,True
2022-08-11,20.0,223,3,8,-0.6420547132365636,-0.7666588193001592,20.0,20.0,20.0,17.0,20.0,False,False,True,False,True
2022-08-11,20.0,223,3,8,-0.6420547132365636,-0.7666588193001592,22.5,21.0,20.0,20.0,20.983333333333334,False,False,True,True,False
2022-08-12,40.0,224,4,8,-0.655156357209085,-0.7554933140726804,40.0,36.0,35.0,35.0,36.56666666666667,True,False,False,True,False
2022-08-12,35.0,224,4,8,-0.655156357209085,-0.7554933140726804,35.0,35.0,35.0,32.5,35.0,True,False,False,False,True
2022-08-12,20.0,224,4,8,-0.655156357209085,-0.7554933140726804,20.0,20.0,20.0,17.0,20.0,False,False,True,False,True
2022-08-12,24.0,224,4,8,-0.655156357209085,-0.7554933140726804,24.0,24.0,24.0,23.0,24.0,False,True,False,False,True
2022-08-12,20.0,224,4,8,-0.655156357209085,-0.7554933140726804,20.0,21.0,20.0,20.0,20.983333333333334,False,False,True,True,False
2022-08-12,27.5,224,4,8,-0.655156357209085,-0.7554933140726804,27.5,24.0,24.0,24.0,24.833333333333332,False,True,False,True,False
2022-08-13,20.0,225,5,8,-0.6680638642135333,-0.7441039398713608,20.0,21.0,20.0,20.0,20.983333333333334,False,False,True,True,False
2022-08-13,20.0,225,5,8,-0.6680638642135333,-0.7441039398713608,20.0,20.0,20.0,17.0,20.0,False,False,True,False,True
2022-08-13,35.0,225,5,8,-0.6680638642135333,-0.7441039398713608,35.0,35.0,35.0,32.5,35.0,True,False,False,False,True
2022-08-13,24.0,225,5,8,-0.6680638642135333,-0.7441039398713608,24.0,24.0,24.0,23.0,24.0,False,True,False,False,True
2022-08-13,40.0,225,5,8,-0.6680638642135333,-0.7441039398713608,40.0,36.0,35.0,35.0,36.733333333333334,True,False,False,True,False
2022-08-13,27.5,225,5,8,-0.6680638642135333,-0.7441039398713608,27.5,24.0,24.0,24.0,24.95,False,True,False,True,False
2022-08-14,20.0,226,6,8,-0.6807734094770159,-0.7324940716135792,20.0,20.0,20.0,17.0,20.0,False,False,True,False,True
2022-08-14,24.0,226,6,8,-0.6807734094770159,-0.7324940716135792,24.0,24.0,24.0,23.0,24.0,False,True,False,False,True
2022-08-14,20.0,226,6,8,-0.6807734094770159,-0.7324940716135792,20.0,21.0,20.0,20.0,20.983333333333334,False,False,True,True,False
2022-08-14,27.5,226,6,8,-0.6807734094770159,-0.7324940716135792,27.5,24.0,24.0,24.0,25.066666666666666,False,True,False,True,False
2022-08-14,40.0,226,6,8,-0.6807734094770159,-0.7324940716135792,40.0,36.0,35.0,35.0,36.9,True,False,False,True,False
2022-08-14,35.0,226,6,8,-0.6807734094770159,-0.7324940716135792,35.0,35.0,35.0,32.5,35.0,True,False,False,False,True
2022-08-15,27.5,227,0,8,-0.6932812268869771,-0.7206671495538615,27.5,30.0,24.0,24.0,25.183333333333334,False,True,False,True,False
2022-08-15,20.0,227,0,8,-0.6932812268869771,-0.7206671495538615,20.0,22.5,20.0,20.0,20.983333333333334,False,False,True,True,False
2022-08-15,20.0,227,0,8,-0.6932812268869771,-0.7206671495538615,20.0,20.0,20.0,17.0,20.0,False,False,True,False,True
2022-08-15,35.0,227,0,8,-0.6932812268869771,-0.7206671495538615,35.0,35.0,35.0,32.5,35.0,True,False,False,False,True
2022-08-15,24.0,227,0,8,-0.6932812268869771,-0.7206671495538615,24.0,24.0,24.0,23.0,24.0,False,True,False,False,True
2022-08-15,40.0,227,0,8,-0.6932812268869771,-0.7206671495538615,40.0,40.0,35.0,35.0,37.06666666666667,True,False,False,True,False
2022-08-16,26.5,228,1,8,-0.7055836101071774,-0.70862667826446,27.5,30.0,24.0,24.0,25.266666666666666,False,True,False,True,False
2022-08-16,19.5,228,1,8,-0.7055836101071774,-0.70862667826446,20.0,22.5,21.0,20.0,20.933333333333334,False,False,True,True,False
2022-08-16,40.0,228,1,8,-0.7055836101071774,-0.70862667826446,40.0,40.0,36.0,35.0,37.2,True,False,False,True,False
2022-08-16,20.0,228,1,8,-0.7055836101071774,-0.70862667826446,20.0,20.0,20.0,17.0,20.0,False,False,True,False,True
2022-08-16,35.0,228,1,8,-0.7055836101071774,-0.70862667826446,35.0,35.0,35.0,32.5,35.0,True,False,False,False,True
2022-08-16,24.0,228,1,8,-0.7055836101071774,-0.70862667826446,24.0,24.0,24.0,23.0,24.0,False,True,False,False,True
2022-08-17,19.5,229,2,8,-0.7176769136759615,-0.6963762255968726,19.5,22.5,21.0,20.0,20.883333333333333,False,False,True,True,False
2022-08-17,20.0,229,2,8,-0.7176769136759615,-0.6963762255968726,20.0,20.0,20.0,17.0,20.0,False,False,True,False,True
2022-08-17,26.5,229,2,8,-0.7176769136759615,-0.6963762255968726,26.5,30.0,24.0,24.0,25.35,False,True,False,True,False
2022-08-17,40.0,229,2,8,-0.7176769136759615,-0.6963762255968726,40.0,40.0,36.0,35.0,37.333333333333336,True,False,False,True,False
2022-08-17,24.0,229,2,8,-0.7176769136759615,-0.6963762255968726,24.0,24.0,24.0,23.0,24.0,False,True,False,False,True
2022-08-17,35.0,229,2,8,-0.7176769136759615,-0.6963762255968726,35.0,35.0,35.0,32.5,35.0,True,False,False,False,True
2022-08-18,24.0,230,3,8,-0.7295575540864876,-0.6839194216246105,24.0,24.0,24.0,23.0,24.0,False,True,False,False,True
2022-08-18,26.5,230,3,8,-0.7295575540864876,-0.6839194216246105,26.5,27.5,24.0,24.0,25.433333333333334,False,True,False,True,False
2022-08-18,19.5,230,3,8,-0.7295575540864876,-0.6839194216246105,19.5,20.0,21.0,20.0,20.833333333333332,False,False,True,True,False
2022-08-18,20.0,230,3,8,-0.7295575540864876,-0.6839194216246105,20.0,20.0,20.0,17.0,20.0,False,False,True,False,True
2022-08-18,40.0,230,3,8,-0.7295575540864876,-0.6839194216246105,40.0,40.0,36.0,35.0,37.46666666666667,True,False,False,True,False
2022-08-18,35.0,230,3,8,-0.7295575540864876,-0.6839194216246105,35.0,35.0,35.0,32.5,35.0,True,False,False,False,True
2022-08-19,35.0,231,4,8,-0.7412220108485957,-0.6712599575675315,35.0,35.0,35.0,32.5,35.0,True,False,False,False,True
2022-08-19,24.0,231,4,8,-0.7412220108485957,-0.6712599575675315,24.0,24.0,24.0,23.0,24.0,False,True,False,False,True
2022-08-19,20.0,231,4,8,-0.7412220108485957,-0.6712599575675315,20.0,20.0,20.0,17.0,20.0,False,False,True,False,True
2022-08-19,19.5,231,4,8,-0.7412220108485957,-0.6712599575675315,19.5,20.0,21.0,20.0,20.783333333333335,False,False,True,True,False
2022-08-19,26.5,231,4,8,-0.7412220108485957,-0.6712599575675315,26.5,27.5,24.0,24.0,25.516666666666666,False,True,False,True,False
2022-08-19,40.0,231,4,8,-0.7412220108485957,-0.6712599575675315,40.0,40.0,36.0,35.0,37.6,True,False,False,True,False
2022-08-20,35.0,232,5,8,-0.7526668275320083,-0.6584015846980489,35.0,35.0,35.0,32.5,35.0,True,False,False,False,True
2022-08-20,20.0,232,5,8,-0.7526668275320083,-0.6584015846980489,20.0,20.0,20.0,17.0,20.0,False,False,True,False,True
2022-08-20,26.5,232,5,8,-0.7526668275320083,-0.6584015846980489,26.5,27.5,24.0,24.0,25.6,False,True,False,True,False
2022-08-20,19.5,232,5,8,-0.7526668275320083,-0.6584015846980489,19.5,20.0,21.0,20.0,20.733333333333334,False,False,True,True,False
2022-08-20,24.0,232,5,8,-0.7526668275320083,-0.6584015846980489,24.0,24.0,24.0,23.0,24.0,False,True,False,False,True
2022-08-20,40.0,232,5,8,-0.7526668275320083,-0.6584015846980489,40.0,40.0,36.0,35.0,37.733333333333334,True,False,False,True,False
2022-08-21,40.0,233,6,8,-0.7638886127905429,-0.64534811322955,40.0,40.0,36.0,35.0,37.86666666666667,True,False,False,True,False
2022-08-21,35.0,233,6,8,-0.7638886127905429,-0.64534811322955,35.0,35.0,35.0,32.5,35.0,True,False,False,False,True
2022-08-21,20.0,233,6,8,-0.7638886127905429,-0.64534811322955,20.0,20.0,20.0,17.0,20.0,False,False,True,False,True
2022-08-21,19.5,233,6,8,-0.7638886127905429,-0.64534811322955,19.5,20.0,21.0,20.0,20.683333333333334,False,False,True,True,False
2022-08-21,26.5,233,6,8,-0.7638886127905429,-0.64534811322955,26.5,27.5,24.0,24.0,25.683333333333334,False,True,False,True,False
2022-08-21,24.0,233,6,8,-0.7638886127905429,-0.64534811322955,24.0,24.0,24.0,23.0,24.0,False,True,False,False,True
2022-08-22,35.0,234,0,8,-0.7748840413670406,-0.6321034111873488,35.0,35.0,35.0,32.5,35.0,True,False,False,False,True
2022-08-22,20.0,234,0,8,-0.7748840413670406,-0.6321034111873488,20.0,20.0,20.0,17.0,20.0,False,False,True,False,True
2022-08-22,19.5,234,0,8,-0.7748840413670406,-0.6321034111873488,19.5,20.0,21.0,20.0,20.633333333333333,False,False,True,True,False
2022-08-22,26.5,234,0,8,-0.7748840413670406,-0.6321034111873488,26.5,27.5,24.0,24.0,25.766666666666666,False,True,False,True,False
2022-08-22,40.0,234,0,8,-0.7748840413670406,-0.6321034111873488,40.0,40.0,36.0,35.0,38.0,True,False,False,True,False
2022-08-22,24.0,234,0,8,-0.7748840413670406,-0.6321034111873488,24.0,24.0,24.0,23.0,24.0,False,True,False,False,True
2022-08-23,35.0,235,1,8,-0.7856498550787144,-0.6186714032625032,35.0,35.0,35.0,32.5,35.0,True,False,False,False,True
2022-08-23,26.5,235,1,8,-0.7856498550787144,-0.6186714032625032,26.5,26.5,24.0,24.0,25.85,False,True,False,True,False
2022-08-23,24.0,235,1,8,-0.7856498550787144,-0.6186714032625032,24.0,24.0,24.0,23.0,24.0,False,True,False,False,True
2022-08-23,19.5,235,1,8,-0.7856498550787144,-0.6186714032625032,19.5,19.5,21.0,20.0,20.583333333333332,False,False,True,True,False
2022-08-23,20.0,235,1,8,-0.7856498550787144,-0.6186714032625032,20.0,20.0,20.0,17.0,20.0,False,False,True,False,True
2022-08-23,40.0,235,1,8,-0.7856498550787144,-0.6186714032625032,40.0,40.0,36.0,35.0,38.13333333333333,True,False,False,True,False
2022-08-24,24.0,236,2,8,-0.7961828637826154,-0.6050560696488494,24.0,24.0,24.0,23.0,24.0,False,True,False,False,True
2022-08-24,20.0,236,2,8,-0.7961828637826154,-0.6050560696488494,20.0,20.0,20.0,17.0,20.0,False,False,True,False,True
2022-08-24,40.0,236,2,8,-0.7961828637826154,-0.6050560696488494,40.0,40.0,36.0,35.0,38.266666666666666,True,False,False,True,False
2022-08-24,26.5,236,2,8,-0.7961828637826154,-0.6050560696488494,26.5,26.5,24.0,24.0,25.933333333333334,False,True,False,True,False
2022-08-24,19.5,236,2,8,-0.7961828637826154,-0.6050560696488494,19.5,19.5,21.0,20.0,20.533333333333335,False,False,True,True,False
2022-08-24,35.0,236,2,8,-0.7961828637826154,-0.6050560696488494,35.0,35.0,35.0,32.5,35.0,True,False,False,False,True
2022-08-25,40.0,237,3,8,-0.8064799463209447,-0.5912614448635782,40.0,40.0,36.0,35.0,38.4,True,False,False,True,False
2022-08-25,35.0,237,3,8,-0.8064799463209447,-0.5912614448635782,35.0,35.0,35.0,32.5,35.0,True,False,False,False,True
2022-08-25,26.5,237,3,8,-0.8064799463209447,-0.5912614448635782,26.5,26.5,24.0,24.0,26.016666666666666,False,True,False,True,False
2022-08-25,20.0,237,3,8,-0.8064799463209447,-0.5912614448635782,20.0,20.0,20.0,17.0,20.0,False,False,True,False,True
2022-08-25,24.0,237,3,8,-0.8064799463209447,-0.5912614448635782,24.0,24.0,24.0,23.0,24.0,False,True,False,False,True
2022-08-25,19.5,237,3,8,-0.8064799463209447,-0.5912614448635782,19.5,19.5,21.0,20.0,20.483333333333334,False,False,True,True,False
2022-08-26,24.0,238,4,8,-0.8165380514459157,-0.5772916165517278,24.0,24.0,24.0,23.0,24.0,False,True,False,False,True
2022-08-26,20.0,238,4,8,-0.8165380514459157,-0.5772916165517278,20.0,20.0,20.0,16.0,20.0,False,False,True,False,True
2022-08-26,26.5,238,4,8,-0.8165380514459157,-0.5772916165517278,26.5,26.5,24.0,24.0,26.1,False,True,False,True,False
2022-08-26,40.0,238,4,8,-0.8165380514459157,-0.5772916165517278,40.0,40.0,36.0,35.0,38.53333333333333,True,False,False,True,False
2022-08-26,19.5,238,4,8,-0.8165380514459157,-0.5772916165517278,19.5,19.5,21.0,20.0,20.433333333333334,False,False,True,True,False
2022-08-26,35.0,238,4,8,-0.8165380514459157,-0.5772916165517278,35.0,35.0,35.0,32.5,35.0,True,False,False,False,True
2022-08-27,20.0,239,5,8,-0.8263541987239094,-0.5631507242749187,20.0,20.0,20.0,16.0,20.0,False,False,True,False,True
2022-08-27,19.25,239,5,8,-0.8263541987239094,-0.5631507242749187,19.5,19.5,21.0,20.0,20.375,False,False,True,True,False
2022-08-27,35.0,239,5,8,-0.8263541987239094,-0.5631507242749187,35.0,35.0,35.0,32.5,35.0,True,False,False,False,True
2022-08-27,25.25,239,5,8,-0.8263541987239094,-0.5631507242749187,26.5,26.5,24.0,24.0,26.141666666666666,False,True,False,True,False
2022-08-27,24.0,239,5,8,-0.8263541987239094,-0.5631507242749187,24.0,24.0,24.0,23.0,24.0,False,True,False,False,True
2022-08-27,38.75,239,5,8,-0.8263541987239094,-0.5631507242749187,40.0,40.0,36.0,35.0,38.625,True,False,False,True,False
2022-08-28,24.0,240,6,8,-0.8359254794186365,-0.5488429582847199,25.25,26.5,24.0,24.0,26.141666666666666,False,True,False,True,False
2022-08-28,19.0,240,6,8,-0.8359254794186365,-0.5488429582847199,19.25,19.5,21.0,20.0,20.308333333333334,False,False,True,True,False
2022-08-28,35.0,240,6,8,-0.8359254794186365,-0.5488429582847199,35.0,35.0,35.0,32.5,35.0,True,False,False,False,True
2022-08-28,20.0,240,6,8,-0.8359254794186365,-0.5488429582847199,20.0,20.0,20.0,16.0,20.0,False,False,True,False,True
2022-08-28,24.0,240,6,8,-0.8359254794186365,-0.5488429582847199,24.0,24.0,24.0,23.0,24.0,False,True,False,False,True
2022-08-28,37.5,240,6,8,-0.8359254794186365,-0.5488429582847199,38.75,40.0,36.0,35.0,38.675,True,False,False,True,False
2022-08-29,37.5,241,0,8,-0.8452490573530634,-0.5343725582809785,37.5,40.0,36.0,35.0,38.725,True,False,False,True,False
2022-08-29,20.0,241,0,8,-0.8452490573530634,-0.5343725582809785,20.0,20.0,20.0,16.0,20.0,False,False,True,False,True
2022-08-29,24.0,241,0,8,-0.8452490573530634,-0.5343725582809785,24.0,24.0,24.0,23.0,24.0,False,True,False,False,True
2022-08-29,19.0,241,0,8,-0.8452490573530634,-0.5343725582809785,19.0,19.5,21.0,20.0,20.241666666666667,False,False,True,True,False
2022-08-29,24.0,241,0,8,-0.8452490573530634,-0.5343725582809785,24.0,26.5,24.0,24.0,26.141666666666666,False,True,False,True,False
2022-08-29,35.0,241,0,8,-0.8452490573530634,-0.5343725582809785,35.0,35.0,35.0,32.5,35.0,True,False,False,False,True
2022-08-30,20.0,242,1,8,-0.8543221697498269,-0.5197438121555157,20.0,20.0,20.0,15.5,20.0,False,False,True,False,True
2022-08-30,37.5,242,1,8,-0.8543221697498269,-0.5197438121555157,37.5,40.0,36.0,35.0,38.775,True,False,False,True,False
2022-08-30,24.0,242,1,8,-0.8543221697498269,-0.5197438121555157,24.0,24.0,24.0,21.0,24.0,False,True,False,False,True
2022-08-30,24.0,242,1,8,-0.8543221697498269,-0.5197438121555157,24.0,26.5,24.0,24.0,26.141666666666666,False,True,False,True,False
2022-08-30,35.0,242,1,8,-0.8543221697498269,-0.5197438121555157,35.0,35.0,35.0,32.5,35.0,True,False,False,False,True
2022-08-30,19.0,242,1,8,-0.8543221697498269,-0.5197438121555157,19.0,19.5,21.0,20.0,20.175,False,False,True,True,False
2022-08-31,19.0,243,2,8,-0.8631421280499115,-0.5049610547215202,19.0,19.5,21.0,20.0,20.108333333333334,False,False,True,True,False
2022-08-31,24.0,243,2,8,-0.8631421280499115,-0.5049610547215202,24.0,24.0,24.0,21.0,24.0,False,True,False,False,True
2022-08-31,20.0,243,2,8,-0.8631421280499115,-0.5049610547215202,20.0,20.0,20.0,15.0,20.0,False,False,True,False,True
2022-08-31,35.0,243,2,8,-0.8631421280499115,-0.5049610547215202,35.0,35.0,35.0,32.5,35.0,True,False,False,False,True
2022-08-31,37.5,243,2,8,-0.8631421280499115,-0.5049610547215202,37.5,40.0,36.0,35.0,38.825,True,False,False,True,False
2022-08-31,24.0,243,2,8,-0.8631421280499115,-0.5049610547215202,24.0,26.5,24.0,24.0,26.141666666666666,False,True,False,True,False
2022-09-01,20.0,244,3,9,-0.8717063187093217,-0.4900286664290594,20.0,20.0,20.0,15.0,20.0,False,False,True,False,True
2022-09-01,19.0,244,3,9,-0.8717063187093217,-0.4900286664290594,19.0,19.5,21.0,20.0,20.041666666666668,False,False,True,True,False
2022-09-01,37.5,244,3,9,-0.8717063187093217,-0.4900286664290594,37.5,40.0,36.0,35.0,38.875,True,False,False,True,False
2022-09-01,24.0,244,3,9,-0.8717063187093217,-0.4900286664290594,24.0,26.5,24.0,24.0,26.141666666666666,False,True,False,True,False
2022-09-01,24.0,244,3,9,-0.8717063187093217,-0.4900286664290594,24.0,24.0,24.0,21.0,24.0,False,True,False,False,True
2022-09-01,35.0,244,3,9,-0.8717063187093217,-0.4900286664290594,35.0,35.0,35.0,32.5,35.0,True,False,False,False,True
2022-09-02,37.5,245,4,9,-0.8800122039735356,-0.4749510720670502,37.5,40.0,36.0,35.0,38.925,True,False,False,True,False
2022-09-02,20.0,245,4,9,-0.8800122039735356,-0.4749510720670502,20.0,20.0,20.0,15.0,20.0,False,False,True,False,True
2022-09-02,19.0,245,4,9,-0.8800122039735356,-0.4749510720670502,19.0,19.5,21.0,20.0,19.975,False,False,True,True,False
2022-09-02,35.0,245,4,9,-0.8800122039735356,-0.4749510720670502,35.0,35.0,35.0,32.5,35.0,True,False,False,False,True
2022-09-02,24.0,245,4,9,-0.8800122039735356,-0.4749510720670502,24.0,24.0,24.0,21.0,24.0,False,True,False,False,True
2022-09-02,24.0,245,4,9,-0.8800122039735356,-0.4749510720670502,24.0,26.5,24.0,24.0,26.141666666666666,False,True,False,True,False
2022-09-03,20.0,246,5,9,-0.888057322629493,-0.4597327394521046,20.0,20.0,20.0,15.0,20.0,False,False,True,False,True
2022-09-03,24.0,246,5,9,-0.888057322629493,-0.4597327394521046,24.0,25.25,24.0,24.0,26.141666666666666,False,True,False,True,False
2022-09-03,19.0,246,5,9,-0.888057322629493,-0.4597327394521046,19.0,19.25,21.0,20.0,19.908333333333335,False,False,True,True,False
2022-09-03,24.0,246,5,9,-0.888057322629493,-0.4597327394521046,24.0,24.0,24.0,21.0,24.0,False,True,False,False,True
2022-09-03,35.0,246,5,9,-0.888057322629493,-0.4597327394521046,35.0,35.0,35.0,32.5,35.0,True,False,False,False,True
2022-09-03,37.5,246,5,9,-0.888057322629493,-0.4597327394521046,37.5,38.75,36.0,35.0,38.975,True,False,False,True,False
2022-09-04,20.0,247,6,9,-0.8958392907349089,-0.4443781781046134,20.0,20.0,20.0,15.0,20.0,False,False,True,False,True
2022-09-04,19.0,247,6,9,-0.8958392907349089,-0.4443781781046134,19.0,19.0,21.0,20.0,19.841666666666665,False,False,True,True,False
2022-09-04,24.0,247,6,9,-0.8958392907349089,-0.4443781781046134,24.0,24.0,24.0,21.0,24.0,False,True,False,False,True
2022-09-04,37.5,247,6,9,-0.8958392907349089,-0.4443781781046134,37.5,37.5,36.0,35.0,39.025,True,False,False,True,False
2022-09-04,24.0,247,6,9,-0.8958392907349089,-0.4443781781046134,24.0,24.0,24.0,24.0,26.141666666666666,False,True,False,True,False
2022-09-04,35.0,247,6,9,-0.8958392907349089,-0.4443781781046134,35.0,35.0,35.0,32.5,35.0,True,False,False,False,True
2022-09-05,24.0,248,0,9,-0.9033558023246842,-0.4288919379124841,24.0,24.0,24.0,24.0,26.141666666666666,False,True,False,True,False
2022-09-05,20.0,248,0,9,-0.9033558023246842,-0.4288919379124841,20.0,20.0,20.0,15.0,20.0,False,False,True,False,True
2022-09-05,35.0,248,0,9,-0.9033558023246842,-0.4288919379124841,35.0,35.0,35.0,32.5,35.0,True,False,False,False,True
2022-09-05,37.5,248,0,9,-0.9033558023246842,-0.4288919379124841,37.5,37.5,36.0,35.0,39.075,True,False,False,True,False
2022-09-05,19.0,248,0,9,-0.9033558023246842,-0.4288919379124841,19.0,19.0,21.0,20.0,19.775,False,False,True,True,False
2022-09-05,24.0,248,0,9,-0.9033558023246842,-0.4288919379124841,24.0,24.0,24.0,21.0,24.0,False,True,False,False,True
2022-09-06,37.5,249,1,9,-0.9106046300942162,-0.41327860778290443,37.5,37.5,36.0,35.0,39.125,True,False,False,True,False
2022-09-06,35.0,249,1,9,-0.9106046300942162,-0.41327860778290443,35.0,35.0,35.0,32.5,35.0,True,False,False,False,True
2022-09-06,19.0,249,1,9,-0.9106046300942162,-0.41327860778290443,19.0,19.0,21.0,20.0,19.708333333333332,False,False,True,True,False
2022-09-06,24.0,249,1,9,-0.9106046300942162,-0.41327860778290443,24.0,24.0,24.0,21.0,24.0,False,True,False,False,True
2022-09-06,24.0,249,1,9,-0.9106046300942162,-0.41327860778290443,24.0,24.0,24.0,24.0,26.141666666666666,False,True,False,True,False
2022-09-06,20.0,249,1,9,-0.9106046300942162,-0.41327860778290443,20.0,20.0,20.0,15.0,20.0,False,False,True,False,True
2022-09-07,24.0,250,2,9,-0.9175836260593934,-0.3975428142825566,24.0,24.0,24.0,21.0,24.0,False,True,False,False,True
2022-09-07,24.0,250,2,9,-0.9175836260593934,-0.3975428142825566,24.0,24.0,30.0,24.0,25.941666666666666,False,True,False,True,False
2022-09-07,20.0,250,2,9,-0.9175836260593934,-0.3975428142825566,20.0,20.0,20.0,15.0,20.0,False,False,True,False,True
2022-09-07,37.5,250,2,9,-0.9175836260593934,-0.3975428142825566,37.5,37.5,40.0,35.0,39.041666666666664,True,False,False,True,False
2022-09-07,19.0,250,2,9,-0.9175836260593934,-0.3975428142825566,19.0,19.0,22.5,20.0,19.591666666666665,False,False,True,True,False
2022-09-07,35.0,250,2,9,-0.9175836260593934,-0.3975428142825566,35.0,35.0,35.0,32.5,35.0,True,False,False,False,True
2022-09-08,20.0,251,3,9,-0.9242907221930934,-0.3816892202666586,20.0,20.0,20.0,15.0,20.0,False,False,True,False,True
2022-09-08,24.0,251,3,9,-0.9242907221930934,-0.3816892202666586,24.0,24.0,24.0,21.0,24.0,False,True,False,False,True
2022-09-08,35.0,251,3,9,-0.9242907221930934,-0.3816892202666586,35.0,35.0,35.0,32.5,35.0,True,False,False,False,True
2022-09-08,19.0,251,3,9,-0.9242907221930934,-0.3816892202666586,19.0,19.0,22.5,20.0,19.475,False,False,True,True,False
2022-09-08,24.0,251,3,9,-0.9242907221930934,-0.3816892202666586,24.0,24.0,30.0,24.0,25.741666666666667,False,True,False,True,False
2022-09-08,37.5,251,3,9,-0.9242907221930934,-0.3816892202666586,37.5,37.5,40.0,35.0,38.958333333333336,True,False,False,True,False
2022-09-09,35.0,252,4,9,-0.9307239310379793,-0.3657225234972692,35.0,35.0,35.0,32.5,35.0,True,False,False,False,True
2022-09-09,20.0,252,4,9,-0.9307239310379793,-0.3657225234972692,20.0,20.0,20.0,15.0,20.0,False,False,True,False,True
2022-09-09,37.5,252,4,9,-0.9307239310379793,-0.3657225234972692,37.5,37.5,40.0,35.0,38.875,True,False,False,True,False
2022-09-09,24.0,252,4,9,-0.9307239310379793,-0.3657225234972692,24.0,24.0,30.0,24.0,25.541666666666668,False,True,False,True,False
2022-09-09,24.0,252,4,9,-0.9307239310379793,-0.3657225234972692,24.0,24.0,24.0,21.0,24.0,False,True,False,False,True
2022-09-09,19.0,252,4,9,-0.9307239310379793,-0.3657225234972692,19.0,19.0,22.5,20.0,19.358333333333334,False,False,True,True,False
2022-09-10,35.0,253,5,9,-0.9368813462954315,-0.34964745525122826,35.0,35.0,35.0,32.5,35.0,True,False,False,False,True
2022-09-10,37.5,253,5,9,-0.9368813462954315,-0.34964745525122826,37.5,37.5,40.0,35.0,38.791666666666664,True,False,False,True,False
2022-09-10,19.0,253,5,9,-0.9368813462954315,-0.34964745525122826,19.0,19.0,20.0,20.0,19.325,False,False,True,True,False
2022-09-10,20.0,253,5,9,-0.9368813462954315,-0.34964745525122826,20.0,20.0,20.0,15.0,20.0,False,False,True,False,True
2022-09-10,24.0,253,5,9,-0.9368813462954315,-0.34964745525122826,24.0,24.0,27.5,24.0,25.425,False,True,False,True,False
2022-09-10,24.0,253,5,9,-0.9368813462954315,-0.34964745525122826,24.0,24.0,24.0,21.0,24.0,False,True,False,False,True
2022-09-11,35.0,254,6,9,-0.9427611433904206,-0.33346877891818705,35.0,35.0,35.0,32.5,35.0,True,False,False,False,True
2022-09-11,37.5,254,6,9,-0.9427611433904206,-0.33346877891818705,37.5,37.5,40.0,35.0,38.708333333333336,True,False,False,True,False
2022-09-11,24.0,254,6,9,-0.9427611433904206,-0.33346877891818705,24.0,24.0,27.5,24.0,25.308333333333334,False,True,False,True,False
2022-09-11,19.0,254,6,9,-0.9427611433904206,-0.33346877891818705,19.0,19.0,20.0,20.0,19.291666666666668,False,False,True,True,False
2022-09-11,24.0,254,6,9,-0.9427611433904206,-0.33346877891818705,24.0,24.0,24.0,21.0,24.0,False,True,False,False,True
2022-09-11,20.0,254,6,9,-0.9427611433904206,-0.33346877891818705,20.0,20.0,20.0,15.0,20.0,False,False,True,False,True
2022-09-12,37.5,255,0,9,-0.9483615800121716,-0.31719128858910595,37.5,37.5,40.0,35.0,38.625,True,False,False,True,False
2022-09-12,35.0,255,0,9,-0.9483615800121716,-0.31719128858910595,35.0,35.0,35.0,32.5,35.0,True,False,False,False,True
2022-09-12,24.0,255,0,9,-0.9483615800121716,-0.31719128858910595,24.0,24.0,24.0,21.0,24.0,False,True,False,False,True
2022-09-12,19.0,255,0,9,-0.9483615800121716,-0.31719128858910595,19.0,19.0,20.0,20.0,19.258333333333333,False,False,True,True,False
2022-09-12,24.0,255,0,9,-0.9483615800121716,-0.31719128858910595,24.0,24.0,27.5,24.0,25.191666666666666,False,True,False,True,False
2022-09-12,20.0,255,0,9,-0.9483615800121716,-0.31719128858910595,20.0,20.0,20.0,15.0,20.0,False,False,True,False,True
2022-09-13,20.0,256,1,9,-0.9536809966304455,-0.300819807635668,20.0,20.0,20.0,15.0,20.0,False,False,True,False,True
2022-09-13,19.0,256,1,9,-0.9536809966304455,-0.300819807635668,19.0,19.0,20.0,20.0,19.225,False,False,True,True,False
2022-09-13,37.5,256,1,9,-0.9536809966304455,-0.300819807635668,37.5,37.5,40.0,35.0,38.541666666666664,True,False,False,True,False
2022-09-13,24.0,256,1,9,-0.9536809966304455,-0.300819807635668,24.0,24.0,27.5,24.0,25.075,False,True,False,True,False
2022-09-13,35.0,256,1,9,-0.9536809966304455,-0.300819807635668,35.0,35.0,35.0,32.5,35.0,True,False,False,False,True
