pubDate,avgPrice,day_of_year,day_of_week,month,doy_sin,doy_cos,avgPrice_lag_1,avgPrice_lag_7,avgPrice_lag_30,avgPrice_lag_365,avgPrice_MA_30,specInfo_UNKNOWN,specInfo_水磨,prodPcat_杂粮类
2023-02-21,3.35,52,1,2,0.7802958510707755,0.6254105729852463,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-02-21,3.2,52,1,2,0.7802958510707755,0.6254105729852463,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-02-22,3.35,53,2,2,0.7909456567567772,0.6118864012687243,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-02-22,3.2,53,2,2,0.7909456567567772,0.6118864012687243,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-02-23,3.2,54,3,2,0.8013610881746766,0.5981809144059165,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-02-23,3.35,54,3,2,0.8013610881746766,0.5981809144059165,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-02-24,3.35,55,4,2,0.8115390590073611,0.5842981736283684,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-02-24,3.2,55,4,2,0.8115390590073611,0.5842981736283684,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-02-25,3.2,56,5,2,0.8214765533024142,0.5702422926917871,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-02-25,3.35,56,5,2,0.8214765533024142,0.5702422926917871,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-02-26,3.2,57,6,2,0.8311706263658079,0.5560174366570446,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-02-26,3.35,57,6,2,0.8311706263658079,0.5560174366570446,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-02-27,3.35,58,0,2,0.8406184056344782,0.5416278206559814,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-02-27,3.2,58,0,2,0.8406184056344782,0.5416278206559814,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-02-28,3.2,59,1,2,0.8498170915275278,0.5270777086423722,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-02-28,3.35,59,1,2,0.8498170915275278,0.5270777086423722,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-03-01,3.35,60,2,3,0.8587639582758029,0.5123714121284237,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-03-01,3.2,60,2,3,0.8587639582758029,0.5123714121284237,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-03-02,3.2,61,3,3,0.8674563547295969,0.49751328890718066,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-03-02,3.35,61,3,3,0.8674563547295969,0.49751328890718066,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-03-03,3.35,62,4,3,0.8758917051442429,0.48250774176121847,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-03-03,3.2,62,4,3,0.8758917051442429,0.48250774176121847,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-03-04,3.35,63,5,3,0.8840675099433636,0.4673592171580022,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-03-04,3.2,63,5,3,0.8840675099433636,0.4673592171580022,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-03-05,3.35,64,6,3,0.8919813464595485,0.45207220393230435,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-03-05,3.2,64,6,3,0.8919813464595485,0.45207220393230435,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-03-06,3.2,65,0,3,0.8996308696522433,0.43665123195606403,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-03-06,3.35,65,0,3,0.8996308696522433,0.43665123195606403,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-03-07,3.2,66,1,3,0.9070138128026359,0.4211008707960896,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-03-07,3.35,66,1,3,0.9070138128026359,0.4211008707960896,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-03-08,3.35,67,2,3,0.9141279881853337,0.40542572835999735,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-03-08,3.2,67,2,3,0.9141279881853337,0.40542572835999735,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-03-09,3.35,68,3,3,0.9209712877166346,0.38963044953078796,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-03-09,3.2,68,3,3,0.9209712877166346,0.38963044953078796,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-03-10,3.35,69,4,3,0.9275416835791966,0.37371971479046906,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-03-10,3.2,69,4,3,0.9275416835791966,0.37371971479046906,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-03-11,3.35,70,5,3,0.9338372288229252,0.35769823883312546,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-03-11,3.2,70,5,3,0.9338372288229252,0.35769823883312546,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-03-12,3.2,71,6,3,0.9398560579418954,0.3415707691678556,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-03-12,3.35,71,6,3,0.9398560579418954,0.3415707691678556,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-03-13,3.2,72,0,3,0.9455963874271426,0.3253420847119801,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-03-13,3.35,72,0,3,0.9455963874271426,0.3253420847119801,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-03-14,3.35,73,1,3,0.9510565162951535,0.30901699437494745,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-03-14,3.2,73,1,3,0.9510565162951535,0.30901699437494745,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-03-15,3.2,74,2,3,0.9562348265919056,0.29260033563334836,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-03-15,3.35,74,2,3,0.9562348265919056,0.29260033563334836,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-03-16,3.35,75,3,3,0.9611297838723007,0.27609697309746883,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-03-16,3.2,75,3,3,0.9611297838723007,0.27609697309746883,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-03-17,3.2,76,4,3,0.9657399376548549,0.2595117970697999,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-03-17,3.35,76,4,3,0.9657399376548549,0.2595117970697999,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-03-18,3.35,77,5,3,0.9700639218515071,0.2428497220959356,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-03-18,3.2,77,5,3,0.9700639218515071,0.2428497220959356,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-03-19,3.35,78,6,3,0.9741004551724205,0.22611568550828828,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-03-19,3.2,78,6,3,0.9741004551724205,0.22611568550828828,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-03-20,3.2,79,0,3,0.9778483415056568,0.20931464596304847,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-03-20,3.35,79,0,3,0.9778483415056568,0.20931464596304847,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-03-21,3.35,80,1,3,0.9813064702716093,0.19245158197082998,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-03-21,3.2,80,1,3,0.9813064702716093,0.19245158197082998,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-03-22,3.2,81,2,3,0.9844738167520922,0.1755314904214282,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-03-22,3.35,81,2,3,0.9844738167520922,0.1755314904214282,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-03-23,3.2,82,3,3,0.9873494423939864,0.15855938510313475,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-03-23,3.35,82,3,3,0.9873494423939864,0.15855938510313475,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-03-24,3.2,83,4,3,0.989932495087353,0.141540295217043,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-03-24,3.35,83,4,3,0.989932495087353,0.141540295217043,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-03-25,3.2,84,5,3,0.9922222094179323,0.12447926388678915,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-03-25,3.35,84,5,3,0.9922222094179323,0.12447926388678915,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-03-26,3.2,85,6,3,0.994217906893952,0.10738134666416309,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-03-26,3.35,85,6,3,0.994217906893952,0.10738134666416309,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-03-27,3.2,86,0,3,0.995918996147179,0.09025161003104117,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-03-27,3.35,86,0,3,0.995918996147179,0.09025161003104117,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-03-28,3.2,87,1,3,0.9973249731081555,0.07309512989807777,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-03-28,3.35,87,1,3,0.9973249731081555,0.07309512989807777,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-03-29,3.35,88,2,3,0.9984354211555643,0.055916990100603484,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-03-29,3.2,88,2,3,0.9984354211555643,0.055916990100603484,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-03-30,3.35,89,3,3,0.9992500112396835,0.03872228089217446,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-03-30,3.2,89,3,3,0.9992500112396835,0.03872228089217446,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-03-31,3.2,90,4,3,0.9997685019798909,0.021516097436222254,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-03-31,3.35,90,4,3,0.9997685019798909,0.021516097436222254,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-04-01,3.2,91,5,4,0.9999907397361901,0.004303538296244289,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-04-01,3.35,91,5,4,0.9999907397361901,0.004303538296244289,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-04-02,3.35,92,6,4,0.9999166586547379,-0.01291029607500882,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-04-02,3.2,92,6,4,0.9999166586547379,-0.01291029607500882,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-04-03,3.2,93,0,4,0.9995462806873573,-0.030120304846908114,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-04-03,3.35,93,0,4,0.9995462806873573,-0.030120304846908114,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-04-04,3.35,94,1,4,0.9988797155850336,-0.04732138832243185,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-04-04,3.2,94,1,4,0.9988797155850336,-0.04732138832243185,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-04-05,3.35,95,2,4,0.9979171608653922,-0.06450844944931623,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-04-05,3.2,95,2,4,0.9979171608653922,-0.06450844944931623,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-04-06,3.35,96,3,4,0.9966589017541702,-0.08167639533042241,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-04-06,3.2,96,3,4,0.9966589017541702,-0.08167639533042241,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-04-07,3.2,97,4,4,0.9951053111006976,-0.09882013873287143,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-04-07,3.35,97,4,4,0.9951053111006976,-0.09882013873287143,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-04-08,3.2,98,5,4,0.9932568492674143,-0.11593459959550041,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-04-08,3.35,98,5,4,0.9932568492674143,-0.11593459959550041,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-04-09,3.2,99,6,4,0.9911140639934547,-0.1330147065341959,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-04-09,3.35,99,6,4,0.9911140639934547,-0.1330147065341959,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-04-10,3.35,100,0,4,0.9886775902323405,-0.1500553983446526,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-04-10,3.2,100,0,4,0.9886775902323405,-0.1500553983446526,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-04-11,3.2,101,1,4,0.9859481499638304,-0.16705162550211924,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-04-11,3.35,101,1,4,0.9859481499638304,-0.16705162550211924,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-04-12,3.2,102,2,4,0.9829265519799822,-0.18399835165768005,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-04-12,3.35,102,2,4,0.9829265519799822,-0.18399835165768005,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-04-13,3.35,103,3,4,0.9796136916454901,-0.20089055513063506,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-04-13,3.2,103,3,4,0.9796136916454901,-0.20089055513063506,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-04-14,3.2,104,4,4,0.9760105506323683,-0.21772323039653177,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-04-14,3.35,104,4,4,0.9760105506323683,-0.21772323039653177,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-04-15,3.2,105,5,4,0.9721181966290613,-0.23449138957040985,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-04-15,3.35,105,5,4,0.9721181966290613,-0.23449138957040985,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-04-16,3.2,106,6,4,0.9679377830240642,-0.25119006388481935,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-04-16,3.35,106,6,4,0.9679377830240642,-0.25119006388481935,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-04-17,3.2,107,0,4,0.9634705485641488,-0.2678143051621742,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-04-17,3.35,107,0,4,0.9634705485641488,-0.2678143051621742,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-04-18,3.35,108,1,4,0.9587178169872964,-0.2843591872810034,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-04-18,3.2,108,1,4,0.9587178169872964,-0.2843591872810034,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-04-19,3.35,109,2,4,0.9536809966304457,-0.30081980763566735,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-04-19,3.2,109,2,4,0.9536809966304457,-0.30081980763566735,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-04-20,3.35,110,3,4,0.9483615800121715,-0.3171912885891061,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-04-20,3.2,110,3,4,0.9483615800121715,-0.3171912885891061,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-04-21,3.2,111,4,4,0.9427611433904207,-0.3334687789181868,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-04-21,3.35,111,4,4,0.9427611433904207,-0.3334687789181868,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-04-22,3.2,112,5,4,0.9368813462954315,-0.3496474552512284,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-04-22,3.35,112,5,4,0.9368813462954315,-0.3496474552512284,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-04-23,3.2,113,6,4,0.9307239310379795,-0.36572252349726897,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-04-23,3.35,113,6,4,0.9307239310379795,-0.36572252349726897,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-04-24,3.2,114,0,4,0.9242907221930933,-0.3816892202666588,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-04-24,3.35,114,0,4,0.9242907221930933,-0.3816892202666588,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-04-25,3.35,115,1,4,0.9175836260593937,-0.39754281428255595,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-04-25,3.2,115,1,4,0.9175836260593937,-0.39754281428255595,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-04-26,3.35,116,2,4,0.9106046300942162,-0.4132786077829042,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-04-26,3.2,116,2,4,0.9106046300942162,-0.4132786077829042,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-04-27,3.35,117,3,4,0.9033558023246845,-0.4288919379124835,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-04-27,3.2,117,3,4,0.9033558023246845,-0.4288919379124835,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-04-28,3.2,118,4,4,0.895839290734909,-0.4443781781046132,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-04-28,3.35,118,4,4,0.895839290734909,-0.4443781781046132,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-04-29,3.2,119,5,4,0.8880573226294932,-0.45973273945210397,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-04-29,3.35,119,5,4,0.8880573226294932,-0.45973273945210397,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-04-30,3.2,120,6,4,0.8800122039735357,-0.47495107206704995,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-04-30,3.35,120,6,4,0.8800122039735357,-0.47495107206704995,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-05-01,3.35,121,0,5,0.8717063187093218,-0.4900286664290592,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-05-01,3.2,121,0,5,0.8717063187093218,-0.4900286664290592,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-05-02,3.35,122,1,5,0.8631421280499114,-0.5049610547215204,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-05-02,3.2,122,1,5,0.8631421280499114,-0.5049610547215204,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-05-03,3.35,123,2,5,0.854322169749827,-0.5197438121555155,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-05-03,3.2,123,2,5,0.854322169749827,-0.5197438121555155,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-05-04,3.35,124,3,5,0.8452490573530633,-0.5343725582809786,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-05-04,3.2,124,3,5,0.8452490573530633,-0.5343725582809786,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-05-05,3.35,125,4,5,0.8359254794186372,-0.548842958284719,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-05-05,3.2,125,4,5,0.8359254794186372,-0.548842958284719,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-05-06,3.2,126,5,5,0.8263541987239096,-0.5631507242749186,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-05-06,3.35,126,5,5,0.8263541987239096,-0.5631507242749186,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-05-07,3.2,127,6,5,0.8165380514459161,-0.5772916165517272,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-05-07,3.35,127,6,5,0.8165380514459161,-0.5772916165517272,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-05-08,3.35,128,0,5,0.8064799463209448,-0.5912614448635781,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-05-08,3.2,128,0,5,0.8064799463209448,-0.5912614448635781,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-05-09,3.2,129,1,5,0.7961828637826158,-0.6050560696488488,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-05-09,3.35,129,1,5,0.7961828637826158,-0.6050560696488488,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-05-10,3.35,130,2,5,0.7856498550787147,-0.6186714032625031,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-05-10,3.2,130,2,5,0.7856498550787147,-0.6186714032625031,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-05-11,3.35,131,3,5,0.7748840413670407,-0.6321034111873487,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-05-11,3.2,131,3,5,0.7748840413670407,-0.6321034111873487,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-05-12,3.35,132,4,5,0.7638886127905428,-0.6453481132295501,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-05-12,3.2,132,4,5,0.7638886127905428,-0.6453481132295501,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-05-13,3.2,133,5,5,0.7526668275320085,-0.6584015846980488,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-05-13,3.35,133,5,5,0.7526668275320085,-0.6584015846980488,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-05-14,3.35,134,6,5,0.7412220108485958,-0.6712599575675313,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-05-14,3.2,134,6,5,0.7412220108485958,-0.6712599575675313,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-05-15,3.2,135,0,5,0.7295575540864875,-0.6839194216246106,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-05-15,3.35,135,0,5,0.7295575540864875,-0.6839194216246106,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-05-16,3.2,136,1,5,0.717676913675962,-0.6963762255968722,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-05-16,3.35,136,1,5,0.717676913675962,-0.6963762255968722,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-05-17,3.35,137,2,5,0.705583610107178,-0.7086266782644596,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-05-17,3.2,137,2,5,0.705583610107178,-0.7086266782644596,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-05-18,3.35,138,3,5,0.6932812268869777,-0.7206671495538609,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-05-18,3.2,138,3,5,0.6932812268869777,-0.7206671495538609,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-05-19,3.2,139,4,5,0.6807734094770161,-0.7324940716135789,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-05-19,3.35,139,4,5,0.6807734094770161,-0.7324940716135789,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-05-20,3.35,140,5,5,0.6680638642135335,-0.7441039398713607,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-05-20,3.2,140,5,5,0.6680638642135335,-0.7441039398713607,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-05-21,3.2,141,6,5,0.6551563572090853,-0.7554933140726803,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-05-21,3.35,141,6,5,0.6551563572090853,-0.7554933140726803,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-05-22,3.2,142,0,5,0.6420547132365637,-0.766658819300159,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-05-22,3.35,142,0,5,0.6420547132365637,-0.766658819300159,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-05-23,3.2,143,1,5,0.6287628145958344,-0.7775971469736269,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-05-23,3.35,143,1,5,0.6287628145958344,-0.7775971469736269,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-05-24,3.2,144,2,5,0.6152845999633276,-0.7883050558305255,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-05-24,3.35,144,2,5,0.6152845999633276,-0.7883050558305255,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-05-25,3.2,145,3,5,0.6016240632249226,-0.7987793728863649,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-05-25,3.35,145,3,5,0.6016240632249226,-0.7987793728863649,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-05-26,3.2,146,4,5,0.5877852522924732,-0.8090169943749473,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-05-26,3.35,146,4,5,0.5877852522924732,-0.8090169943749473,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-05-27,3.35,147,5,5,0.5737722679043246,-0.8190148866680801,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-05-27,3.2,147,5,5,0.5737722679043246,-0.8190148866680801,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-05-28,3.35,148,6,5,0.5595892624101765,-0.8287700871745038,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-05-28,3.2,148,6,5,0.5595892624101765,-0.8287700871745038,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-05-29,3.2,149,0,5,0.545240438540651,-0.8382797052177744,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-05-29,3.35,149,0,5,0.545240438540651,-0.8382797052177744,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-05-30,3.35,150,1,5,0.5307300481619334,-0.8475409228928311,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-05-30,3.2,150,1,5,0.5307300481619334,-0.8475409228928311,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-05-31,3.2,151,2,5,0.5160623910158528,-0.8565509959010036,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-05-31,3.35,151,2,5,0.5160623910158528,-0.8565509959010036,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-06-01,3.2,152,3,6,0.5012418134457758,-0.865307254363206,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-06-01,3.35,152,3,6,0.5012418134457758,-0.865307254363206,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-06-02,3.2,153,4,6,0.48627270710868997,-0.8738071036110808,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-06-02,3.35,153,4,6,0.48627270710868997,-0.8738071036110808,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-06-03,3.2,154,5,6,0.4711595076738638,-0.8820480249558537,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-06-03,3.35,154,5,6,0.4711595076738638,-0.8820480249558537,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-06-04,3.2,155,6,6,0.4559066935084588,-0.8900275764346767,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-06-04,3.35,155,6,6,0.4559066935084588,-0.8900275764346767,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-06-05,3.35,156,0,6,0.440518784350495,-0.8977433935342337,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-06-05,3.2,156,0,6,0.440518784350495,-0.8977433935342337,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-06-06,3.2,157,1,6,0.42500033996955416,-0.9051931898913974,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-06-06,3.35,157,1,6,0.42500033996955416,-0.9051931898913974,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-06-07,3.35,158,2,6,0.4093559588156213,-0.9123747579707273,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-06-07,3.2,158,2,6,0.4093559588156213,-0.9123747579707273,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-06-08,3.35,159,3,6,0.39359027665646673,-0.9192859697186104,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-06-08,3.2,159,3,6,0.39359027665646673,-0.9192859697186104,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-06-09,3.35,160,4,6,0.3777079652039649,-0.9259247771938498,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-06-09,3.2,160,4,6,0.3777079652039649,-0.9259247771938498,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-06-10,3.2,161,5,6,0.36171373072976765,-0.9322892131745133,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-06-10,3.35,161,5,6,0.36171373072976765,-0.9322892131745133,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-06-11,3.2,162,6,6,0.3456123126707335,-0.9383773917408641,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-06-11,3.35,162,6,6,0.3456123126707335,-0.9383773917408641,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-06-12,3.2,163,0,6,0.3294084822245304,-0.9441875088341993,3.2,3.2,3.2,3.2,3.2,True,False,True
2023-06-12,3.35,163,0,6,0.3294084822245304,-0.9441875088341993,3.35,3.35,3.35,3.55,3.35,False,True,True
2023-06-13,3.35,164,1,6,0.3131070409358269,-0.9497178427914316,3.35,3.35,3.35,3.55,3.35,False,True,True
