pubDate,avgPrice,day_of_year,day_of_week,month,doy_sin,doy_cos,avgPrice_lag_1,avgPrice_lag_7,avgPrice_lag_30,avgPrice_lag_365,avgPrice_MA_30,specInfo_UNKNOWN,prodPcat_进口果
2022-12-14,3.6,348,2,12,-0.2884824328806098,0.9574851883550389,3.6,3.6,3.6,3.15,3.6,True,True
2022-12-15,3.6,349,3,12,-0.27195815753410524,0.9623090774541487,3.6,3.6,3.6,3.15,3.6,True,True
2022-12-16,3.6,350,4,12,-0.2553532951161881,0.9668478136052773,3.6,3.6,3.6,3.15,3.6,True,True
2022-12-17,3.6,351,5,12,-0.23867276600594997,0.9711000518829505,3.6,3.6,3.6,3.15,3.6,True,True
2022-12-18,3.6,352,6,12,-0.22192151300416674,0.9750645322571945,3.6,3.6,3.6,3.15,3.6,True,True
2022-12-19,3.6,353,0,12,-0.20510449986861926,0.9787400799669153,3.6,3.6,3.6,3.15,3.6,True,True
2022-12-20,3.6,354,1,12,-0.1882267098432439,0.9821256058680006,3.6,3.6,3.6,3.15,3.6,True,True
2022-12-21,3.6,355,2,12,-0.1712931441814778,0.9852201067560606,3.6,3.6,3.6,3.15,3.6,True,True
2022-12-22,3.6,356,3,12,-0.154308820664281,0.9880226656636976,3.6,3.6,3.6,3.15,3.6,True,True
2022-12-23,3.6,357,4,12,-0.13727877211326517,0.9905324521322227,3.6,3.6,3.6,3.15,3.6,True,True
2022-12-24,3.6,358,5,12,-0.12020804489935275,0.9927487224577402,3.6,3.6,3.6,3.15,3.6,True,True
2022-12-25,3.6,359,6,12,-0.10310169744743544,0.9946708199115211,3.6,3.6,3.6,3.15,3.6,True,True
2022-12-26,3.6,360,0,12,-0.0859647987374467,0.9962981749346077,3.6,3.6,3.6,3.15,3.6,True,True
2022-12-27,3.6,361,1,12,-0.06880242680232064,0.9976303053065857,3.6,3.6,3.6,3.15,3.6,True,True
2022-12-28,3.6,362,2,12,-0.05161966722325418,0.9986668162884759,3.6,3.6,3.6,3.15,3.6,True,True
2022-12-29,3.6,363,3,12,-0.034421611622745804,0.9994074007397048,3.6,3.6,3.6,3.15,3.6,True,True
2022-12-30,3.6,364,4,12,-0.01721335615583528,0.9998518392091162,3.6,3.6,3.6,3.15,3.6,True,True
2022-12-31,3.6,365,5,12,6.432490598706546e-16,1.0,3.6,3.6,3.6,3.15,3.6,True,True
2023-01-01,3.6,1,6,1,0.017213356155834685,0.9998518392091162,3.6,3.6,3.6,3.1838709677419352,3.6,True,True
2023-01-02,3.6,2,0,1,0.03442161162274574,0.9994074007397048,3.6,3.6,3.6,3.217741935483871,3.6,True,True
2023-01-03,3.6,3,1,1,0.051619667223253764,0.998666816288476,3.6,3.6,3.6,3.2516129032258063,3.6,True,True
2023-01-04,3.6,4,2,1,0.06880242680231986,0.9976303053065857,3.6,3.6,3.6,3.285483870967742,3.6,True,True
2023-01-05,3.6,5,3,1,0.08596479873744647,0.9962981749346078,3.6,3.6,3.6,3.3193548387096774,3.6,True,True
2023-01-06,3.6,6,4,1,0.10310169744743485,0.9946708199115211,3.6,3.6,3.6,3.3532258064516127,3.6,True,True
2023-01-07,3.6,7,5,1,0.1202080448993527,0.9927487224577402,3.6,3.6,3.6,3.3870967741935485,3.6,True,True
2023-01-08,3.6,8,6,1,0.13727877211326478,0.9905324521322229,3.6,3.6,3.6,3.420967741935484,3.6,True,True
2023-01-09,3.6,9,0,1,0.15430882066428117,0.9880226656636976,3.6,3.6,3.6,3.4548387096774196,3.6,True,True
2023-01-10,3.6,10,1,1,0.1712931441814776,0.9852201067560606,3.6,3.6,3.6,3.488709677419355,3.6,True,True
2023-01-11,3.6,11,2,1,0.1882267098432442,0.9821256058680006,3.6,3.6,3.6,3.52258064516129,3.6,True,True
2023-01-12,3.6,12,3,1,0.2051044998686192,0.9787400799669153,3.6,3.6,3.6,3.556451612903226,3.6,True,True
2023-01-13,3.6,13,4,1,0.2219215130041655,0.9750645322571948,3.6,3.6,3.6,3.5903225806451613,3.6,True,True
2023-01-14,3.6,14,5,1,0.2386727660059501,0.9711000518829505,3.6,3.6,3.6,3.6241935483870966,3.6,True,True
2023-01-15,3.6,15,6,1,0.255353295116187,0.9668478136052775,3.6,3.6,3.6,3.6580645161290324,3.6,True,True
2023-01-16,3.6,16,0,1,0.2719581575341055,0.9623090774541486,3.6,3.6,3.6,3.6919354838709677,3.6,True,True
2023-01-17,3.6,17,1,1,0.288482432880609,0.9574851883550393,3.6,3.6,3.6,3.7258064516129035,3.6,True,True
2023-01-18,3.6,18,2,1,0.30492122465628907,0.9523775757303974,3.6,3.6,3.6,3.759677419354839,3.6,True,True
2023-01-19,3.6,19,3,1,0.3212696616923644,0.9469877530760753,3.6,3.6,3.6,3.7935483870967746,3.6,True,True
2023-01-20,3.6,20,4,1,0.3375228995941133,0.9413173175128471,3.6,3.6,3.6,3.82741935483871,3.6,True,True
2023-01-21,3.6,21,5,1,0.3536761221763716,0.9353679493131483,3.6,3.6,3.6,3.861290322580645,3.6,True,True
2023-01-22,3.6,22,6,1,0.3697245428906731,0.9291414114031743,3.6,3.6,3.6,3.895161290322581,3.6,True,True
2023-01-23,3.6,23,0,1,0.38566340624360707,0.9226395488404876,3.6,3.6,3.6,3.9290322580645163,3.6,True,True
2023-01-24,3.6,24,1,1,0.401487989205973,0.9158642882672872,3.6,3.6,3.6,3.9629032258064516,3.6,True,True
2023-01-25,3.6,25,2,1,0.4171936026123168,0.9088176373395029,3.6,3.6,3.6,3.9967741935483874,3.6,True,True
2023-01-26,3.6,26,3,1,0.4327755925504312,0.901501684131884,3.6,3.6,3.6,4.030645161290323,3.6,True,True
2023-01-27,3.6,27,4,1,0.4482293417404106,0.893918596519257,3.6,3.6,3.6,4.064516129032258,3.6,True,True
2023-01-28,3.6,28,5,1,0.4635502709028509,0.886070621534138,3.6,3.6,3.6,4.098387096774194,3.6,True,True
2023-01-29,3.6,29,6,1,0.47873384011578846,0.8779600847008882,3.6,3.6,3.6,4.1322580645161295,3.6,True,True
2023-01-30,3.6,30,0,1,0.49377555015997715,0.869589389346611,3.6,3.6,3.6,4.166129032258064,3.6,True,True
2023-01-31,3.6,31,1,1,0.5086709438521044,0.8609610158889943,3.6,3.6,3.6,4.2,3.6,True,True
2023-02-01,3.6075,32,2,2,0.5234156073655503,0.8520775211013093,3.6,3.6,3.6,4.18,3.6002500000000004,True,True
2023-02-02,3.615,33,3,2,0.5380051715382996,0.8429415373547828,3.6075,3.6,3.6,4.16,3.6007499999999997,True,True
2023-02-03,3.6225,34,4,2,0.5524353131676196,0.8335557718385699,3.615,3.6,3.6,4.140000000000001,3.6015,True,True
2023-02-04,3.63,35,5,2,0.5667017562911176,0.8239230057575542,3.6225,3.6,3.6,4.12,3.6025,True,True
2023-02-05,3.6375,36,6,2,0.5808002734538009,0.8140460935082178,3.63,3.6,3.6,4.1,3.60375,True,True
2023-02-06,3.645,37,0,2,0.5947266869607634,0.8039279618328213,3.6375,3.6,3.6,4.08,3.60525,True,True
2023-02-07,3.6525,38,1,2,0.6084768701151261,0.7935716089521474,3.645,3.6,3.6,4.0600000000000005,3.6069999999999998,True,True
2023-02-08,3.66,39,2,2,0.6220467484408675,0.7829801036770629,3.6525,3.6075,3.6,4.04,3.609,True,True
2023-02-09,3.6675,40,3,2,0.6354323008901774,0.7721565844991642,3.66,3.615,3.6,4.02,3.61125,True,True
2023-02-10,3.675,41,4,2,0.6486295610349814,0.7611042586607747,3.6675,3.6225,3.6,4.0,3.61375,True,True
2023-02-11,3.6825,42,5,2,0.6616346182422783,0.7498264012045686,3.675,3.63,3.6,3.9916666666666667,3.6165000000000003,True,True
2023-02-12,3.69,43,6,2,0.6744436188329455,0.7383263540031065,3.6825,3.6375,3.6,3.9833333333333334,3.6195,True,True
2023-02-13,3.6975000000000002,44,0,2,0.6870527672236669,0.7266075247685656,3.69,3.645,3.6,3.975,3.6227500000000004,True,True
2023-02-14,3.705,45,1,2,0.699458327051647,0.7146733860429609,3.6975000000000002,3.6525,3.6,3.966666666666667,3.62625,True,True
2023-02-15,3.7125,46,2,2,0.7116566222817746,0.7025274741691571,3.705,3.66,3.6,3.9583333333333335,3.6300000000000003,True,True
