pubDate,avgPrice,day_of_year,day_of_week,month,doy_sin,doy_cos,avgPrice_lag_1,avgPrice_lag_7,avgPrice_lag_30,avgPrice_lag_365,avgPrice_MA_30,specInfo_UNKNOWN,prodPcat_进口果
2022-08-04,4.75,216,3,8,-0.5452404385406507,-0.8382797052177745,4.75,4.681818181818182,4.75,4.5,4.6625,True,True
2022-08-05,4.75,217,4,8,-0.5595892624101763,-0.828770087174504,4.75,4.704545454545454,4.75,4.5,4.6625,True,True
2022-08-06,4.75,218,5,8,-0.5737722679043243,-0.8190148866680802,4.75,4.7272727272727275,4.75,4.5,4.6625,True,True
2022-08-07,4.75,219,6,8,-0.5877852522924734,-0.8090169943749472,4.75,4.75,4.75,4.5,4.6625,True,True
2022-08-08,4.75,220,0,8,-0.6016240632249227,-0.7987793728863648,4.75,4.75,4.75,4.5,4.6625,True,True
2022-08-09,4.75,221,1,8,-0.6152845999633277,-0.7883050558305253,4.75,4.75,4.75,4.5,4.6625,True,True
2022-08-10,4.75,222,2,8,-0.6287628145958345,-0.7775971469736268,4.75,4.75,4.725,4.5,4.663333333333332,True,True
2022-08-11,4.75,223,3,8,-0.6420547132365636,-0.7666588193001592,4.75,4.75,4.7,4.5,4.665,True,True
2022-08-12,4.75,224,4,8,-0.655156357209085,-0.7554933140726804,4.75,4.75,4.675,4.5,4.6674999999999995,True,True
2022-08-13,4.75,225,5,8,-0.6680638642135333,-0.7441039398713608,4.75,4.75,4.65,4.5,4.670833333333333,True,True
2022-08-14,4.75,226,6,8,-0.6807734094770159,-0.7324940716135792,4.75,4.75,4.625,4.5,4.675,True,True
2022-08-15,4.75,227,0,8,-0.6932812268869771,-0.7206671495538615,4.75,4.75,4.6,4.5,4.679999999999999,True,True
2022-08-16,4.75,228,1,8,-0.7055836101071774,-0.70862667826446,4.75,4.75,4.575,4.5,4.685833333333333,True,True
2022-08-17,4.75,229,2,8,-0.7176769136759615,-0.6963762255968726,4.75,4.75,4.55,4.5,4.692499999999999,True,True
2022-08-18,4.75,230,3,8,-0.7295575540864876,-0.6839194216246105,4.75,4.75,4.525,4.5,4.7,True,True
2022-08-19,4.75,231,4,8,-0.7412220108485957,-0.6712599575675315,4.75,4.75,4.5,4.5,4.708333333333333,True,True
2022-08-20,4.75,232,5,8,-0.7526668275320083,-0.6584015846980489,4.75,4.75,4.5227272727272725,4.5,4.715909090909091,True,True
2022-08-21,4.726190476190476,233,6,8,-0.7638886127905429,-0.64534811322955,4.75,4.75,4.545454545454546,4.5,4.721933621933621,True,True
2022-08-22,4.7023809523809526,234,0,8,-0.7748840413670406,-0.6321034111873488,4.726190476190476,4.75,4.568181818181818,4.5,4.726406926406926,True,True
2022-08-23,4.678571428571429,235,1,8,-0.7856498550787144,-0.6186714032625032,4.7023809523809526,4.75,4.590909090909091,4.5,4.729329004329004,True,True
2022-08-24,4.654761904761905,236,2,8,-0.7961828637826154,-0.6050560696488494,4.678571428571429,4.75,4.613636363636363,4.5,4.730699855699856,True,True
2022-08-25,4.630952380952381,237,3,8,-0.8064799463209447,-0.5912614448635782,4.654761904761905,4.75,4.636363636363637,4.5,4.73051948051948,True,True
2022-08-26,4.607142857142857,238,4,8,-0.8165380514459157,-0.5772916165517278,4.630952380952381,4.75,4.659090909090909,4.5,4.7287878787878785,True,True
2022-08-27,4.583333333333333,239,5,8,-0.8263541987239094,-0.5631507242749187,4.607142857142857,4.75,4.681818181818182,4.5,4.72550505050505,True,True
2022-08-28,4.559523809523809,240,6,8,-0.8359254794186365,-0.5488429582847199,4.583333333333333,4.726190476190476,4.704545454545454,4.5,4.7206709956709965,True,True
2022-08-29,4.535714285714286,241,0,8,-0.8452490573530634,-0.5343725582809785,4.559523809523809,4.7023809523809526,4.7272727272727275,4.5,4.714285714285714,True,True
2022-08-30,4.511904761904762,242,1,8,-0.8543221697498269,-0.5197438121555157,4.535714285714286,4.678571428571429,4.75,4.5,4.7063492063492065,True,True
2022-08-31,4.488095238095238,243,2,8,-0.8631421280499115,-0.5049610547215202,4.511904761904762,4.654761904761905,4.75,4.5,4.697619047619048,True,True
2022-09-01,4.464285714285714,244,3,9,-0.8717063187093217,-0.4900286664290594,4.488095238095238,4.630952380952381,4.75,4.5,4.688095238095239,True,True
2022-09-02,4.440476190476191,245,4,9,-0.8800122039735356,-0.4749510720670502,4.464285714285714,4.607142857142857,4.75,4.5,4.677777777777778,True,True
2022-09-03,4.416666666666667,246,5,9,-0.888057322629493,-0.4597327394521046,4.440476190476191,4.583333333333333,4.75,4.5,4.666666666666667,True,True
2022-09-04,4.392857142857143,247,6,9,-0.8958392907349089,-0.4443781781046134,4.416666666666667,4.559523809523809,4.75,4.5,4.654761904761906,True,True
2022-09-05,4.369047619047619,248,0,9,-0.9033558023246842,-0.4288919379124841,4.392857142857143,4.535714285714286,4.75,4.5,4.642063492063493,True,True
2022-09-06,4.345238095238095,249,1,9,-0.9106046300942162,-0.41327860778290443,4.369047619047619,4.511904761904762,4.75,4.5,4.628571428571429,True,True
2022-09-07,4.321428571428571,250,2,9,-0.9175836260593934,-0.3975428142825566,4.345238095238095,4.488095238095238,4.75,4.5,4.614285714285715,True,True
2022-09-08,4.2976190476190474,251,3,9,-0.9242907221930934,-0.3816892202666586,4.321428571428571,4.464285714285714,4.75,4.5,4.59920634920635,True,True
2022-09-09,4.273809523809524,252,4,9,-0.9307239310379793,-0.3657225234972692,4.2976190476190474,4.440476190476191,4.75,4.5,4.583333333333333,True,True
2022-09-10,4.25,253,5,9,-0.9368813462954315,-0.34964745525122826,4.273809523809524,4.416666666666667,4.75,4.5,4.566666666666666,True,True
2022-09-11,4.316666666666666,254,6,9,-0.9427611433904206,-0.33346877891818705,4.25,4.392857142857143,4.75,4.575,4.552222222222223,True,True
2022-09-12,4.383333333333334,255,0,9,-0.9483615800121716,-0.31719128858910595,4.316666666666666,4.369047619047619,4.75,4.65,4.540000000000001,True,True
2022-09-13,4.45,256,1,9,-0.9536809966304455,-0.300819807635668,4.383333333333334,4.345238095238095,4.75,4.725,4.53,True,True
2022-09-14,4.516666666666667,257,2,9,-0.9587178169872964,-0.2843591872810036,4.45,4.321428571428571,4.75,4.8,4.522222222222223,True,True
2022-09-15,4.583333333333333,258,3,9,-0.9634705485641486,-0.26781430516217486,4.516666666666667,4.2976190476190474,4.75,4.875,4.516666666666667,True,True
2022-09-16,4.65,259,4,9,-0.9679377830240642,-0.25119006388481957,4.583333333333333,4.273809523809524,4.75,4.95,4.513333333333334,True,True
2022-09-17,4.716666666666667,260,5,9,-0.9721181966290612,-0.23449138957041052,4.65,4.25,4.75,5.025,4.512222222222222,True,True
2022-09-18,4.783333333333333,261,6,9,-0.9760105506323682,-0.21772323039653224,4.716666666666667,4.316666666666666,4.75,5.1,4.513333333333334,True,True
2022-09-19,4.85,262,0,9,-0.9796136916454901,-0.20089055513063528,4.783333333333333,4.383333333333334,4.75,5.175,4.516666666666667,True,True
2022-09-20,4.916666666666667,263,1,9,-0.9829265519799822,-0.18399835165767986,4.85,4.45,4.726190476190476,5.25,4.523015873015874,True,True
2022-09-21,4.983333333333333,264,2,9,-0.9859481499638303,-0.1670516255021195,4.916666666666667,4.516666666666667,4.7023809523809526,5.325,4.532380952380952,True,True
2022-09-22,5.05,265,3,9,-0.9886775902323404,-0.15005539834465262,4.983333333333333,4.583333333333333,4.678571428571429,5.4,4.544761904761905,True,True
2022-09-23,5.116666666666667,266,4,9,-0.9911140639934546,-0.13301470653419636,5.05,4.65,4.654761904761905,5.475,4.56015873015873,True,True
2022-09-24,5.183333333333334,267,5,9,-0.9932568492674143,-0.11593459959550066,5.116666666666667,4.716666666666667,4.630952380952381,5.55,4.578571428571427,True,True
2022-09-25,5.25,268,6,9,-0.9951053111006974,-0.09882013873287211,5.183333333333334,4.783333333333333,4.607142857142857,5.625,4.6,True,True
2022-09-26,5.316666666666666,269,0,9,-0.99665890175417,-0.08167639533042288,5.25,4.85,4.583333333333333,5.7,4.624444444444445,True,True
2022-09-27,5.383333333333333,270,1,9,-0.9979171608653922,-0.06450844944931625,5.316666666666666,4.916666666666667,4.559523809523809,5.775,4.6519047619047615,True,True
2022-09-28,5.45,271,2,9,-0.9988797155850335,-0.04732138832243232,5.383333333333333,4.983333333333333,4.535714285714286,5.85,4.682380952380952,True,True
2022-09-29,5.516666666666667,272,3,9,-0.9995462806873573,-0.03012030484690836,5.45,5.05,4.511904761904762,5.925,4.715873015873016,True,True
2022-09-30,5.583333333333333,273,4,9,-0.9999166586547379,-0.012910296075008843,5.516666666666667,5.116666666666667,4.488095238095238,6.0,4.7523809523809515,True,True
2022-10-01,5.65,274,5,10,-0.9999907397361901,0.004303538296243821,5.583333333333333,5.183333333333334,4.464285714285714,6.0,4.791904761904761,True,True
2022-10-02,5.716666666666667,275,6,10,-0.9997685019798909,0.021516097436222233,5.65,5.25,4.440476190476191,6.0,4.834444444444444,True,True
2022-10-03,5.783333333333333,276,0,10,-0.9992500112396835,0.03872228089217399,5.716666666666667,5.316666666666666,4.416666666666667,6.0,4.88,True,True
2022-10-04,5.85,277,1,10,-0.9984354211555643,0.05591699010060302,5.783333333333333,5.383333333333333,4.392857142857143,6.0,4.928571428571428,True,True
2022-10-05,5.916666666666667,278,2,10,-0.9973249731081555,0.07309512989807776,5.85,5.45,4.369047619047619,6.0,4.98015873015873,True,True
2022-10-06,5.983333333333333,279,3,10,-0.9959189961471792,0.0902516100310407,5.916666666666667,5.516666666666667,4.345238095238095,6.0,5.034761904761905,True,True
2022-10-07,6.05,280,4,10,-0.994217906893952,0.10738134666416306,5.983333333333333,5.583333333333333,4.321428571428571,6.0,5.092380952380952,True,True
2022-10-08,6.116666666666667,281,5,10,-0.9922222094179324,0.12447926388678869,6.05,5.65,4.2976190476190474,6.0,5.153015873015874,True,True
2022-10-09,6.183333333333334,282,6,10,-0.989932495087353,0.141540295217043,6.116666666666667,5.716666666666667,4.273809523809524,6.0,5.216666666666667,True,True
2022-10-10,6.25,283,0,10,-0.9873494423939864,0.15855938510313475,6.183333333333334,5.783333333333333,4.25,6.0,5.283333333333333,True,True
2022-10-11,6.455,284,1,10,-0.9844738167520923,0.17553149042142777,6.25,5.85,4.316666666666666,6.0,5.354611111111111,True,True
2022-10-12,6.66,285,2,10,-0.9813064702716093,0.19245158197082995,6.455,5.916666666666667,4.383333333333334,6.0,5.430499999999999,True,True
2022-10-13,6.865,286,3,10,-0.9778483415056567,0.20931464596304888,6.66,5.983333333333333,4.45,6.0,5.511,True,True
2022-10-14,7.07,287,4,10,-0.9741004551724206,0.22611568550828803,6.865,6.05,4.516666666666667,6.0,5.596111111111111,True,True
2022-10-15,7.275,288,5,10,-0.970063921851507,0.2428497220959358,7.07,6.116666666666667,4.583333333333333,6.0,5.685833333333334,True,True
2022-10-16,7.48,289,6,10,-0.965739937654855,0.25951179706979943,7.275,6.183333333333334,4.65,6.0,5.780166666666667,True,True
2022-10-17,7.6850000000000005,290,0,10,-0.9611297838723007,0.27609697309746883,7.48,6.25,4.716666666666667,6.0,5.879111111111111,True,True
2022-10-18,7.890000000000001,291,1,10,-0.9562348265919058,0.2926003356333479,7.6850000000000005,6.455,4.783333333333333,6.0,5.982666666666668,True,True
2022-10-19,8.095,292,2,10,-0.9510565162951536,0.30901699437494723,7.890000000000001,6.66,4.85,6.0,6.090833333333334,True,True
2022-10-20,8.3,293,3,10,-0.9455963874271428,0.3253420847119795,8.095,6.865,4.916666666666667,6.0,6.203611111111111,True,True
2022-10-21,8.3,294,4,10,-0.9398560579418953,0.341570769167856,8.3,7.07,4.983333333333333,6.045454545454546,6.314166666666667,True,True
2022-10-22,8.3,295,5,10,-0.9338372288229252,0.35769823883312546,8.3,7.275,5.05,6.090909090909091,6.4225,True,True
2022-10-23,8.3,296,6,10,-0.9275416835791965,0.3737197147904692,8.3,7.48,5.116666666666667,6.136363636363637,6.52861111111111,True,True
2022-10-24,8.3,297,0,10,-0.9209712877166347,0.38963044953078774,8.3,7.6850000000000005,5.183333333333334,6.181818181818182,6.632500000000001,True,True
2022-10-25,8.3,298,1,10,-0.9141279881853337,0.4054257283599973,8.3,7.890000000000001,5.25,6.2272727272727275,6.734166666666668,True,True
2022-10-26,8.3,299,2,10,-0.9070138128026362,0.42110087079608916,8.3,8.095,5.316666666666666,6.2727272727272725,6.833611111111111,True,True
2022-10-27,8.3,300,3,10,-0.8996308696522434,0.4366512319560638,8.3,8.3,5.383333333333333,6.318181818181818,6.930833333333334,True,True
2022-10-28,8.3,301,4,10,-0.8919813464595487,0.45207220393230374,8.3,8.3,5.45,6.363636363636363,7.025833333333334,True,True
2022-10-29,8.3,302,5,10,-0.8840675099433637,0.46735921715800205,8.3,8.3,5.516666666666667,6.409090909090909,7.118611111111111,True,True
2022-10-30,8.3,303,6,10,-0.8758917051442433,0.48250774176121763,8.3,8.3,5.583333333333333,6.454545454545455,7.209166666666667,True,True
2022-10-31,8.3,304,0,10,-0.8674563547295971,0.4975132889071803,8.3,8.3,5.65,6.5,7.2975,True,True
2022-11-01,8.3,305,1,11,-0.858763958275803,0.5123714121284235,8.3,8.3,5.716666666666667,6.5,7.383611111111112,True,True
2022-11-02,8.3,306,2,11,-0.8498170915275277,0.5270777086423724,8.3,8.3,5.783333333333333,6.5,7.467500000000001,True,True
2022-11-03,8.3,307,3,11,-0.8406184056344783,0.5416278206559811,8.3,8.3,5.85,6.5,7.549166666666667,True,True
2022-11-04,8.3,308,4,11,-0.8311706263658079,0.5560174366570446,8.3,8.3,5.916666666666667,6.5,7.628611111111112,True,True
2022-11-05,8.3,309,5,11,-0.8214765533024145,0.5702422926917867,8.3,8.3,5.983333333333333,6.5,7.7058333333333335,True,True
2022-11-06,8.3,310,6,11,-0.8115390590073611,0.5842981736283683,8.3,8.3,6.05,6.5,7.780833333333334,True,True
2022-11-07,8.3,311,0,11,-0.801361088174677,0.5981809144059158,8.3,8.3,6.116666666666667,6.5,7.853611111111111,True,True
2022-11-08,8.3,312,1,11,-0.7909456567567774,0.6118864012687242,8.3,8.3,6.183333333333334,6.5,7.924166666666667,True,True
2022-11-09,8.3,313,2,11,-0.780295851070776,0.6254105729852457,8.3,8.3,6.25,6.5,7.9925000000000015,True,True
2022-11-10,8.3,314,3,11,-0.7694148268839381,0.6387494220515268,8.3,8.3,6.455,6.5,8.054,True,True
2022-11-11,8.42,315,4,11,-0.7583058084785625,0.6518989958787125,8.3,8.3,6.66,6.55,8.112666666666668,True,True
2022-11-12,8.540000000000001,316,5,11,-0.7469720876965551,0.6648553979642866,8.42,8.3,6.865,6.6,8.1685,True,True
2022-11-13,8.66,317,6,11,-0.7354170229639858,0.6776147890466887,8.540000000000001,8.3,7.07,6.65,8.2215,True,True
2022-11-14,8.780000000000001,318,0,11,-0.7236440382959124,0.690173388242972,8.66,8.3,7.275,6.7,8.271666666666667,True,True
2022-11-15,8.9,319,1,11,-0.711656622281775,0.7025274741691566,8.780000000000001,8.3,7.48,6.75,8.319,True,True
2022-11-16,9.02,320,2,11,-0.6994583270516471,0.7146733860429608,8.9,8.3,7.6850000000000005,6.8,8.3635,True,True
2022-11-17,9.14,321,3,11,-0.6870527672236675,0.7266075247685652,9.02,8.3,7.890000000000001,6.85,8.405166666666666,True,True
