pubDate,avgPrice,day_of_year,day_of_week,month,doy_sin,doy_cos,avgPrice_lag_1,avgPrice_lag_7,avgPrice_lag_30,avgPrice_lag_365,avgPrice_MA_30,specInfo_UNKNOWN,prodPcat_水菜
2022-07-21,3.75,202,3,7,-0.3294084822245302,-0.9441875088341994,3.5,3.75,2.25,3.5,3.1416666666666666,True,True
2022-07-22,3.25,203,4,7,-0.3456123126707333,-0.9383773917408642,3.75,3.75,2.5,3.5,3.1666666666666665,True,True
2022-07-23,2.75,204,5,7,-0.3617137307297674,-0.9322892131745134,3.25,3.75,2.5,3.5,3.175,True,True
2022-07-24,2.25,205,6,7,-0.37770796520396466,-0.9259247771938499,2.75,3.75,2.5,4.166666666666667,3.1666666666666665,True,True
2022-07-25,1.75,206,0,7,-0.39359027665646645,-0.9192859697186105,2.25,3.75,2.8333333333333335,4.833333333333333,3.130555555555555,True,True
2022-07-26,1.75,207,1,7,-0.4093559588156211,-0.9123747579707274,1.75,3.25,3.1666666666666665,5.5,3.0833333333333335,True,True
2022-07-27,1.75,208,2,7,-0.42500033996955394,-0.9051931898913975,1.75,3.5,3.5,6.0,3.025,True,True
2022-07-28,1.65,209,3,7,-0.4405187843504952,-0.8977433935342336,1.75,3.75,3.5,6.5,2.9633333333333334,True,True
2022-07-29,1.65,210,4,7,-0.455906693508459,-0.8900275764346766,1.65,3.25,2.25,3.0,2.943333333333334,True,True
2022-07-30,1.65,211,5,7,-0.47115950767386394,-0.8820480249558535,1.65,2.75,2.0,3.5,2.9316666666666666,True,True
2022-07-31,1.65,212,6,7,-0.4862727071086902,-0.8738071036110807,1.65,2.25,2.125,3.8333333333333335,2.9158333333333335,True,True
2022-08-01,1.65,213,0,8,-0.5012418134457756,-0.8653072543632061,1.65,1.75,2.25,4.166666666666667,2.8958333333333335,True,True
2022-08-02,1.65,214,1,8,-0.5160623910158526,-0.8565509959010037,1.65,1.75,2.375,4.5,2.871666666666667,True,True
