pubDate,avgPrice,day_of_year,day_of_week,month,doy_sin,doy_cos,avgPrice_lag_1,avgPrice_lag_7,avgPrice_lag_30,avgPrice_lag_365,avgPrice_MA_30,specInfo_50g-100g,specInfo_100g-200g,prodPcat_淡水鱼
2023-06-06,28.0,157,1,6,0.42500033996955416,-0.9051931898913974,28.0,26.5,26.5,32.0,26.8,True,False,True
2023-06-07,28.0,158,2,6,0.4093559588156213,-0.9123747579707273,28.0,26.5,26.5,32.0,26.85,True,False,True
2023-06-07,47.5,158,2,6,0.4093559588156213,-0.9123747579707273,47.5,39.0,37.0,35.0,40.21666666666667,False,True,True
2023-06-08,28.0,159,3,6,0.39359027665646673,-0.9192859697186104,28.0,28.0,26.5,32.0,26.9,True,False,True
2023-06-08,47.5,159,3,6,0.39359027665646673,-0.9192859697186104,47.5,47.5,37.0,35.0,40.56666666666667,False,True,True
2023-06-09,28.0,160,4,6,0.3777079652039649,-0.9259247771938498,28.0,28.0,26.5,32.0,26.95,True,False,True
2023-06-09,47.5,160,4,6,0.3777079652039649,-0.9259247771938498,47.5,47.5,37.0,35.0,40.916666666666664,False,True,True
2023-06-10,28.0,161,5,6,0.36171373072976765,-0.9322892131745133,28.0,28.0,26.5,32.0,27.0,True,False,True
2023-06-10,47.5,161,5,6,0.36171373072976765,-0.9322892131745133,47.5,47.5,37.0,35.0,41.266666666666666,False,True,True
2023-06-11,28.0,162,6,6,0.3456123126707335,-0.9383773917408641,28.0,28.0,26.5,32.0,27.05,True,False,True
2023-06-11,47.5,162,6,6,0.3456123126707335,-0.9383773917408641,47.5,47.5,37.0,35.0,41.61666666666667,False,True,True
2023-06-12,47.5,163,0,6,0.3294084822245304,-0.9441875088341993,47.5,47.5,37.0,35.0,41.96666666666667,False,True,True
2023-06-12,28.0,163,0,6,0.3294084822245304,-0.9441875088341993,28.0,28.0,26.5,32.0,27.1,True,False,True
2023-06-13,28.0,164,1,6,0.3131070409358269,-0.9497178427914316,28.0,28.0,26.5,32.0,27.15,True,False,True
2023-06-13,46.5,164,1,6,0.3131070409358269,-0.9497178427914316,47.5,47.5,37.0,35.0,42.28333333333333,False,True,True
2023-06-14,46.5,165,2,6,0.29671281927349075,-0.9549667548552551,46.5,47.5,37.0,35.0,42.6,False,True,True
2023-06-14,29.0,165,2,6,0.29671281927349075,-0.9549667548552551,28.0,28.0,26.5,32.0,27.233333333333334,True,False,True
2023-06-15,46.5,166,3,6,0.28023067519921585,-0.9599326896597447,46.5,47.5,37.0,35.0,42.916666666666664,False,True,True
2023-06-15,29.0,166,3,6,0.28023067519921585,-0.9599326896597447,29.0,28.0,26.5,32.0,27.316666666666666,True,False,True
2023-06-16,46.5,167,4,6,0.26366549272800704,-0.9646141756912435,46.5,47.5,37.0,35.0,43.233333333333334,False,True,True
2023-06-16,29.0,167,4,6,0.26366549272800704,-0.9646141756912435,29.0,28.0,26.5,32.0,27.4,True,False,True
2023-06-17,29.0,168,5,6,0.24702218048093552,-0.9690098257244062,29.0,28.0,26.5,32.0,27.483333333333334,True,False,True
2023-06-17,46.5,168,5,6,0.24702218048093552,-0.9690098257244062,46.5,47.5,37.0,35.0,43.55,False,True,True
2023-06-18,29.0,169,6,6,0.23030567023061221,-0.9731183372332619,29.0,28.0,26.5,32.0,27.566666666666666,True,False,True
2023-06-18,46.5,169,6,6,0.23030567023061221,-0.9731183372332619,46.5,47.5,37.0,35.0,43.86666666666667,False,True,True
2023-06-19,29.0,170,0,6,0.21352091543979612,-0.9769384927771817,29.0,28.0,26.5,32.0,27.65,True,False,True
2023-06-19,46.5,170,0,6,0.21352091543979612,-0.9769384927771817,46.5,47.5,38.0,35.0,44.15,False,True,True
2023-06-20,46.5,171,1,6,0.19667288979357647,-0.980469160361632,46.5,46.5,39.0,35.0,44.4,False,True,True
2023-06-20,29.0,171,1,6,0.19667288979357647,-0.980469160361632,29.0,28.0,26.5,32.0,27.733333333333334,True,False,True
2023-06-21,46.5,172,2,6,0.1797665857255624,-0.9837092937736097,46.5,46.5,39.0,35.0,44.65,False,True,True
2023-06-21,29.0,172,2,6,0.1797665857255624,-0.9837092937736097,29.0,29.0,26.5,32.0,27.816666666666666,True,False,True
2023-06-22,29.0,173,3,6,0.16280701293851715,-0.986657932891657,29.0,29.0,26.5,32.0,27.9,True,False,True
2023-06-22,46.5,173,3,6,0.16280701293851715,-0.986657932891657,46.5,46.5,39.0,35.0,44.9,False,True,True
2023-06-23,46.5,174,4,6,0.1457991969198751,-0.9893142039703663,46.5,46.5,39.0,37.5,45.15,False,True,True
2023-06-23,29.0,174,4,6,0.1457991969198751,-0.9893142039703663,29.0,29.0,26.5,33.5,27.983333333333334,True,False,True
2023-06-24,29.0,175,5,6,0.12874817745258132,-0.99167731989929,29.0,29.0,26.5,33.5,28.066666666666666,True,False,True
2023-06-24,46.5,175,5,6,0.12874817745258132,-0.99167731989929,46.5,46.5,39.0,37.5,45.4,False,True,True
2023-06-25,29.0,176,6,6,0.11165900712169512,-0.993746580436178,29.0,29.0,26.5,33.5,28.15,True,False,True
2023-06-25,46.5,176,6,6,0.11165900712169512,-0.993746580436178,46.5,46.5,39.0,37.5,45.65,False,True,True
2023-06-26,29.0,177,0,6,0.09453674981719912,-0.9955213724144752,29.0,29.0,26.5,33.5,28.233333333333334,True,False,True
2023-06-26,46.5,177,0,6,0.09453674981719912,-0.9955213724144752,46.5,46.5,39.0,37.5,45.9,False,True,True
2023-06-27,29.0,178,1,6,0.07738647923346301,-0.9970011699250151,29.0,29.0,26.5,33.5,28.316666666666666,True,False,True
2023-06-27,46.5,178,1,6,0.07738647923346301,-0.9970011699250151,46.5,46.5,39.0,37.5,46.15,False,True,True
2023-06-28,46.5,179,2,6,0.06021327736579302,-0.9981855344718586,46.5,46.5,39.0,37.5,46.4,False,True,True
2023-06-28,29.0,179,2,6,0.06021327736579302,-0.9981855344718586,29.0,29.0,26.5,33.5,28.4,True,False,True
2023-06-29,46.5,180,3,6,0.04302223300453059,-0.99907411510223,46.5,46.5,39.0,37.5,46.65,False,True,True
2023-06-29,29.0,180,3,6,0.04302223300453059,-0.99907411510223,29.0,29.0,26.5,33.5,28.483333333333334,True,False,True
2023-06-30,29.0,181,4,6,0.02581844022713308,-0.9996666485105112,29.0,29.0,26.5,33.5,28.566666666666666,True,False,True
2023-06-30,46.5,181,4,6,0.02581844022713308,-0.9996666485105112,46.5,46.5,39.0,37.5,46.9,False,True,True
2023-07-01,46.5,182,5,7,0.008606996888688698,-0.9999629591162655,46.5,46.5,47.5,37.5,46.86666666666667,False,True,True
2023-07-01,29.0,182,5,7,0.008606996888688698,-0.9999629591162655,29.0,29.0,28.0,33.5,28.6,True,False,True
2023-07-02,29.0,183,6,7,-0.008606996888688009,-0.9999629591162655,29.0,29.0,28.0,33.5,28.633333333333333,True,False,True
2023-07-02,46.5,183,6,7,-0.008606996888688009,-0.9999629591162655,46.5,46.5,47.5,37.5,46.833333333333336,False,True,True
2023-07-03,29.0,184,0,7,-0.02581844022713239,-0.9996666485105112,29.0,29.0,28.0,33.5,28.666666666666668,True,False,True
2023-07-03,46.5,184,0,7,-0.02581844022713239,-0.9996666485105112,46.5,46.5,47.5,37.5,46.8,False,True,True
2023-07-04,29.0,185,1,7,-0.04302223300453034,-0.99907411510223,29.0,29.0,28.0,33.5,28.7,True,False,True
2023-07-04,46.5,185,1,7,-0.04302223300453034,-0.99907411510223,46.5,46.5,47.5,37.5,46.766666666666666,False,True,True
2023-07-05,46.5,186,2,7,-0.060213277365792774,-0.9981855344718586,46.5,46.5,47.5,37.5,46.733333333333334,False,True,True
2023-07-05,29.0,186,2,7,-0.060213277365792774,-0.9981855344718586,29.0,29.0,28.0,33.5,28.733333333333334,True,False,True
2023-07-06,46.5,187,3,7,-0.07738647923346322,-0.9970011699250151,46.5,46.5,47.5,37.5,46.7,False,True,True
2023-07-06,29.0,187,3,7,-0.07738647923346322,-0.9970011699250151,29.0,29.0,28.0,33.5,28.766666666666666,True,False,True
2023-07-07,46.5,188,4,7,-0.09453674981719933,-0.9955213724144752,46.5,46.5,47.5,37.5,46.666666666666664,False,True,True
2023-07-07,29.0,188,4,7,-0.09453674981719933,-0.9955213724144752,29.0,29.0,28.0,33.5,28.8,True,False,True
2023-07-08,29.0,189,5,7,-0.11165900712169444,-0.9937465804361781,29.0,29.0,28.0,33.5,28.833333333333332,True,False,True
2023-07-08,46.5,189,5,7,-0.11165900712169444,-0.9937465804361781,46.5,46.5,47.5,37.5,46.63333333333333,False,True,True
2023-07-09,29.0,190,6,7,-0.12874817745258066,-0.99167731989929,29.0,29.0,28.0,33.5,28.866666666666667,True,False,True
2023-07-09,46.5,190,6,7,-0.12874817745258066,-0.99167731989929,46.5,46.5,47.5,37.5,46.6,False,True,True
2023-07-10,46.5,191,0,7,-0.14579919691987442,-0.9893142039703664,46.5,46.5,47.5,37.5,46.56666666666667,False,True,True
2023-07-10,29.0,191,0,7,-0.14579919691987442,-0.9893142039703664,29.0,29.0,28.0,33.5,28.9,True,False,True
2023-07-11,29.0,192,1,7,-0.16280701293851646,-0.9866579328916572,29.0,29.0,28.0,33.5,28.933333333333334,True,False,True
2023-07-11,46.5,192,1,7,-0.16280701293851646,-0.9866579328916572,46.5,46.5,47.5,37.5,46.53333333333333,False,True,True
2023-07-12,29.0,193,2,7,-0.17976658572556214,-0.9837092937736098,29.0,29.0,28.0,31.0,28.966666666666665,True,False,True
2023-07-12,46.5,193,2,7,-0.17976658572556214,-0.9837092937736098,46.5,46.5,47.5,39.5,46.5,False,True,True
2023-07-13,29.0,194,3,7,-0.19667288979357622,-0.9804691603616321,29.0,29.0,28.0,31.0,29.0,True,False,True
2023-07-13,46.5,194,3,7,-0.19667288979357622,-0.9804691603616321,46.5,46.5,46.5,39.5,46.5,False,True,True
2023-07-14,46.5,195,4,7,-0.2135209154397959,-0.9769384927771817,46.5,46.5,46.5,39.5,46.5,False,True,True
2023-07-14,29.0,195,4,7,-0.2135209154397959,-0.9769384927771817,29.0,29.0,29.0,31.0,29.0,True,False,True
2023-07-15,29.0,196,5,7,-0.23030567023061196,-0.973118337233262,29.0,29.0,29.0,31.0,29.0,True,False,True
2023-07-15,46.5,196,5,7,-0.23030567023061196,-0.973118337233262,46.5,46.5,46.5,39.5,46.5,False,True,True
2023-07-16,46.5,197,6,7,-0.24702218048093527,-0.9690098257244063,46.5,46.5,46.5,39.5,46.5,False,True,True
2023-07-16,29.0,197,6,7,-0.24702218048093527,-0.9690098257244063,29.0,29.0,29.0,31.0,29.0,True,False,True
2023-07-17,46.5,198,0,7,-0.2636654927280072,-0.9646141756912435,46.5,46.5,46.5,40.5,46.5,False,True,True
2023-07-17,29.0,198,0,7,-0.2636654927280072,-0.9646141756912435,29.0,29.0,29.0,31.0,29.0,True,False,True
2023-07-18,46.5,199,1,7,-0.2802306751992161,-0.9599326896597445,46.5,46.5,46.5,44.0,46.5,False,True,True
2023-07-18,29.0,199,1,7,-0.2802306751992161,-0.9599326896597445,29.0,29.0,29.0,31.0,29.0,True,False,True
2023-07-19,29.0,200,2,7,-0.2967128192734901,-0.9549667548552553,29.0,29.0,29.0,31.0,29.0,True,False,True
2023-07-19,46.5,200,2,7,-0.2967128192734901,-0.9549667548552553,46.5,46.5,46.5,44.0,46.5,False,True,True
2023-07-20,29.0,201,3,7,-0.3131070409358267,-0.9497178427914317,29.0,29.0,29.0,31.0,29.0,True,False,True
2023-07-20,46.5,201,3,7,-0.3131070409358267,-0.9497178427914317,46.5,46.5,46.5,44.0,46.5,False,True,True
2023-07-21,29.0,202,4,7,-0.3294084822245302,-0.9441875088341994,29.0,29.0,29.0,30.0,29.0,True,False,True
2023-07-21,46.5,202,4,7,-0.3294084822245302,-0.9441875088341994,46.5,46.5,46.5,44.0,46.5,False,True,True
2023-07-22,46.5,203,5,7,-0.3456123126707333,-0.9383773917408642,46.5,46.5,46.5,44.0,46.5,False,True,True
2023-07-22,29.0,203,5,7,-0.3456123126707333,-0.9383773917408642,29.0,29.0,29.0,30.0,29.0,True,False,True
2023-07-23,29.0,204,6,7,-0.3617137307297674,-0.9322892131745134,29.0,29.0,29.0,30.0,29.0,True,False,True
2023-07-23,46.5,204,6,7,-0.3617137307297674,-0.9322892131745134,46.5,46.5,46.5,44.0,46.5,False,True,True
2023-07-24,46.5,205,0,7,-0.37770796520396466,-0.9259247771938499,46.5,46.5,46.5,44.0,46.5,False,True,True
2023-07-24,29.0,205,0,7,-0.37770796520396466,-0.9259247771938499,29.0,29.0,29.0,30.0,29.0,True,False,True
2023-07-25,29.0,206,1,7,-0.39359027665646645,-0.9192859697186105,29.0,29.0,29.0,30.0,29.0,True,False,True
2023-07-25,46.5,206,1,7,-0.39359027665646645,-0.9192859697186105,46.5,46.5,46.5,44.0,46.5,False,True,True
2023-07-26,46.5,207,2,7,-0.4093559588156211,-0.9123747579707274,46.5,46.5,46.5,44.0,46.5,False,True,True
2023-07-26,29.0,207,2,7,-0.4093559588156211,-0.9123747579707274,29.0,29.0,29.0,30.0,29.0,True,False,True
2023-07-27,29.0,208,3,7,-0.42500033996955394,-0.9051931898913975,29.0,29.0,29.0,30.0,29.0,True,False,True
2023-07-27,46.5,208,3,7,-0.42500033996955394,-0.9051931898913975,46.5,46.5,46.5,44.0,46.5,False,True,True
2023-07-28,46.5,209,4,7,-0.4405187843504952,-0.8977433935342336,46.5,46.5,46.5,44.0,46.5,False,True,True
2023-07-28,29.0,209,4,7,-0.4405187843504952,-0.8977433935342336,29.0,29.0,29.0,30.0,29.0,True,False,True
2023-07-29,46.5,210,5,7,-0.455906693508459,-0.8900275764346766,46.5,46.5,46.5,44.0,46.5,False,True,True
2023-07-29,29.0,210,5,7,-0.455906693508459,-0.8900275764346766,29.0,29.0,29.0,30.0,29.0,True,False,True
2023-07-30,46.5,211,6,7,-0.47115950767386394,-0.8820480249558535,46.5,46.5,46.5,44.0,46.5,False,True,True
2023-07-30,29.0,211,6,7,-0.47115950767386394,-0.8820480249558535,29.0,29.0,29.0,30.0,29.0,True,False,True
2023-07-31,29.0,212,0,7,-0.4862727071086902,-0.8738071036110807,29.0,29.0,29.0,30.0,29.0,True,False,True
2023-07-31,46.5,212,0,7,-0.4862727071086902,-0.8738071036110807,46.5,46.5,46.5,44.0,46.5,False,True,True
2023-08-01,46.5,213,1,8,-0.5012418134457756,-0.8653072543632061,46.5,46.5,46.5,44.0,46.5,False,True,True
2023-08-01,29.0,213,1,8,-0.5012418134457756,-0.8653072543632061,29.0,29.0,29.0,30.0,29.0,True,False,True
2023-08-02,46.5,214,2,8,-0.5160623910158526,-0.8565509959010037,46.5,46.5,46.5,44.0,46.5,False,True,True
2023-08-02,29.0,214,2,8,-0.5160623910158526,-0.8565509959010037,29.0,29.0,29.0,30.0,29.0,True,False,True
2023-08-03,46.5,215,3,8,-0.5307300481619331,-0.8475409228928312,46.5,46.5,46.5,44.0,46.5,False,True,True
2023-08-03,29.0,215,3,8,-0.5307300481619331,-0.8475409228928312,29.0,29.0,29.0,30.0,29.0,True,False,True
2023-08-04,29.0,216,4,8,-0.5452404385406507,-0.8382797052177745,29.0,29.0,29.0,30.0,29.0,True,False,True
2023-08-04,46.5,216,4,8,-0.5452404385406507,-0.8382797052177745,46.5,46.5,46.5,44.0,46.5,False,True,True
2023-08-05,46.5,217,5,8,-0.5595892624101763,-0.828770087174504,46.5,46.5,46.5,44.0,46.5,False,True,True
2023-08-05,29.0,217,5,8,-0.5595892624101763,-0.828770087174504,29.0,29.0,29.0,30.0,29.0,True,False,True
2023-08-06,46.5,218,6,8,-0.5737722679043243,-0.8190148866680802,46.5,46.5,46.5,44.0,46.5,False,True,True
2023-08-06,29.0,218,6,8,-0.5737722679043243,-0.8190148866680802,29.0,29.0,29.0,30.0,29.0,True,False,True
2023-08-07,46.5,219,0,8,-0.5877852522924734,-0.8090169943749472,46.5,46.5,46.5,44.0,46.5,False,True,True
2023-08-07,29.0,219,0,8,-0.5877852522924734,-0.8090169943749472,29.0,29.0,29.0,30.0,29.0,True,False,True
2023-08-08,46.5,220,1,8,-0.6016240632249227,-0.7987793728863648,46.5,46.5,46.5,44.0,46.5,False,True,True
2023-08-08,29.0,220,1,8,-0.6016240632249227,-0.7987793728863648,29.0,29.0,29.0,30.0,29.0,True,False,True
2023-08-09,46.5,221,2,8,-0.6152845999633277,-0.7883050558305253,46.5,46.5,46.5,44.0,46.5,False,True,True
2023-08-09,29.0,221,2,8,-0.6152845999633277,-0.7883050558305253,29.0,29.0,29.0,30.0,29.0,True,False,True
2023-08-10,46.5,222,3,8,-0.6287628145958345,-0.7775971469736268,46.5,46.5,46.5,44.0,46.5,False,True,True
2023-08-10,29.0,222,3,8,-0.6287628145958345,-0.7775971469736268,29.0,29.0,29.0,30.0,29.0,True,False,True
2023-08-11,46.5,223,4,8,-0.6420547132365636,-0.7666588193001592,46.5,46.5,46.5,44.0,46.5,False,True,True
2023-08-11,29.0,223,4,8,-0.6420547132365636,-0.7666588193001592,29.0,29.0,29.0,30.0,29.0,True,False,True
2023-08-12,29.0,224,5,8,-0.655156357209085,-0.7554933140726804,29.0,29.0,29.0,30.0,29.0,True,False,True
2023-08-12,46.5,224,5,8,-0.655156357209085,-0.7554933140726804,46.5,46.5,46.5,44.0,46.5,False,True,True
2023-08-13,46.5,225,6,8,-0.6680638642135333,-0.7441039398713608,46.5,46.5,46.5,44.0,46.5,False,True,True
2023-08-13,29.0,225,6,8,-0.6680638642135333,-0.7441039398713608,29.0,29.0,29.0,30.0,29.0,True,False,True
2023-08-14,46.5,226,0,8,-0.6807734094770159,-0.7324940716135792,46.5,46.5,46.5,44.0,46.5,False,True,True
2023-08-14,29.0,226,0,8,-0.6807734094770159,-0.7324940716135792,29.0,29.0,29.0,30.0,29.0,True,False,True
2023-08-15,46.5,227,1,8,-0.6932812268869771,-0.7206671495538615,46.5,46.5,46.5,44.0,46.5,False,True,True
2023-08-15,29.0,227,1,8,-0.6932812268869771,-0.7206671495538615,29.0,29.0,29.0,30.0,29.0,True,False,True
2023-08-16,46.5,228,2,8,-0.7055836101071774,-0.70862667826446,46.5,46.5,46.5,44.0,46.5,False,True,True
2023-08-16,29.0,228,2,8,-0.7055836101071774,-0.70862667826446,29.0,29.0,29.0,30.0,29.0,True,False,True
2023-08-17,29.0,229,3,8,-0.7176769136759615,-0.6963762255968726,29.0,29.0,29.0,30.0,29.0,True,False,True
2023-08-17,46.5,229,3,8,-0.7176769136759615,-0.6963762255968726,46.5,46.5,46.5,44.0,46.5,False,True,True
