pubDate,avgPrice,day_of_year,day_of_week,month,doy_sin,doy_cos,avgPrice_lag_1,avgPrice_lag_7,avgPrice_lag_30,avgPrice_lag_365,avgPrice_MA_30,specInfo_UNKNOWN,prodPcat_水菜
2022-10-21,5.25,294,4,10,-0.9398560579418953,0.341570769167856,5.25,6.25,3.4,4.75,5.15,True,True
2022-10-22,5.25,295,5,10,-0.9338372288229252,0.35769823883312546,5.25,6.083333333333333,4.25,4.75,5.183333333333334,True,True
2022-10-23,5.25,296,6,10,-0.9275416835791965,0.3737197147904692,5.25,5.916666666666667,4.25,4.75,5.216666666666667,True,True
2022-10-24,5.25,297,0,10,-0.9209712877166347,0.38963044953078774,5.25,5.75,4.25,4.75,5.25,True,True
2022-10-25,5.25,298,1,10,-0.9141279881853337,0.4054257283599973,5.25,5.75,4.25,4.75,5.283333333333333,True,True
2022-10-26,5.25,299,2,10,-0.9070138128026362,0.42110087079608916,5.25,5.25,4.25,4.75,5.316666666666666,True,True
2022-10-27,3.5,300,3,10,-0.8996308696522434,0.4366512319560638,5.25,5.25,4.25,4.75,5.291666666666667,True,True
2022-10-28,3.75,301,4,10,-0.8919813464595487,0.45207220393230374,3.5,5.25,4.25,4.75,5.275,True,True
2022-10-29,3.75,302,5,10,-0.8840675099433637,0.46735921715800205,3.75,5.25,4.25,4.75,5.258333333333334,True,True
2022-10-30,3.75,303,6,10,-0.8758917051442433,0.48250774176121763,3.75,5.25,4.75,4.666666666666667,5.225,True,True
2022-10-31,3.75,304,0,10,-0.8674563547295971,0.4975132889071803,3.75,5.25,4.833333333333333,4.583333333333333,5.188888888888889,True,True
2022-11-01,3.75,305,1,11,-0.858763958275803,0.5123714121284235,3.75,5.25,4.916666666666667,4.5,5.15,True,True
2022-11-02,3.25,306,2,11,-0.8498170915275277,0.5270777086423724,3.75,5.25,5.0,4.25,5.091666666666667,True,True
2022-11-03,3.25,307,3,11,-0.8406184056344783,0.5416278206559811,3.25,3.5,5.25,4.25,5.025,True,True
2022-11-04,3.25,308,4,11,-0.8311706263658079,0.5560174366570446,3.25,3.75,5.25,4.25,4.958333333333333,True,True
2022-11-05,3.5,309,5,11,-0.8214765533024145,0.5702422926917867,3.25,3.75,5.25,4.25,4.9,True,True
2022-11-06,3.75,310,6,11,-0.8115390590073611,0.5842981736283683,3.5,3.75,5.25,4.25,4.85,True,True
2022-11-07,4.0,311,0,11,-0.801361088174677,0.5981809144059158,3.75,3.75,5.25,4.25,4.808333333333334,True,True
2022-11-08,4.0,312,1,11,-0.7909456567567774,0.6118864012687242,4.0,3.75,5.25,4.25,4.766666666666667,True,True
2022-11-09,5.0,313,2,11,-0.780295851070776,0.6254105729852457,4.0,3.25,5.25,4.25,4.758333333333334,True,True
2022-11-10,4.25,314,3,11,-0.7694148268839381,0.6387494220515268,5.0,3.25,6.25,4.25,4.691666666666666,True,True
2022-11-11,4.25,315,4,11,-0.7583058084785625,0.6518989958787125,4.25,3.25,6.25,4.25,4.625,True,True
2022-11-12,4.25,316,5,11,-0.7469720876965551,0.6648553979642866,4.25,3.5,6.25,4.25,4.558333333333334,True,True
2022-11-13,4.25,317,6,11,-0.7354170229639858,0.6776147890466887,4.25,3.75,6.25,4.25,4.491666666666666,True,True
2022-11-14,4.25,318,0,11,-0.7236440382959124,0.690173388242972,4.25,4.0,6.083333333333333,4.25,4.430555555555556,True,True
2022-11-15,4.25,319,1,11,-0.711656622281775,0.7025274741691566,4.25,4.0,5.916666666666667,4.25,4.375,True,True
