pubDate,avgPrice,day_of_year,day_of_week,month,doy_sin,doy_cos,avgPrice_lag_1,avgPrice_lag_7,avgPrice_lag_30,avgPrice_lag_365,avgPrice_MA_30,specInfo_UNKNOWN,prodPcat_干果
2023-01-13,19.857142857142858,13,4,1,0.2219215130041655,0.9750645322571948,19.904761904761905,20.0,20.0,19.048387096774192,19.99047619047619,True,True
2023-01-14,19.80952380952381,14,5,1,0.2386727660059501,0.9711000518829505,19.857142857142858,20.0,20.0,19.129032258064516,19.984126984126984,True,True
2023-01-15,19.761904761904763,15,6,1,0.255353295116187,0.9668478136052775,19.80952380952381,20.0,20.0,19.20967741935484,19.976190476190478,True,True
2023-01-16,19.714285714285715,16,0,1,0.2719581575341055,0.9623090774541486,19.761904761904763,20.0,20.0,19.29032258064516,19.966666666666665,True,True
2023-01-17,19.666666666666668,17,1,1,0.288482432880609,0.9574851883550393,19.714285714285715,20.0,20.0,19.370967741935484,19.955555555555556,True,True
2023-01-18,19.61904761904762,18,2,1,0.30492122465628907,0.9523775757303974,19.666666666666668,19.952380952380953,20.0,19.451612903225808,19.942857142857143,True,True
2023-01-19,19.571428571428573,19,3,1,0.3212696616923644,0.9469877530760753,19.61904761904762,19.904761904761905,20.0,19.532258064516128,19.92857142857143,True,True
2023-01-20,19.523809523809526,20,4,1,0.3375228995941133,0.9413173175128471,19.571428571428573,19.857142857142858,20.0,19.612903225806452,19.912698412698415,True,True
2023-01-21,19.476190476190474,21,5,1,0.3536761221763716,0.9353679493131483,19.523809523809526,19.80952380952381,20.0,19.693548387096776,19.895238095238096,True,True
2023-01-22,19.428571428571427,22,6,1,0.3697245428906731,0.9291414114031743,19.476190476190474,19.761904761904763,20.0,19.774193548387096,19.876190476190477,True,True
2023-01-23,19.38095238095238,23,0,1,0.38566340624360707,0.9226395488404876,19.428571428571427,19.714285714285715,20.0,19.85483870967742,19.855555555555554,True,True
2023-01-24,19.333333333333332,24,1,1,0.401487989205973,0.9158642882672872,19.38095238095238,19.666666666666668,20.0,19.935483870967744,19.833333333333332,True,True
2023-01-25,19.285714285714285,25,2,1,0.4171936026123168,0.9088176373395029,19.333333333333332,19.61904761904762,20.0,20.016129032258064,19.80952380952381,True,True
2023-01-26,19.238095238095237,26,3,1,0.4327755925504312,0.901501684131884,19.285714285714285,19.571428571428573,20.0,20.096774193548388,19.784126984126985,True,True
2023-01-27,19.19047619047619,27,4,1,0.4482293417404106,0.893918596519257,19.238095238095237,19.523809523809526,20.0,20.177419354838708,19.757142857142856,True,True
2023-01-28,19.142857142857142,28,5,1,0.4635502709028509,0.886070621534138,19.19047619047619,19.476190476190474,20.0,20.258064516129032,19.72857142857143,True,True
2023-01-29,19.095238095238095,29,6,1,0.47873384011578846,0.8779600847008882,19.142857142857142,19.428571428571427,20.0,20.338709677419356,19.6984126984127,True,True
2023-01-30,19.047619047619047,30,0,1,0.49377555015997715,0.869589389346611,19.095238095238095,19.38095238095238,20.0,20.419354838709676,19.666666666666668,True,True
2023-01-31,19.0,31,1,1,0.5086709438521044,0.8609610158889943,19.047619047619047,19.333333333333332,20.0,20.5,19.633333333333333,True,True
2023-02-01,19.0,32,2,2,0.5234156073655503,0.8520775211013093,19.0,19.285714285714285,20.0,20.410714285714285,19.6,True,True
