pubDate,avgPrice,day_of_year,day_of_week,month,doy_sin,doy_cos,avgPrice_lag_1,avgPrice_lag_7,avgPrice_lag_30,avgPrice_lag_365,avgPrice_MA_30,specInfo_腌渍,prodPcat_其他类
2022-08-14,7.5,226,6,8,-0.6807734094770159,-0.7324940716135792,7.5,7.5,7.5,6.5,7.5,True,True
2022-08-15,7.5,227,0,8,-0.6932812268869771,-0.7206671495538615,7.5,7.5,7.5,6.5,7.5,True,True
2022-08-16,7.5,228,1,8,-0.7055836101071774,-0.70862667826446,7.5,7.5,7.5,6.5,7.5,True,True
2022-08-17,7.5,229,2,8,-0.7176769136759615,-0.6963762255968726,7.5,7.5,7.5,6.5,7.5,True,True
2022-08-18,7.5,230,3,8,-0.7295575540864876,-0.6839194216246105,7.5,7.5,7.5,6.5,7.5,True,True
2022-08-19,7.5,231,4,8,-0.7412220108485957,-0.6712599575675315,7.5,7.5,7.5,6.5,7.5,True,True
2022-08-20,7.5,232,5,8,-0.7526668275320083,-0.6584015846980489,7.5,7.5,7.5,6.5,7.5,True,True
2022-08-21,7.5,233,6,8,-0.7638886127905429,-0.64534811322955,7.5,7.5,7.5,6.5,7.5,True,True
2022-08-22,7.5,234,0,8,-0.7748840413670406,-0.6321034111873488,7.5,7.5,7.5,6.5,7.5,True,True
2022-08-23,7.5,235,1,8,-0.7856498550787144,-0.6186714032625032,7.5,7.5,7.5,6.5,7.5,True,True
2022-08-24,7.5,236,2,8,-0.7961828637826154,-0.6050560696488494,7.5,7.5,7.5,6.5,7.5,True,True
2022-08-25,7.5,237,3,8,-0.8064799463209447,-0.5912614448635782,7.5,7.5,7.5,6.5,7.5,True,True
2022-08-26,7.5,238,4,8,-0.8165380514459157,-0.5772916165517278,7.5,7.5,7.5,6.5,7.5,True,True
2022-08-27,7.5,239,5,8,-0.8263541987239094,-0.5631507242749187,7.5,7.5,7.5,6.5,7.5,True,True
2022-08-28,7.5,240,6,8,-0.8359254794186365,-0.5488429582847199,7.5,7.5,7.5,6.5,7.5,True,True
2022-08-29,7.5,241,0,8,-0.8452490573530634,-0.5343725582809785,7.5,7.5,7.5,6.5,7.5,True,True
2022-08-30,7.5,242,1,8,-0.8543221697498269,-0.5197438121555157,7.5,7.5,7.5,6.5,7.5,True,True
2022-08-31,7.5,243,2,8,-0.8631421280499115,-0.5049610547215202,7.5,7.5,7.5,6.5,7.5,True,True
2022-09-01,7.5,244,3,9,-0.8717063187093217,-0.4900286664290594,7.5,7.5,7.5,6.5,7.5,True,True
2022-09-02,7.5,245,4,9,-0.8800122039735356,-0.4749510720670502,7.5,7.5,7.5,6.5,7.5,True,True
2022-09-03,7.5,246,5,9,-0.888057322629493,-0.4597327394521046,7.5,7.5,7.5,6.5,7.5,True,True
2022-09-04,7.5,247,6,9,-0.8958392907349089,-0.4443781781046134,7.5,7.5,7.5,6.5,7.5,True,True
2022-09-05,7.5,248,0,9,-0.9033558023246842,-0.4288919379124841,7.5,7.5,7.5,6.5,7.5,True,True
2022-09-06,7.5,249,1,9,-0.9106046300942162,-0.41327860778290443,7.5,7.5,7.5,6.5,7.5,True,True
2022-09-07,7.5,250,2,9,-0.9175836260593934,-0.3975428142825566,7.5,7.5,7.5,6.5,7.5,True,True
2022-09-08,7.5,251,3,9,-0.9242907221930934,-0.3816892202666586,7.5,7.5,7.5,6.5,7.5,True,True
2022-09-09,7.5,252,4,9,-0.9307239310379793,-0.3657225234972692,7.5,7.5,7.5,6.5,7.5,True,True
2022-09-10,7.5,253,5,9,-0.9368813462954315,-0.34964745525122826,7.5,7.5,7.5,6.5,7.5,True,True
2022-09-11,7.5,254,6,9,-0.9427611433904206,-0.33346877891818705,7.5,7.5,7.5,6.5,7.5,True,True
2022-09-12,7.5,255,0,9,-0.9483615800121716,-0.31719128858910595,7.5,7.5,7.5,6.5,7.5,True,True
2022-09-13,7.5,256,1,9,-0.9536809966304455,-0.300819807635668,7.5,7.5,7.5,6.5,7.5,True,True
2022-09-14,7.5,257,2,9,-0.9587178169872964,-0.2843591872810036,7.5,7.5,7.5,6.5,7.5,True,True
2022-09-15,7.5,258,3,9,-0.9634705485641486,-0.26781430516217486,7.5,7.5,7.5,6.5,7.5,True,True
2022-09-16,7.5,259,4,9,-0.9679377830240642,-0.25119006388481957,7.5,7.5,7.5,6.5,7.5,True,True
2022-09-17,7.5,260,5,9,-0.9721181966290612,-0.23449138957041052,7.5,7.5,7.5,6.5,7.5,True,True
2022-09-18,7.5,261,6,9,-0.9760105506323682,-0.21772323039653224,7.5,7.5,7.5,6.5,7.5,True,True
2022-09-19,7.5,262,0,9,-0.9796136916454901,-0.20089055513063528,7.5,7.5,7.5,6.5,7.5,True,True
2022-09-20,7.5,263,1,9,-0.9829265519799822,-0.18399835165767986,7.5,7.5,7.5,6.5,7.5,True,True
2022-09-21,7.5,264,2,9,-0.9859481499638303,-0.1670516255021195,7.5,7.5,7.5,6.5,7.5,True,True
2022-09-22,7.5,265,3,9,-0.9886775902323404,-0.15005539834465262,7.5,7.5,7.5,6.5,7.5,True,True
2022-09-23,7.5,266,4,9,-0.9911140639934546,-0.13301470653419636,7.5,7.5,7.5,6.5,7.5,True,True
2022-09-24,7.5,267,5,9,-0.9932568492674143,-0.11593459959550066,7.5,7.5,7.5,6.5,7.5,True,True
2022-09-25,7.5,268,6,9,-0.9951053111006974,-0.09882013873287211,7.5,7.5,7.5,6.5,7.5,True,True
2022-09-26,7.5,269,0,9,-0.99665890175417,-0.08167639533042288,7.5,7.5,7.5,6.5,7.5,True,True
2022-09-27,7.5,270,1,9,-0.9979171608653922,-0.06450844944931625,7.5,7.5,7.5,6.5,7.5,True,True
2022-09-28,7.5,271,2,9,-0.9988797155850335,-0.04732138832243232,7.5,7.5,7.5,6.5,7.5,True,True
2022-09-29,7.5,272,3,9,-0.9995462806873573,-0.03012030484690836,7.5,7.5,7.5,6.5,7.5,True,True
2022-09-30,7.5,273,4,9,-0.9999166586547379,-0.012910296075008843,7.5,7.5,7.5,6.75,7.5,True,True
2022-10-01,7.5,274,5,10,-0.9999907397361901,0.004303538296243821,7.5,7.5,7.5,7.0,7.5,True,True
2022-10-02,7.5,275,6,10,-0.9997685019798909,0.021516097436222233,7.5,7.5,7.5,7.0,7.5,True,True
2022-10-03,7.5,276,0,10,-0.9992500112396835,0.03872228089217399,7.5,7.5,7.5,7.0,7.5,True,True
2022-10-04,7.5,277,1,10,-0.9984354211555643,0.05591699010060302,7.5,7.5,7.5,7.0,7.5,True,True
2022-10-05,7.5,278,2,10,-0.9973249731081555,0.07309512989807776,7.5,7.5,7.5,7.0,7.5,True,True
2022-10-06,7.5,279,3,10,-0.9959189961471792,0.0902516100310407,7.5,7.5,7.5,7.0,7.5,True,True
2022-10-07,7.5,280,4,10,-0.994217906893952,0.10738134666416306,7.5,7.5,7.5,7.0,7.5,True,True
2022-10-08,7.5,281,5,10,-0.9922222094179324,0.12447926388678869,7.5,7.5,7.5,7.0,7.5,True,True
2022-10-09,7.5,282,6,10,-0.989932495087353,0.141540295217043,7.5,7.5,7.5,7.0,7.5,True,True
2022-10-10,7.5,283,0,10,-0.9873494423939864,0.15855938510313475,7.5,7.5,7.5,7.0,7.5,True,True
2022-10-11,7.5,284,1,10,-0.9844738167520923,0.17553149042142777,7.5,7.5,7.5,7.0,7.5,True,True
2022-10-12,7.5,285,2,10,-0.9813064702716093,0.19245158197082995,7.5,7.5,7.5,7.0,7.5,True,True
2022-10-13,9.75,286,3,10,-0.9778483415056567,0.20931464596304888,7.5,7.5,7.5,7.0,7.575,True,True
2022-10-14,9.75,287,4,10,-0.9741004551724206,0.22611568550828803,9.75,7.5,7.5,7.0,7.65,True,True
2022-10-15,9.75,288,5,10,-0.970063921851507,0.2428497220959358,9.75,7.5,7.5,7.0,7.725,True,True
2022-10-16,9.75,289,6,10,-0.965739937654855,0.25951179706979943,9.75,7.5,7.5,7.0,7.8,True,True
2022-10-17,9.75,290,0,10,-0.9611297838723007,0.27609697309746883,9.75,7.5,7.5,7.0,7.875,True,True
2022-10-18,9.75,291,1,10,-0.9562348265919058,0.2926003356333479,9.75,7.5,7.5,7.0,7.95,True,True
2022-10-19,9.75,292,2,10,-0.9510565162951536,0.30901699437494723,9.75,7.5,7.5,7.0,8.025,True,True
2022-10-20,9.75,293,3,10,-0.9455963874271428,0.3253420847119795,9.75,9.75,7.5,7.0,8.1,True,True
2022-10-21,9.75,294,4,10,-0.9398560579418953,0.341570769167856,9.75,9.75,7.5,7.0,8.175,True,True
2022-10-22,9.75,295,5,10,-0.9338372288229252,0.35769823883312546,9.75,9.75,7.5,7.0,8.25,True,True
2022-10-23,9.75,296,6,10,-0.9275416835791965,0.3737197147904692,9.75,9.75,7.5,7.0,8.325,True,True
2022-10-24,9.75,297,0,10,-0.9209712877166347,0.38963044953078774,9.75,9.75,7.5,7.0,8.4,True,True
2022-10-25,9.75,298,1,10,-0.9141279881853337,0.4054257283599973,9.75,9.75,7.5,7.0,8.475,True,True
2022-10-26,9.75,299,2,10,-0.9070138128026362,0.42110087079608916,9.75,9.75,7.5,7.0,8.55,True,True
2022-10-27,9.75,300,3,10,-0.8996308696522434,0.4366512319560638,9.75,9.75,7.5,7.0,8.625,True,True
2022-10-28,9.75,301,4,10,-0.8919813464595487,0.45207220393230374,9.75,9.75,7.5,7.0,8.7,True,True
2022-10-29,9.75,302,5,10,-0.8840675099433637,0.46735921715800205,9.75,9.75,7.5,7.0,8.775,True,True
2022-10-30,9.75,303,6,10,-0.8758917051442433,0.48250774176121763,9.75,9.75,7.5,7.0,8.85,True,True
2022-10-31,9.75,304,0,10,-0.8674563547295971,0.4975132889071803,9.75,9.75,7.5,7.0,8.925,True,True
2022-11-01,9.75,305,1,11,-0.858763958275803,0.5123714121284235,9.75,9.75,7.5,7.0,9.0,True,True
2022-11-02,9.75,306,2,11,-0.8498170915275277,0.5270777086423724,9.75,9.75,7.5,7.0,9.075,True,True
2022-11-03,9.75,307,3,11,-0.8406184056344783,0.5416278206559811,9.75,9.75,7.5,7.0,9.15,True,True
2022-11-04,9.75,308,4,11,-0.8311706263658079,0.5560174366570446,9.75,9.75,7.5,7.0,9.225,True,True
2022-11-05,9.75,309,5,11,-0.8214765533024145,0.5702422926917867,9.75,9.75,7.5,7.0,9.3,True,True
2022-11-06,9.75,310,6,11,-0.8115390590073611,0.5842981736283683,9.75,9.75,7.5,7.0,9.375,True,True
2022-11-07,9.75,311,0,11,-0.801361088174677,0.5981809144059158,9.75,9.75,7.5,7.0,9.45,True,True
2022-11-08,9.75,312,1,11,-0.7909456567567774,0.6118864012687242,9.75,9.75,7.5,7.0,9.525,True,True
2022-11-09,9.75,313,2,11,-0.780295851070776,0.6254105729852457,9.75,9.75,7.5,7.0,9.6,True,True
2022-11-10,9.75,314,3,11,-0.7694148268839381,0.6387494220515268,9.75,9.75,7.5,7.0,9.675,True,True
2022-11-11,9.75,315,4,11,-0.7583058084785625,0.6518989958787125,9.75,9.75,7.5,7.0,9.75,True,True
2022-11-12,9.75,316,5,11,-0.7469720876965551,0.6648553979642866,9.75,9.75,9.75,7.0,9.75,True,True
2022-11-13,9.75,317,6,11,-0.7354170229639858,0.6776147890466887,9.75,9.75,9.75,7.0,9.75,True,True
2022-11-14,9.75,318,0,11,-0.7236440382959124,0.690173388242972,9.75,9.75,9.75,7.0,9.75,True,True
2022-11-15,9.75,319,1,11,-0.711656622281775,0.7025274741691566,9.75,9.75,9.75,7.0,9.75,True,True
2022-11-16,9.75,320,2,11,-0.6994583270516471,0.7146733860429608,9.75,9.75,9.75,7.0,9.75,True,True
2022-11-17,9.75,321,3,11,-0.6870527672236675,0.7266075247685652,9.75,9.75,9.75,7.0,9.75,True,True
2022-11-18,9.75,322,4,11,-0.6744436188329457,0.7383263540031063,9.75,9.75,9.75,7.0,9.75,True,True
2022-11-19,9.75,323,5,11,-0.661634618242279,0.749826401204568,9.75,9.75,9.75,7.0,9.75,True,True
2022-11-20,9.75,324,6,11,-0.6486295610349818,0.7611042586607742,9.75,9.75,9.75,7.0,9.75,True,True
2022-11-21,9.75,325,0,11,-0.6354323008901775,0.7721565844991641,9.75,9.75,9.75,7.0,9.75,True,True
2022-11-22,9.75,326,1,11,-0.622046748440868,0.7829801036770624,9.75,9.75,9.75,7.0,9.75,True,True
2022-11-23,9.75,327,2,11,-0.6084768701151264,0.7935716089521472,9.75,9.75,9.75,7.0,9.75,True,True
2022-11-24,9.75,328,3,11,-0.594726686960764,0.8039279618328208,9.75,9.75,9.75,7.0,9.75,True,True
2022-11-25,9.75,329,4,11,-0.5808002734538013,0.8140460935082175,9.75,9.75,9.75,7.0,9.75,True,True
2022-11-26,9.75,330,5,11,-0.5667017562911184,0.8239230057575536,9.75,9.75,9.75,7.0,9.75,True,True
2022-11-27,9.75,331,6,11,-0.5524353131676203,0.8335557718385695,9.75,9.75,9.75,7.0,9.75,True,True
2022-11-28,9.75,332,0,11,-0.5380051715382992,0.8429415373547832,9.75,9.75,9.75,7.0,9.75,True,True
2022-11-29,9.75,333,1,11,-0.5234156073655503,0.8520775211013093,9.75,9.75,9.75,7.0,9.75,True,True
2022-11-30,9.75,334,2,11,-0.5086709438521042,0.8609610158889945,9.75,9.75,9.75,7.0,9.75,True,True
2022-12-01,9.75,335,3,12,-0.49377555015997737,0.8695893893466109,9.75,9.75,9.75,7.0,9.75,True,True
2022-12-02,9.75,336,4,12,-0.4787338401157883,0.8779600847008883,9.75,9.75,9.75,7.0,9.75,True,True
2022-12-03,9.75,337,5,12,-0.4635502709028512,0.8860706215341378,9.75,9.75,9.75,7.0,9.75,True,True
2022-12-04,9.75,338,6,12,-0.4482293417404106,0.893918596519257,9.75,9.75,9.75,7.0,9.75,True,True
2022-12-05,9.75,339,0,12,-0.4327755925504317,0.9015016841318838,9.75,9.75,9.75,7.0,9.75,True,True
2022-12-06,9.75,340,1,12,-0.41719360261231697,0.9088176373395028,9.75,9.75,9.75,7.0,9.75,True,True
2022-12-07,9.75,341,2,12,-0.4014879892059737,0.9158642882672868,9.75,9.75,9.75,7.0,9.75,True,True
2022-12-08,9.75,342,3,12,-0.38566340624360745,0.9226395488404875,9.75,9.75,9.75,7.0,9.75,True,True
2022-12-09,9.75,343,4,12,-0.3697245428906732,0.9291414114031743,9.75,9.75,9.75,7.0,9.75,True,True
2022-12-10,9.75,344,5,12,-0.3536761221763721,0.935367949313148,9.75,9.75,9.75,7.0,9.75,True,True
2022-12-11,9.75,345,6,12,-0.33752289959411347,0.941317317512847,9.75,9.75,9.75,7.0,9.75,True,True
2022-12-12,9.75,346,0,12,-0.32126966169236515,0.9469877530760751,9.75,9.75,9.75,7.0,9.75,True,True
2022-12-13,9.75,347,1,12,-0.3049212246562894,0.9523775757303973,9.75,9.75,9.75,7.0,9.75,True,True
2022-12-14,9.75,348,2,12,-0.2884824328806098,0.9574851883550389,9.75,9.75,9.75,7.0,9.75,True,True
2022-12-15,9.75,349,3,12,-0.27195815753410524,0.9623090774541487,9.75,9.75,9.75,7.0,9.75,True,True
2022-12-16,9.75,350,4,12,-0.2553532951161881,0.9668478136052773,9.75,9.75,9.75,7.0,9.75,True,True
2022-12-17,9.75,351,5,12,-0.23867276600594997,0.9711000518829505,9.75,9.75,9.75,7.0,9.75,True,True
2022-12-18,9.75,352,6,12,-0.22192151300416674,0.9750645322571945,9.75,9.75,9.75,7.0,9.75,True,True
2022-12-19,9.75,353,0,12,-0.20510449986861926,0.9787400799669153,9.75,9.75,9.75,7.0,9.75,True,True
2022-12-20,9.75,354,1,12,-0.1882267098432439,0.9821256058680006,9.75,9.75,9.75,7.0,9.75,True,True
2022-12-21,9.75,355,2,12,-0.1712931441814778,0.9852201067560606,9.75,9.75,9.75,7.0,9.75,True,True
2022-12-22,9.75,356,3,12,-0.154308820664281,0.9880226656636976,9.75,9.75,9.75,7.0,9.75,True,True
2022-12-23,9.75,357,4,12,-0.13727877211326517,0.9905324521322227,9.75,9.75,9.75,7.0,9.75,True,True
2022-12-24,9.75,358,5,12,-0.12020804489935275,0.9927487224577402,9.75,9.75,9.75,7.0,9.75,True,True
2022-12-25,9.75,359,6,12,-0.10310169744743544,0.9946708199115211,9.75,9.75,9.75,7.0,9.75,True,True
2022-12-26,9.75,360,0,12,-0.0859647987374467,0.9962981749346077,9.75,9.75,9.75,7.0,9.75,True,True
2022-12-27,9.75,361,1,12,-0.06880242680232064,0.9976303053065857,9.75,9.75,9.75,7.0,9.75,True,True
2022-12-28,9.75,362,2,12,-0.05161966722325418,0.9986668162884759,9.75,9.75,9.75,7.0,9.75,True,True
2022-12-29,9.75,363,3,12,-0.034421611622745804,0.9994074007397048,9.75,9.75,9.75,7.0,9.75,True,True
2022-12-30,9.75,364,4,12,-0.01721335615583528,0.9998518392091162,9.75,9.75,9.75,7.0,9.75,True,True
2022-12-31,9.75,365,5,12,6.432490598706546e-16,1.0,9.75,9.75,9.75,7.0,9.75,True,True
2023-01-01,9.75,1,6,1,0.017213356155834685,0.9998518392091162,9.75,9.75,9.75,7.0,9.75,True,True
2023-01-02,9.75,2,0,1,0.03442161162274574,0.9994074007397048,9.75,9.75,9.75,7.0,9.75,True,True
2023-01-03,9.75,3,1,1,0.051619667223253764,0.998666816288476,9.75,9.75,9.75,7.0,9.75,True,True
2023-01-04,9.75,4,2,1,0.06880242680231986,0.9976303053065857,9.75,9.75,9.75,7.0,9.75,True,True
2023-01-05,9.75,5,3,1,0.08596479873744647,0.9962981749346078,9.75,9.75,9.75,7.0,9.75,True,True
2023-01-06,9.75,6,4,1,0.10310169744743485,0.9946708199115211,9.75,9.75,9.75,7.0,9.75,True,True
2023-01-07,9.75,7,5,1,0.1202080448993527,0.9927487224577402,9.75,9.75,9.75,7.0,9.75,True,True
2023-01-08,9.75,8,6,1,0.13727877211326478,0.9905324521322229,9.75,9.75,9.75,7.0,9.75,True,True
2023-01-09,9.75,9,0,1,0.15430882066428117,0.9880226656636976,9.75,9.75,9.75,7.0,9.75,True,True
2023-01-10,9.75,10,1,1,0.1712931441814776,0.9852201067560606,9.75,9.75,9.75,7.0,9.75,True,True
2023-01-11,9.75,11,2,1,0.1882267098432442,0.9821256058680006,9.75,9.75,9.75,7.0,9.75,True,True
2023-01-12,9.75,12,3,1,0.2051044998686192,0.9787400799669153,9.75,9.75,9.75,7.0,9.75,True,True
2023-01-13,9.75,13,4,1,0.2219215130041655,0.9750645322571948,9.75,9.75,9.75,7.0,9.75,True,True
2023-01-14,9.75,14,5,1,0.2386727660059501,0.9711000518829505,9.75,9.75,9.75,7.0,9.75,True,True
2023-01-15,9.75,15,6,1,0.255353295116187,0.9668478136052775,9.75,9.75,9.75,7.0,9.75,True,True
2023-01-16,9.75,16,0,1,0.2719581575341055,0.9623090774541486,9.75,9.75,9.75,7.0,9.75,True,True
2023-01-17,9.75,17,1,1,0.288482432880609,0.9574851883550393,9.75,9.75,9.75,7.0,9.75,True,True
2023-01-18,9.75,18,2,1,0.30492122465628907,0.9523775757303974,9.75,9.75,9.75,7.0,9.75,True,True
2023-01-19,9.75,19,3,1,0.3212696616923644,0.9469877530760753,9.75,9.75,9.75,7.0,9.75,True,True
2023-01-20,9.75,20,4,1,0.3375228995941133,0.9413173175128471,9.75,9.75,9.75,7.0,9.75,True,True
2023-01-21,9.75,21,5,1,0.3536761221763716,0.9353679493131483,9.75,9.75,9.75,7.0,9.75,True,True
2023-01-22,9.75,22,6,1,0.3697245428906731,0.9291414114031743,9.75,9.75,9.75,7.0,9.75,True,True
2023-01-23,9.75,23,0,1,0.38566340624360707,0.9226395488404876,9.75,9.75,9.75,7.0,9.75,True,True
2023-01-24,9.75,24,1,1,0.401487989205973,0.9158642882672872,9.75,9.75,9.75,7.0,9.75,True,True
2023-01-25,9.75,25,2,1,0.4171936026123168,0.9088176373395029,9.75,9.75,9.75,7.0,9.75,True,True
2023-01-26,9.75,26,3,1,0.4327755925504312,0.901501684131884,9.75,9.75,9.75,7.0,9.75,True,True
2023-01-27,9.75,27,4,1,0.4482293417404106,0.893918596519257,9.75,9.75,9.75,7.0,9.75,True,True
2023-01-28,9.75,28,5,1,0.4635502709028509,0.886070621534138,9.75,9.75,9.75,7.0,9.75,True,True
2023-01-29,9.75,29,6,1,0.47873384011578846,0.8779600847008882,9.75,9.75,9.75,7.0,9.75,True,True
2023-01-30,9.75,30,0,1,0.49377555015997715,0.869589389346611,9.75,9.75,9.75,7.0,9.75,True,True
2023-01-31,9.75,31,1,1,0.5086709438521044,0.8609610158889943,9.75,9.75,9.75,7.0,9.75,True,True
2023-02-01,9.75,32,2,2,0.5234156073655503,0.8520775211013093,9.75,9.75,9.75,7.0,9.75,True,True
2023-02-02,9.75,33,3,2,0.5380051715382996,0.8429415373547828,9.75,9.75,9.75,7.0,9.75,True,True
2023-02-03,9.75,34,4,2,0.5524353131676196,0.8335557718385699,9.75,9.75,9.75,7.0,9.75,True,True
2023-02-04,9.75,35,5,2,0.5667017562911176,0.8239230057575542,9.75,9.75,9.75,7.0,9.75,True,True
2023-02-05,9.75,36,6,2,0.5808002734538009,0.8140460935082178,9.75,9.75,9.75,7.0,9.75,True,True
2023-02-06,9.75,37,0,2,0.5947266869607634,0.8039279618328213,9.75,9.75,9.75,7.0,9.75,True,True
2023-02-07,9.75,38,1,2,0.6084768701151261,0.7935716089521474,9.75,9.75,9.75,7.0,9.75,True,True
2023-02-08,9.75,39,2,2,0.6220467484408675,0.7829801036770629,9.75,9.75,9.75,7.0,9.75,True,True
2023-02-09,9.75,40,3,2,0.6354323008901774,0.7721565844991642,9.75,9.75,9.75,7.0,9.75,True,True
2023-02-10,9.75,41,4,2,0.6486295610349814,0.7611042586607747,9.75,9.75,9.75,7.0,9.75,True,True
2023-02-11,9.75,42,5,2,0.6616346182422783,0.7498264012045686,9.75,9.75,9.75,7.0,9.75,True,True
2023-02-12,9.75,43,6,2,0.6744436188329455,0.7383263540031065,9.75,9.75,9.75,7.0,9.75,True,True
2023-02-13,9.75,44,0,2,0.6870527672236669,0.7266075247685656,9.75,9.75,9.75,7.0,9.75,True,True
2023-02-14,9.75,45,1,2,0.699458327051647,0.7146733860429609,9.75,9.75,9.75,7.0,9.75,True,True
2023-02-15,9.75,46,2,2,0.7116566222817746,0.7025274741691571,9.75,9.75,9.75,7.0,9.75,True,True
2023-02-16,9.75,47,3,2,0.7236440382959124,0.6901733882429719,9.75,9.75,9.75,7.0,9.75,True,True
2023-02-17,9.75,48,4,2,0.7354170229639855,0.6776147890466889,9.75,9.75,9.75,7.0,9.75,True,True
2023-02-18,9.75,49,5,2,0.7469720876965552,0.6648553979642865,9.75,9.75,9.75,7.0,9.75,True,True
2023-02-19,9.75,50,6,2,0.7583058084785624,0.6518989958787126,9.75,9.75,9.75,7.0,9.75,True,True
2023-02-20,9.75,51,0,2,0.7694148268839378,0.6387494220515272,9.75,9.75,9.75,7.0,9.75,True,True
2023-02-21,9.75,52,1,2,0.7802958510707755,0.6254105729852463,9.75,9.75,9.75,7.0,9.75,True,True
2023-02-22,9.75,53,2,2,0.7909456567567772,0.6118864012687243,9.75,9.75,9.75,7.0,9.75,True,True
2023-02-23,9.75,54,3,2,0.8013610881746766,0.5981809144059165,9.75,9.75,9.75,7.0,9.75,True,True
2023-02-24,9.333333333333334,55,4,2,0.8115390590073611,0.5842981736283684,9.75,9.75,9.75,7.0,9.73611111111111,True,True
2023-02-25,8.916666666666666,56,5,2,0.8214765533024142,0.5702422926917871,9.333333333333334,9.75,9.75,7.0,9.708333333333334,True,True
2023-02-26,8.5,57,6,2,0.8311706263658079,0.5560174366570446,8.916666666666666,9.75,9.75,7.0,9.666666666666666,True,True
2023-02-27,8.5,58,0,2,0.8406184056344782,0.5416278206559814,8.5,9.75,9.75,7.0,9.625,True,True
2023-02-28,8.5,59,1,2,0.8498170915275278,0.5270777086423722,8.5,9.75,9.75,7.0,9.583333333333334,True,True
2023-03-01,8.5,60,2,3,0.8587639582758029,0.5123714121284237,8.5,9.75,9.75,7.0,9.541666666666666,True,True
2023-03-02,8.5,61,3,3,0.8674563547295969,0.49751328890718066,8.5,9.75,9.75,7.0,9.5,True,True
2023-03-03,8.5,62,4,3,0.8758917051442429,0.48250774176121847,8.5,9.333333333333334,9.75,7.0,9.458333333333334,True,True
2023-03-04,8.5,63,5,3,0.8840675099433636,0.4673592171580022,8.5,8.916666666666666,9.75,7.0,9.416666666666666,True,True
2023-03-05,8.5,64,6,3,0.8919813464595485,0.45207220393230435,8.5,8.5,9.75,7.0,9.375,True,True
2023-03-06,8.5,65,0,3,0.8996308696522433,0.43665123195606403,8.5,8.5,9.75,7.0,9.333333333333334,True,True
2023-03-07,8.5,66,1,3,0.9070138128026359,0.4211008707960896,8.5,8.5,9.75,7.0,9.291666666666666,True,True
2023-03-08,8.5,67,2,3,0.9141279881853337,0.40542572835999735,8.5,8.5,9.75,7.0,9.25,True,True
2023-03-09,8.5,68,3,3,0.9209712877166346,0.38963044953078796,8.5,8.5,9.75,7.0,9.208333333333334,True,True
2023-03-10,8.5,69,4,3,0.9275416835791966,0.37371971479046906,8.5,8.5,9.75,7.0,9.166666666666666,True,True
2023-03-11,8.5,70,5,3,0.9338372288229252,0.35769823883312546,8.5,8.5,9.75,7.0,9.125,True,True
2023-03-12,8.5,71,6,3,0.9398560579418954,0.3415707691678556,8.5,8.5,9.75,7.0,9.083333333333334,True,True
2023-03-13,8.5,72,0,3,0.9455963874271426,0.3253420847119801,8.5,8.5,9.75,7.0,9.041666666666666,True,True
