pubDate,avgPrice,day_of_year,day_of_week,month,doy_sin,doy_cos,avgPrice_lag_1,avgPrice_lag_7,avgPrice_lag_30,avgPrice_lag_365,avgPrice_MA_30,specInfo_活,prodPcat_其他类
2022-12-23,38.5,357,4,12,-0.13727877211326517,0.9905324521322227,38.5,38.5,38.5,35.0,38.5,True,True
2022-12-24,37.5,358,5,12,-0.12020804489935275,0.9927487224577402,38.5,38.5,38.5,35.0,38.46666666666667,True,True
2022-12-25,36.5,359,6,12,-0.10310169744743544,0.9946708199115211,37.5,38.5,38.5,35.0,38.4,True,True
2022-12-26,35.5,360,0,12,-0.0859647987374467,0.9962981749346077,36.5,38.5,38.5,35.0,38.3,True,True
2022-12-27,35.5,361,1,12,-0.06880242680232064,0.9976303053065857,35.5,38.5,38.5,35.0,38.2,True,True
2022-12-28,35.5,362,2,12,-0.05161966722325418,0.9986668162884759,35.5,38.5,38.5,35.0,38.1,True,True
2022-12-29,35.5,363,3,12,-0.034421611622745804,0.9994074007397048,35.5,38.5,38.5,35.0,38.0,True,True
2022-12-30,35.5,364,4,12,-0.01721335615583528,0.9998518392091162,35.5,38.5,38.5,35.0,37.9,True,True
2022-12-31,35.5,365,5,12,6.432490598706546e-16,1.0,35.5,37.5,38.5,35.0,37.8,True,True
2023-01-01,35.5,1,6,1,0.017213356155834685,0.9998518392091162,35.5,36.5,38.5,35.0,37.7,True,True
2023-01-02,35.5,2,0,1,0.03442161162274574,0.9994074007397048,35.5,35.5,38.5,35.0,37.6,True,True
2023-01-03,35.5,3,1,1,0.051619667223253764,0.998666816288476,35.5,35.5,38.5,35.0,37.5,True,True
2023-01-04,35.5,4,2,1,0.06880242680231986,0.9976303053065857,35.5,35.5,38.5,35.0,37.4,True,True
2023-01-05,35.5,5,3,1,0.08596479873744647,0.9962981749346078,35.5,35.5,38.5,35.0,37.3,True,True
2023-01-06,35.5,6,4,1,0.10310169744743485,0.9946708199115211,35.5,35.5,38.5,35.0,37.2,True,True
2023-01-07,35.5,7,5,1,0.1202080448993527,0.9927487224577402,35.5,35.5,38.5,35.0,37.1,True,True
2023-01-08,35.5,8,6,1,0.13727877211326478,0.9905324521322229,35.5,35.5,38.5,34.75,37.0,True,True
2023-01-09,35.5,9,0,1,0.15430882066428117,0.9880226656636976,35.5,35.5,38.5,34.5,36.9,True,True
2023-01-10,35.5,10,1,1,0.1712931441814776,0.9852201067560606,35.5,35.5,38.5,34.25,36.8,True,True
2023-01-11,35.5,11,2,1,0.1882267098432442,0.9821256058680006,35.5,35.5,38.5,34.0,36.7,True,True
2023-01-12,37.0,12,3,1,0.2051044998686192,0.9787400799669153,35.5,35.5,38.5,34.0,36.65,True,True
2023-01-13,38.5,13,4,1,0.2219215130041655,0.9750645322571948,37.0,35.5,38.5,34.0,36.65,True,True
2023-01-14,38.5,14,5,1,0.2386727660059501,0.9711000518829505,38.5,35.5,38.5,34.0,36.65,True,True
2023-01-15,38.5,15,6,1,0.255353295116187,0.9668478136052775,38.5,35.5,38.5,34.5,36.65,True,True
2023-01-16,38.5,16,0,1,0.2719581575341055,0.9623090774541486,38.5,35.5,38.5,35.0,36.65,True,True
2023-01-17,38.5,17,1,1,0.288482432880609,0.9574851883550393,38.5,35.5,38.5,35.0,36.65,True,True
2023-01-18,38.5,18,2,1,0.30492122465628907,0.9523775757303974,38.5,35.5,38.5,35.0,36.65,True,True
2023-01-19,38.5,19,3,1,0.3212696616923644,0.9469877530760753,38.5,37.0,38.5,35.0,36.65,True,True
2023-01-20,38.5,20,4,1,0.3375228995941133,0.9413173175128471,38.5,38.5,38.5,35.0,36.65,True,True
2023-01-21,38.5,21,5,1,0.3536761221763716,0.9353679493131483,38.5,38.5,38.5,35.0,36.65,True,True
2023-01-22,38.5,22,6,1,0.3697245428906731,0.9291414114031743,38.5,38.5,38.5,35.0,36.65,True,True
2023-01-23,38.5,23,0,1,0.38566340624360707,0.9226395488404876,38.5,38.5,37.5,35.0,36.68333333333333,True,True
2023-01-24,38.5,24,1,1,0.401487989205973,0.9158642882672872,38.5,38.5,36.5,35.0,36.75,True,True
2023-01-25,38.5,25,2,1,0.4171936026123168,0.9088176373395029,38.5,38.5,35.5,35.0,36.85,True,True
2023-01-26,38.5,26,3,1,0.4327755925504312,0.901501684131884,38.5,38.5,35.5,35.0,36.95,True,True
2023-01-27,38.5,27,4,1,0.4482293417404106,0.893918596519257,38.5,38.5,35.5,35.0,37.05,True,True
2023-01-28,38.5,28,5,1,0.4635502709028509,0.886070621534138,38.5,38.5,35.5,35.0,37.15,True,True
2023-01-29,38.5,29,6,1,0.47873384011578846,0.8779600847008882,38.5,38.5,35.5,35.0,37.25,True,True
2023-01-30,38.5,30,0,1,0.49377555015997715,0.869589389346611,38.5,38.5,35.5,35.0,37.35,True,True
2023-01-31,38.5,31,1,1,0.5086709438521044,0.8609610158889943,38.5,38.5,35.5,35.0,37.45,True,True
