pubDate,avgPrice,day_of_year,day_of_week,month,doy_sin,doy_cos,avgPrice_lag_1,avgPrice_lag_7,avgPrice_lag_30,avgPrice_lag_365,avgPrice_MA_30,specInfo_UNKNOWN,prodPcat_米面类
2022-08-19,3.45,231,4,8,-0.7412220108485957,-0.6712599575675315,3.45,3.45,3.45,3.455,3.45,True,True
2022-08-20,3.45,232,5,8,-0.7526668275320083,-0.6584015846980489,3.45,3.45,3.45,3.45,3.45,True,True
2022-08-21,3.45,233,6,8,-0.7638886127905429,-0.64534811322955,3.45,3.45,3.45,3.45,3.45,True,True
2022-08-22,3.45,234,0,8,-0.7748840413670406,-0.6321034111873488,3.45,3.45,3.45,3.45,3.45,True,True
2022-08-23,3.45,235,1,8,-0.7856498550787144,-0.6186714032625032,3.45,3.45,3.45,3.45,3.45,True,True
2022-08-24,3.45,236,2,8,-0.7961828637826154,-0.6050560696488494,3.45,3.45,3.45,3.45,3.45,True,True
2022-08-25,3.45,237,3,8,-0.8064799463209447,-0.5912614448635782,3.45,3.45,3.45,3.45,3.45,True,True
2022-08-26,3.45,238,4,8,-0.8165380514459157,-0.5772916165517278,3.45,3.45,3.45,3.45,3.45,True,True
2022-08-27,3.45,239,5,8,-0.8263541987239094,-0.5631507242749187,3.45,3.45,3.45,3.45,3.45,True,True
2022-08-28,3.45,240,6,8,-0.8359254794186365,-0.5488429582847199,3.45,3.45,3.45,3.45,3.45,True,True
2022-08-29,3.45,241,0,8,-0.8452490573530634,-0.5343725582809785,3.45,3.45,3.45,3.45,3.45,True,True
2022-08-30,3.45,242,1,8,-0.8543221697498269,-0.5197438121555157,3.45,3.45,3.45,3.45,3.45,True,True
2022-08-31,3.45,243,2,8,-0.8631421280499115,-0.5049610547215202,3.45,3.45,3.45,3.45,3.45,True,True
2022-09-01,3.45,244,3,9,-0.8717063187093217,-0.4900286664290594,3.45,3.45,3.45,3.45,3.45,True,True
2022-09-02,3.45,245,4,9,-0.8800122039735356,-0.4749510720670502,3.45,3.45,3.45,3.45,3.45,True,True
2022-09-03,3.45,246,5,9,-0.888057322629493,-0.4597327394521046,3.45,3.45,3.45,3.45,3.45,True,True
2022-09-04,3.45,247,6,9,-0.8958392907349089,-0.4443781781046134,3.45,3.45,3.45,3.45,3.45,True,True
2022-09-05,3.45,248,0,9,-0.9033558023246842,-0.4288919379124841,3.45,3.45,3.45,3.45,3.45,True,True
2022-09-06,3.45,249,1,9,-0.9106046300942162,-0.41327860778290443,3.45,3.45,3.45,3.45,3.45,True,True
2022-09-07,3.45,250,2,9,-0.9175836260593934,-0.3975428142825566,3.45,3.45,3.45,3.45,3.45,True,True
2022-09-08,3.45,251,3,9,-0.9242907221930934,-0.3816892202666586,3.45,3.45,3.45,3.45,3.45,True,True
2022-09-09,3.45,252,4,9,-0.9307239310379793,-0.3657225234972692,3.45,3.45,3.45,3.45,3.45,True,True
2022-09-10,3.45,253,5,9,-0.9368813462954315,-0.34964745525122826,3.45,3.45,3.45,3.45,3.45,True,True
