pubDate,avgPrice,day_of_year,day_of_week,month,doy_sin,doy_cos,avgPrice_lag_1,avgPrice_lag_7,avgPrice_lag_30,avgPrice_lag_365,avgPrice_MA_30,specInfo_UNKNOWN,prodPcat_特菜
2022-09-17,9.5,260,5,9,-0.9721181966290612,-0.23449138957041052,9.5,9.5,10.5,8.0,9.733333333333333,True,True
2022-09-18,9.5,261,6,9,-0.9760105506323682,-0.21772323039653224,9.5,9.5,10.5,8.0,9.7,True,True
2022-09-19,9.5,262,0,9,-0.9796136916454901,-0.20089055513063528,9.5,9.5,10.5,8.0,9.666666666666666,True,True
2022-09-20,9.5,263,1,9,-0.9829265519799822,-0.18399835165767986,9.5,9.5,10.409090909090908,8.0,9.636363636363635,True,True
2022-09-21,9.5,264,2,9,-0.9859481499638303,-0.1670516255021195,9.5,9.5,10.318181818181818,8.0,9.609090909090908,True,True
2022-09-22,9.5,265,3,9,-0.9886775902323404,-0.15005539834465262,9.5,9.5,10.227272727272727,8.0,9.584848484848484,True,True
2022-09-23,9.5,266,4,9,-0.9911140639934546,-0.13301470653419636,9.5,9.5,10.136363636363637,8.0,9.563636363636363,True,True
2022-09-24,9.5,267,5,9,-0.9932568492674143,-0.11593459959550066,9.5,9.5,10.045454545454545,8.0,9.545454545454543,True,True
2022-09-25,9.5,268,6,9,-0.9951053111006974,-0.09882013873287211,9.5,9.5,9.954545454545455,8.0,9.53030303030303,True,True
2022-09-26,9.5,269,0,9,-0.99665890175417,-0.08167639533042288,9.5,9.5,9.863636363636363,8.0,9.518181818181818,True,True
2022-09-27,9.5,270,1,9,-0.9979171608653922,-0.06450844944931625,9.5,9.5,9.772727272727273,8.0,9.509090909090908,True,True
2022-09-28,9.5,271,2,9,-0.9988797155850335,-0.04732138832243232,9.5,9.5,9.681818181818182,8.0,9.503030303030302,True,True
2022-09-29,9.5,272,3,9,-0.9995462806873573,-0.03012030484690836,9.5,9.5,9.59090909090909,8.0,9.5,True,True
2022-09-30,9.5,273,4,9,-0.9999166586547379,-0.012910296075008843,9.5,9.5,9.5,8.0,9.5,True,True
2022-10-01,9.5,274,5,10,-0.9999907397361901,0.004303538296243821,9.5,9.5,9.5,8.075,9.5,True,True
2022-10-02,9.5,275,6,10,-0.9997685019798909,0.021516097436222233,9.5,9.5,9.5,8.15,9.5,True,True
