pubDate,avgPrice,day_of_year,day_of_week,month,doy_sin,doy_cos,avgPrice_lag_1,avgPrice_lag_7,avgPrice_lag_30,avgPrice_lag_365,avgPrice_MA_30,specInfo_25kg,specInfo_5kg,prodPcat_米面类
2022-10-23,2.2032258064516133,296,6,10,-0.9275416835791965,0.3737197147904692,2.204516129032258,2.212258064516129,2.22,1.9418181818181817,2.2160860215053764,False,True,True
2022-10-24,2.201935483870968,297,0,10,-0.9209712877166347,0.38963044953078774,2.2032258064516133,2.210967741935484,2.22,1.949090909090909,2.2154838709677422,False,True,True
2022-10-24,1.9533333333333334,297,0,10,-0.9209712877166347,0.38963044953078774,1.950952380952381,1.9366666666666665,1.92,1.7481818181818183,1.9283333333333332,True,False,True
2022-10-25,2.2006451612903226,298,1,10,-0.9141279881853337,0.4054257283599973,2.201935483870968,2.209677419354839,2.22,1.9563636363636363,2.21483870967742,False,True,True
2022-10-25,1.9557142857142857,298,1,10,-0.9141279881853337,0.4054257283599973,1.9533333333333334,1.939047619047619,1.92,1.7527272727272727,1.9295238095238096,True,False,True
2022-10-26,2.1993548387096777,299,2,10,-0.9070138128026362,0.42110087079608916,2.2006451612903226,2.2083870967741936,2.22,1.9636363636363636,2.2141505376344086,False,True,True
2022-10-26,1.958095238095238,299,2,10,-0.9070138128026362,0.42110087079608916,1.9557142857142857,1.9414285714285713,1.92,1.7572727272727273,1.9307936507936507,True,False,True
2022-10-27,2.1980645161290324,300,3,10,-0.8996308696522434,0.4366512319560638,2.1993548387096777,2.2070967741935488,2.22,1.970909090909091,2.21341935483871,False,True,True
2022-10-27,1.9604761904761905,300,3,10,-0.8996308696522434,0.4366512319560638,1.958095238095238,1.9438095238095237,1.92,1.7618181818181817,1.932142857142857,True,False,True
2022-10-28,2.196774193548387,301,4,10,-0.8919813464595487,0.45207220393230374,2.1980645161290324,2.2058064516129035,2.22,1.9781818181818183,2.212645161290323,False,True,True
2022-10-28,1.9628571428571429,301,4,10,-0.8919813464595487,0.45207220393230374,1.9604761904761905,1.9461904761904762,1.92,1.7663636363636364,1.9335714285714285,True,False,True
2022-10-29,2.1954838709677422,302,5,10,-0.8840675099433637,0.46735921715800205,2.196774193548387,2.204516129032258,2.22,1.9854545454545454,2.2118279569892474,False,True,True
2022-10-29,1.9652380952380952,302,5,10,-0.8840675099433637,0.46735921715800205,1.9628571428571429,1.9485714285714286,1.92,1.770909090909091,1.935079365079365,True,False,True
2022-10-30,2.194193548387097,303,6,10,-0.8758917051442433,0.48250774176121763,2.1954838709677422,2.2032258064516133,2.22,1.9927272727272727,2.2109677419354843,False,True,True
2022-10-30,1.9676190476190476,303,6,10,-0.8758917051442433,0.48250774176121763,1.9652380952380952,1.950952380952381,1.92,1.7754545454545454,1.9366666666666668,True,False,True
2022-10-31,2.1929032258064516,304,0,10,-0.8674563547295971,0.4975132889071803,2.194193548387097,2.201935483870968,2.22,2.0,2.2100645161290324,False,True,True
2022-10-31,1.97,304,0,10,-0.8674563547295971,0.4975132889071803,1.9676190476190476,1.9533333333333334,1.92,1.78,1.9383333333333332,True,False,True
2022-11-01,1.972,305,1,11,-0.858763958275803,0.5123714121284235,1.97,1.9557142857142857,1.92,1.79,1.9400666666666668,True,False,True
2022-11-01,2.1916129032258067,305,1,11,-0.858763958275803,0.5123714121284235,2.1929032258064516,2.2006451612903226,2.22,2.009,2.2091182795698927,False,True,True
2022-11-02,1.974,306,2,11,-0.8498170915275277,0.5270777086423724,1.972,1.958095238095238,1.92,1.8,1.9418666666666666,True,False,True
2022-11-02,2.1903225806451614,306,2,11,-0.8498170915275277,0.5270777086423724,2.1916129032258067,2.1993548387096777,2.22,2.018,2.2081290322580647,False,True,True
2022-11-03,2.1890322580645165,307,3,11,-0.8406184056344783,0.5416278206559811,2.1903225806451614,2.1980645161290324,2.22,2.027,2.2070967741935488,False,True,True
2022-11-03,1.976,307,3,11,-0.8406184056344783,0.5416278206559811,1.974,1.9604761904761905,1.92,1.81,1.9437333333333333,True,False,True
2022-11-04,1.978,308,4,11,-0.8311706263658079,0.5560174366570446,1.976,1.9628571428571429,1.92,1.82,1.9456666666666667,True,False,True
2022-11-04,2.187741935483871,308,4,11,-0.8311706263658079,0.5560174366570446,2.1890322580645165,2.196774193548387,2.22,2.036,2.206021505376344,False,True,True
2022-11-05,1.98,309,5,11,-0.8214765533024145,0.5702422926917867,1.978,1.9652380952380952,1.92,1.83,1.9476666666666667,True,False,True
2022-11-05,2.186451612903226,309,5,11,-0.8214765533024145,0.5702422926917867,2.187741935483871,2.1954838709677422,2.22,2.045,2.204903225806452,False,True,True
2022-11-06,2.185161290322581,310,6,11,-0.8115390590073611,0.5842981736283683,2.186451612903226,2.194193548387097,2.22,2.054,2.203741935483871,False,True,True
2022-11-06,1.982,310,6,11,-0.8115390590073611,0.5842981736283683,1.98,1.9676190476190476,1.92,1.8399999999999999,1.9497333333333333,True,False,True
2022-11-07,2.1838709677419357,311,0,11,-0.801361088174677,0.5981809144059158,2.185161290322581,2.1929032258064516,2.22,2.0629999999999997,2.202537634408602,False,True,True
2022-11-07,1.984,311,0,11,-0.801361088174677,0.5981809144059158,1.982,1.97,1.92,1.8499999999999999,1.9518666666666666,True,False,True
2022-11-08,1.986,312,1,11,-0.7909456567567774,0.6118864012687242,1.984,1.972,1.92,1.8599999999999999,1.9540666666666666,True,False,True
2022-11-08,2.1825806451612904,312,1,11,-0.7909456567567774,0.6118864012687242,2.1838709677419357,2.1916129032258067,2.22,2.072,2.2012903225806455,False,True,True
2022-11-09,2.1812903225806455,313,2,11,-0.780295851070776,0.6254105729852457,2.1825806451612904,2.1903225806451614,2.22,2.081,2.2000000000000006,False,True,True
2022-11-09,1.988,313,2,11,-0.780295851070776,0.6254105729852457,1.986,1.974,1.92,1.8699999999999999,1.9563333333333333,True,False,True
2022-11-10,2.18,314,3,11,-0.7694148268839381,0.6387494220515268,2.1812903225806455,2.1890322580645165,2.218709677419355,2.09,2.198709677419355,False,True,True
2022-11-10,1.99,314,3,11,-0.7694148268839381,0.6387494220515268,1.988,1.976,1.9223809523809523,1.88,1.9585873015873014,True,False,True
2022-11-11,1.99,315,4,11,-0.7583058084785625,0.6518989958787125,1.99,1.978,1.9247619047619047,1.88,1.9607619047619047,True,False,True
2022-11-11,2.18,315,4,11,-0.7583058084785625,0.6518989958787125,2.18,2.187741935483871,2.21741935483871,2.09,2.1974623655913983,False,True,True
2022-11-12,2.18,316,5,11,-0.7469720876965551,0.6648553979642866,2.18,2.186451612903226,2.2161290322580647,2.09,2.196258064516129,False,True,True
2022-11-12,1.99,316,5,11,-0.7469720876965551,0.6648553979642866,1.99,1.98,1.927142857142857,1.88,1.9628571428571429,True,False,True
2022-11-13,1.99,317,6,11,-0.7354170229639858,0.6776147890466887,1.99,1.982,1.9295238095238094,1.88,1.964873015873016,True,False,True
2022-11-13,2.18,317,6,11,-0.7354170229639858,0.6776147890466887,2.18,2.185161290322581,2.2148387096774194,2.09,2.1950967741935488,False,True,True
2022-11-14,2.18,318,0,11,-0.7236440382959124,0.690173388242972,2.18,2.1838709677419357,2.2135483870967745,2.09,2.1939784946236562,False,True,True
2022-11-14,1.99,318,0,11,-0.7236440382959124,0.690173388242972,1.99,1.984,1.9319047619047618,1.88,1.9668095238095238,True,False,True
2022-11-15,2.18,319,1,11,-0.711656622281775,0.7025274741691566,2.18,2.1825806451612904,2.212258064516129,2.09,2.192903225806452,False,True,True
2022-11-15,1.99,319,1,11,-0.711656622281775,0.7025274741691566,1.99,1.986,1.9342857142857142,1.88,1.9686666666666668,True,False,True
