pubDate,avgPrice,day_of_year,day_of_week,month,doy_sin,doy_cos,avgPrice_lag_1,avgPrice_lag_7,avgPrice_lag_30,avgPrice_lag_365,avgPrice_MA_30,specInfo_750g左右/鲜,specInfo_500g左右/鲜,specInfo_250g左右/鲜,prodPcat_海水鱼
2023-07-31,22.5,212,0,7,-0.4862727071086902,-0.8738071036110807,22.5,22.5,20.0,20.5,21.75,False,True,False,True
2023-07-31,18.5,212,0,7,-0.4862727071086902,-0.8738071036110807,18.5,18.5,18.5,17.0,18.5,False,False,True,True
2023-07-31,25.5,212,0,7,-0.4862727071086902,-0.8738071036110807,25.5,25.5,24.0,21.5,25.35,True,False,False,True
2023-08-01,27.5,213,1,8,-0.5012418134457756,-0.8653072543632061,25.5,25.5,25.0,21.5,25.433333333333334,True,False,False,True
2023-08-01,18.5,213,1,8,-0.5012418134457756,-0.8653072543632061,18.5,18.5,18.5,17.0,18.5,False,False,True,True
2023-08-01,25.0,213,1,8,-0.5012418134457756,-0.8653072543632061,22.5,22.5,20.0,20.5,21.916666666666668,False,True,False,True
2023-08-02,20.5,214,2,8,-0.5160623910158526,-0.8565509959010037,18.5,18.5,18.5,17.0,18.566666666666666,False,False,True,True
2023-08-02,31.0,214,2,8,-0.5160623910158526,-0.8565509959010037,27.5,25.5,25.0,21.5,25.633333333333333,True,False,False,True
2023-08-02,27.5,214,2,8,-0.5160623910158526,-0.8565509959010037,25.0,22.5,20.0,20.5,22.166666666666668,False,True,False,True
2023-08-03,20.5,215,3,8,-0.5307300481619331,-0.8475409228928312,20.5,18.5,18.5,17.0,18.633333333333333,False,False,True,True
2023-08-03,31.0,215,3,8,-0.5307300481619331,-0.8475409228928312,31.0,25.5,25.0,21.5,25.833333333333332,True,False,False,True
2023-08-03,27.5,215,3,8,-0.5307300481619331,-0.8475409228928312,27.5,22.5,20.0,20.5,22.416666666666668,False,True,False,True
2023-08-04,36.5,216,4,8,-0.5452404385406507,-0.8382797052177745,31.0,25.5,25.0,21.5,26.216666666666665,True,False,False,True
2023-08-04,29.0,216,4,8,-0.5452404385406507,-0.8382797052177745,27.5,22.5,20.0,20.5,22.716666666666665,False,True,False,True
2023-08-04,20.5,216,4,8,-0.5452404385406507,-0.8382797052177745,20.5,18.5,18.5,17.0,18.7,False,False,True,True
2023-08-05,29.0,217,5,8,-0.5595892624101763,-0.828770087174504,29.0,22.5,20.0,20.5,23.016666666666666,False,True,False,True
2023-08-05,20.5,217,5,8,-0.5595892624101763,-0.828770087174504,20.5,18.5,18.5,17.0,18.766666666666666,False,False,True,True
2023-08-05,36.5,217,5,8,-0.5595892624101763,-0.828770087174504,36.5,25.5,25.0,21.5,26.6,True,False,False,True
2023-08-06,36.5,218,6,8,-0.5737722679043243,-0.8190148866680802,36.5,25.5,25.0,21.5,26.983333333333334,True,False,False,True
2023-08-06,29.0,218,6,8,-0.5737722679043243,-0.8190148866680802,29.0,22.5,20.0,20.5,23.316666666666666,False,True,False,True
2023-08-06,20.5,218,6,8,-0.5737722679043243,-0.8190148866680802,20.5,18.5,18.5,17.0,18.833333333333332,False,False,True,True
2023-08-07,36.5,219,0,8,-0.5877852522924734,-0.8090169943749472,36.5,25.5,25.0,21.5,27.366666666666667,True,False,False,True
2023-08-07,29.0,219,0,8,-0.5877852522924734,-0.8090169943749472,29.0,22.5,20.0,20.5,23.616666666666667,False,True,False,True
2023-08-07,20.5,219,0,8,-0.5877852522924734,-0.8090169943749472,20.5,18.5,18.5,17.0,18.9,False,False,True,True
2023-08-08,20.5,220,1,8,-0.6016240632249227,-0.7987793728863648,20.5,18.5,18.5,17.0,18.966666666666665,False,False,True,True
2023-08-08,29.0,220,1,8,-0.6016240632249227,-0.7987793728863648,29.0,25.0,20.0,20.5,23.916666666666668,False,True,False,True
2023-08-08,36.5,220,1,8,-0.6016240632249227,-0.7987793728863648,36.5,27.5,25.0,21.5,27.75,True,False,False,True
2023-08-09,36.5,221,2,8,-0.6152845999633277,-0.7883050558305253,36.5,31.0,25.0,21.5,28.133333333333333,True,False,False,True
2023-08-09,20.5,221,2,8,-0.6152845999633277,-0.7883050558305253,20.5,20.5,18.5,17.0,19.033333333333335,False,False,True,True
2023-08-09,29.0,221,2,8,-0.6152845999633277,-0.7883050558305253,29.0,27.5,20.0,20.5,24.216666666666665,False,True,False,True
2023-08-10,20.5,222,3,8,-0.6287628145958345,-0.7775971469736268,20.5,20.5,18.5,17.0,19.1,False,False,True,True
2023-08-10,29.0,222,3,8,-0.6287628145958345,-0.7775971469736268,29.0,27.5,22.5,20.5,24.433333333333334,False,True,False,True
2023-08-10,36.5,222,3,8,-0.6287628145958345,-0.7775971469736268,36.5,31.0,25.5,21.5,28.5,True,False,False,True
2023-08-11,36.5,223,4,8,-0.6420547132365636,-0.7666588193001592,36.5,36.5,25.5,21.5,28.866666666666667,True,False,False,True
2023-08-11,20.5,223,4,8,-0.6420547132365636,-0.7666588193001592,20.5,20.5,18.5,17.0,19.166666666666668,False,False,True,True
2023-08-11,29.0,223,4,8,-0.6420547132365636,-0.7666588193001592,29.0,29.0,22.5,20.5,24.65,False,True,False,True
2023-08-12,20.5,224,5,8,-0.655156357209085,-0.7554933140726804,20.5,20.5,18.5,17.0,19.233333333333334,False,False,True,True
2023-08-12,36.5,224,5,8,-0.655156357209085,-0.7554933140726804,36.5,36.5,25.5,21.5,29.233333333333334,True,False,False,True
2023-08-12,29.0,224,5,8,-0.655156357209085,-0.7554933140726804,29.0,29.0,22.5,20.5,24.866666666666667,False,True,False,True
2023-08-13,36.5,225,6,8,-0.6680638642135333,-0.7441039398713608,36.5,36.5,25.5,21.0,29.6,True,False,False,True
2023-08-13,29.0,225,6,8,-0.6680638642135333,-0.7441039398713608,29.0,29.0,22.5,20.0,25.083333333333332,False,True,False,True
2023-08-13,20.5,225,6,8,-0.6680638642135333,-0.7441039398713608,20.5,20.5,18.5,16.0,19.3,False,False,True,True
2023-08-14,29.0,226,0,8,-0.6807734094770159,-0.7324940716135792,29.0,29.0,22.5,20.0,25.3,False,True,False,True
2023-08-14,20.5,226,0,8,-0.6807734094770159,-0.7324940716135792,20.5,20.5,18.5,16.0,19.366666666666667,False,False,True,True
2023-08-14,36.5,226,0,8,-0.6807734094770159,-0.7324940716135792,36.5,36.5,25.5,21.0,29.966666666666665,True,False,False,True
2023-08-15,29.0,227,1,8,-0.6932812268869771,-0.7206671495538615,29.0,29.0,22.5,20.0,25.516666666666666,False,True,False,True
2023-08-15,20.5,227,1,8,-0.6932812268869771,-0.7206671495538615,20.5,20.5,18.5,16.0,19.433333333333334,False,False,True,True
2023-08-15,36.5,227,1,8,-0.6932812268869771,-0.7206671495538615,36.5,36.5,25.5,21.0,30.333333333333332,True,False,False,True
2023-08-16,20.5,228,2,8,-0.7055836101071774,-0.70862667826446,20.5,20.5,18.5,16.0,19.5,False,False,True,True
2023-08-16,36.5,228,2,8,-0.7055836101071774,-0.70862667826446,36.5,36.5,25.5,21.0,30.7,True,False,False,True
2023-08-16,29.0,228,2,8,-0.7055836101071774,-0.70862667826446,29.0,29.0,22.5,20.0,25.733333333333334,False,True,False,True
2023-08-17,29.0,229,3,8,-0.7176769136759615,-0.6963762255968726,29.0,29.0,22.5,20.0,25.95,False,True,False,True
2023-08-17,36.5,229,3,8,-0.7176769136759615,-0.6963762255968726,36.5,36.5,25.5,21.0,31.066666666666666,True,False,False,True
2023-08-17,20.5,229,3,8,-0.7176769136759615,-0.6963762255968726,20.5,20.5,18.5,16.0,19.566666666666666,False,False,True,True
