pubDate,avgPrice,day_of_year,day_of_week,month,doy_sin,doy_cos,avgPrice_lag_1,avgPrice_lag_7,avgPrice_lag_30,avgPrice_lag_365,avgPrice_MA_30,specInfo_UNKNOWN,prodPcat_特菜
2022-12-27,4.9772727272727275,361,1,12,-0.06880242680232064,0.9976303053065857,4.909090909090909,4.5,4.8,3.909090909090909,4.573636363636364,True,True
2022-12-28,5.045454545454545,362,2,12,-0.05161966722325418,0.9986668162884759,4.9772727272727275,4.568181818181818,4.7,3.9318181818181817,4.585151515151515,True,True
2022-12-29,5.113636363636363,363,3,12,-0.034421611622745804,0.9994074007397048,5.045454545454545,4.636363636363637,4.6,3.9545454545454546,4.6022727272727275,True,True
2022-12-30,5.181818181818182,364,4,12,-0.01721335615583528,0.9998518392091162,5.113636363636363,4.704545454545454,4.5,3.9772727272727275,4.625,True,True
2022-12-31,5.25,365,5,12,6.432490598706546e-16,1.0,5.181818181818182,4.7727272727272725,4.5,4.0,4.65,True,True
2023-01-01,5.2,1,6,1,0.017213356155834685,0.9998518392091162,5.25,4.840909090909091,4.5,4.0,4.673333333333333,True,True
2023-01-02,5.15,2,0,1,0.03442161162274574,0.9994074007397048,5.2,4.909090909090909,4.5,4.0,4.694999999999999,True,True
2023-01-03,5.1,3,1,1,0.051619667223253764,0.998666816288476,5.15,4.9772727272727275,4.5,4.0,4.715,True,True
2023-01-04,5.05,4,2,1,0.06880242680231986,0.9976303053065857,5.1,5.045454545454545,4.5,4.0,4.733333333333333,True,True
2023-01-05,5.0,5,3,1,0.08596479873744647,0.9962981749346078,5.05,5.113636363636363,4.5,4.0,4.75,True,True
2023-01-06,4.95,6,4,1,0.10310169744743485,0.9946708199115211,5.0,5.181818181818182,4.5,4.0,4.765,True,True
2023-01-07,4.9,7,5,1,0.1202080448993527,0.9927487224577402,4.95,5.25,4.5,4.0,4.778333333333333,True,True
2023-01-08,4.85,8,6,1,0.13727877211326478,0.9905324521322229,4.9,5.2,4.5,4.0,4.79,True,True
2023-01-09,4.8,9,0,1,0.15430882066428117,0.9880226656636976,4.85,5.15,4.5,4.0,4.8,True,True
2023-01-10,4.75,10,1,1,0.1712931441814776,0.9852201067560606,4.8,5.1,4.5,4.0,4.808333333333334,True,True
2023-01-11,4.773809523809524,11,2,1,0.1882267098432442,0.9821256058680006,4.75,5.05,4.5,4.0,4.817460317460317,True,True
2023-01-12,4.7976190476190474,12,3,1,0.2051044998686192,0.9787400799669153,4.773809523809524,5.0,4.5,4.0,4.827380952380952,True,True
2023-01-13,4.821428571428571,13,4,1,0.2219215130041655,0.9750645322571948,4.7976190476190474,4.95,4.5,4.0,4.838095238095238,True,True
2023-01-14,4.845238095238095,14,5,1,0.2386727660059501,0.9711000518829505,4.821428571428571,4.9,4.5,4.0,4.849603174603175,True,True
2023-01-15,4.869047619047619,15,6,1,0.255353295116187,0.9668478136052775,4.845238095238095,4.85,4.5,4.0,4.8619047619047615,True,True
2023-01-16,4.892857142857143,16,0,1,0.2719581575341055,0.9623090774541486,4.869047619047619,4.8,4.5,4.0,4.875,True,True
2023-01-17,4.916666666666667,17,1,1,0.288482432880609,0.9574851883550393,4.892857142857143,4.75,4.5,4.0,4.888888888888888,True,True
2023-01-18,4.940476190476191,18,2,1,0.30492122465628907,0.9523775757303974,4.916666666666667,4.773809523809524,4.5,4.0,4.903571428571428,True,True
