pubDate,avgPrice,day_of_year,day_of_week,month,doy_sin,doy_cos,avgPrice_lag_1,avgPrice_lag_7,avgPrice_lag_30,avgPrice_lag_365,avgPrice_MA_30,specInfo_去尾,prodPcat_贝壳类,prodPcat_其他类
2023-05-25,3.65,145,3,5,0.6016240632249226,-0.7987793728863649,3.65,3.65,3.65,3.75,3.65,True,True,False
2023-05-26,3.65,146,4,5,0.5877852522924732,-0.8090169943749473,3.65,3.65,3.65,3.75,3.65,True,True,False
2023-05-26,3.75,146,4,5,0.5877852522924732,-0.8090169943749473,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-05-27,3.75,147,5,5,0.5737722679043246,-0.8190148866680801,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-05-27,3.65,147,5,5,0.5737722679043246,-0.8190148866680801,3.65,3.65,3.65,3.75,3.65,True,True,False
2023-05-28,3.65,148,6,5,0.5595892624101765,-0.8287700871745038,3.65,3.65,3.65,3.75,3.65,True,True,False
2023-05-28,3.75,148,6,5,0.5595892624101765,-0.8287700871745038,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-05-29,3.65,149,0,5,0.545240438540651,-0.8382797052177744,3.65,3.65,3.65,3.75,3.65,True,True,False
2023-05-29,3.75,149,0,5,0.545240438540651,-0.8382797052177744,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-05-30,3.65,150,1,5,0.5307300481619334,-0.8475409228928311,3.65,3.65,3.65,3.75,3.65,True,True,False
2023-05-30,3.75,150,1,5,0.5307300481619334,-0.8475409228928311,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-05-31,3.65,151,2,5,0.5160623910158528,-0.8565509959010036,3.65,3.65,3.65,3.75,3.65,True,True,False
2023-05-31,3.75,151,2,5,0.5160623910158528,-0.8565509959010036,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-06-01,3.65,152,3,6,0.5012418134457758,-0.865307254363206,3.65,3.65,3.65,3.75,3.65,True,True,False
2023-06-01,3.75,152,3,6,0.5012418134457758,-0.865307254363206,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-06-02,3.65,153,4,6,0.48627270710868997,-0.8738071036110808,3.65,3.65,3.65,3.75,3.65,True,True,False
2023-06-02,3.75,153,4,6,0.48627270710868997,-0.8738071036110808,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-06-03,3.75,154,5,6,0.4711595076738638,-0.8820480249558537,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-06-03,3.65,154,5,6,0.4711595076738638,-0.8820480249558537,3.65,3.65,3.65,3.75,3.65,True,True,False
2023-06-04,3.75,155,6,6,0.4559066935084588,-0.8900275764346767,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-06-04,3.65,155,6,6,0.4559066935084588,-0.8900275764346767,3.65,3.65,3.65,3.75,3.65,True,True,False
2023-06-05,3.65,156,0,6,0.440518784350495,-0.8977433935342337,3.65,3.65,3.65,3.75,3.65,True,True,False
2023-06-05,3.75,156,0,6,0.440518784350495,-0.8977433935342337,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-06-06,3.75,157,1,6,0.42500033996955416,-0.9051931898913974,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-06-06,3.65,157,1,6,0.42500033996955416,-0.9051931898913974,3.65,3.65,3.65,3.75,3.65,True,True,False
2023-06-07,3.65,158,2,6,0.4093559588156213,-0.9123747579707273,3.65,3.65,3.65,3.75,3.65,True,True,False
2023-06-07,3.75,158,2,6,0.4093559588156213,-0.9123747579707273,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-06-08,3.65,159,3,6,0.39359027665646673,-0.9192859697186104,3.65,3.65,3.65,3.75,3.65,True,True,False
2023-06-08,3.75,159,3,6,0.39359027665646673,-0.9192859697186104,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-06-09,3.65,160,4,6,0.3777079652039649,-0.9259247771938498,3.65,3.65,3.65,3.75,3.65,True,True,False
2023-06-09,3.75,160,4,6,0.3777079652039649,-0.9259247771938498,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-06-10,3.65,161,5,6,0.36171373072976765,-0.9322892131745133,3.65,3.65,3.65,3.75,3.65,True,True,False
2023-06-10,3.75,161,5,6,0.36171373072976765,-0.9322892131745133,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-06-11,3.65,162,6,6,0.3456123126707335,-0.9383773917408641,3.65,3.65,3.65,3.75,3.65,True,True,False
2023-06-11,3.75,162,6,6,0.3456123126707335,-0.9383773917408641,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-06-12,3.75,163,0,6,0.3294084822245304,-0.9441875088341993,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-06-12,3.45,163,0,6,0.3294084822245304,-0.9441875088341993,3.65,3.65,3.65,3.75,3.643333333333333,True,True,False
2023-06-13,3.45,164,1,6,0.3131070409358269,-0.9497178427914316,3.45,3.65,3.65,3.75,3.636666666666667,True,True,False
2023-06-13,3.75,164,1,6,0.3131070409358269,-0.9497178427914316,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-06-14,3.75,165,2,6,0.29671281927349075,-0.9549667548552551,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-06-14,3.45,165,2,6,0.29671281927349075,-0.9549667548552551,3.45,3.65,3.65,3.75,3.63,True,True,False
2023-06-15,3.75,166,3,6,0.28023067519921585,-0.9599326896597447,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-06-15,3.45,166,3,6,0.28023067519921585,-0.9599326896597447,3.45,3.65,3.65,3.75,3.6233333333333335,True,True,False
2023-06-16,3.75,167,4,6,0.26366549272800704,-0.9646141756912435,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-06-16,3.45,167,4,6,0.26366549272800704,-0.9646141756912435,3.45,3.65,3.65,3.75,3.6166666666666667,True,True,False
2023-06-17,3.45,168,5,6,0.24702218048093552,-0.9690098257244062,3.45,3.65,3.65,3.75,3.61,True,True,False
2023-06-17,3.75,168,5,6,0.24702218048093552,-0.9690098257244062,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-06-18,3.45,169,6,6,0.23030567023061221,-0.9731183372332619,3.45,3.65,3.65,3.75,3.6033333333333335,True,True,False
2023-06-18,3.75,169,6,6,0.23030567023061221,-0.9731183372332619,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-06-19,3.45,170,0,6,0.21352091543979612,-0.9769384927771817,3.45,3.45,3.65,3.75,3.5966666666666662,True,True,False
2023-06-19,3.75,170,0,6,0.21352091543979612,-0.9769384927771817,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-06-20,3.75,171,1,6,0.19667288979357647,-0.980469160361632,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-06-20,3.45,171,1,6,0.19667288979357647,-0.980469160361632,3.45,3.45,3.65,3.75,3.5900000000000003,True,True,False
2023-06-21,3.75,172,2,6,0.1797665857255624,-0.9837092937736097,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-06-21,3.45,172,2,6,0.1797665857255624,-0.9837092937736097,3.45,3.45,3.65,3.75,3.5833333333333335,True,True,False
2023-06-22,3.45,173,3,6,0.16280701293851715,-0.986657932891657,3.45,3.45,3.65,3.75,3.5766666666666667,True,True,False
2023-06-22,3.75,173,3,6,0.16280701293851715,-0.986657932891657,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-06-23,3.75,174,4,6,0.1457991969198751,-0.9893142039703663,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-06-23,3.4,174,4,6,0.1457991969198751,-0.9893142039703663,3.45,3.45,3.65,3.75,3.5683333333333334,True,True,False
2023-06-24,3.4,175,5,6,0.12874817745258132,-0.99167731989929,3.4,3.45,3.65,3.75,3.56,True,True,False
2023-06-24,3.75,175,5,6,0.12874817745258132,-0.99167731989929,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-06-25,3.4,176,6,6,0.11165900712169512,-0.993746580436178,3.4,3.45,3.65,3.75,3.551666666666667,True,True,False
2023-06-25,3.75,176,6,6,0.11165900712169512,-0.993746580436178,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-06-26,3.4,177,0,6,0.09453674981719912,-0.9955213724144752,3.4,3.45,3.65,3.75,3.5433333333333334,True,True,False
2023-06-26,3.75,177,0,6,0.09453674981719912,-0.9955213724144752,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-06-27,3.4,178,1,6,0.07738647923346301,-0.9970011699250151,3.4,3.45,3.65,3.75,3.5349999999999997,True,True,False
2023-06-27,3.75,178,1,6,0.07738647923346301,-0.9970011699250151,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-06-28,3.75,179,2,6,0.06021327736579302,-0.9981855344718586,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-06-28,3.4,179,2,6,0.06021327736579302,-0.9981855344718586,3.4,3.45,3.65,3.75,3.5266666666666664,True,True,False
2023-06-29,3.75,180,3,6,0.04302223300453059,-0.99907411510223,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-06-29,3.4,180,3,6,0.04302223300453059,-0.99907411510223,3.4,3.45,3.65,3.75,3.518333333333333,True,True,False
2023-06-30,3.4,181,4,6,0.02581844022713308,-0.9996666485105112,3.4,3.4,3.65,3.75,3.5100000000000002,True,True,False
2023-06-30,3.75,181,4,6,0.02581844022713308,-0.9996666485105112,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-07-01,3.75,182,5,7,0.008606996888688698,-0.9999629591162655,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-07-01,3.4,182,5,7,0.008606996888688698,-0.9999629591162655,3.4,3.4,3.65,3.75,3.5016666666666665,True,True,False
2023-07-02,3.4,183,6,7,-0.008606996888688009,-0.9999629591162655,3.4,3.4,3.65,3.75,3.493333333333333,True,True,False
2023-07-02,3.75,183,6,7,-0.008606996888688009,-0.9999629591162655,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-07-03,3.4,184,0,7,-0.02581844022713239,-0.9996666485105112,3.4,3.4,3.65,3.75,3.485,True,True,False
2023-07-03,3.75,184,0,7,-0.02581844022713239,-0.9996666485105112,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-07-04,3.4,185,1,7,-0.04302223300453034,-0.99907411510223,3.4,3.4,3.65,3.75,3.4766666666666666,True,True,False
2023-07-04,3.75,185,1,7,-0.04302223300453034,-0.99907411510223,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-07-05,3.75,186,2,7,-0.060213277365792774,-0.9981855344718586,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-07-05,3.4,186,2,7,-0.060213277365792774,-0.9981855344718586,3.4,3.4,3.65,3.75,3.4683333333333337,True,True,False
2023-07-06,3.75,187,3,7,-0.07738647923346322,-0.9970011699250151,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-07-06,3.4,187,3,7,-0.07738647923346322,-0.9970011699250151,3.4,3.4,3.65,3.75,3.46,True,True,False
2023-07-07,3.75,188,4,7,-0.09453674981719933,-0.9955213724144752,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-07-07,3.4,188,4,7,-0.09453674981719933,-0.9955213724144752,3.4,3.4,3.65,3.75,3.4516666666666667,True,True,False
2023-07-08,3.4,189,5,7,-0.11165900712169444,-0.9937465804361781,3.4,3.4,3.65,3.75,3.4433333333333334,True,True,False
2023-07-08,3.75,189,5,7,-0.11165900712169444,-0.9937465804361781,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-07-09,3.4,190,6,7,-0.12874817745258066,-0.99167731989929,3.4,3.4,3.65,3.75,3.435,True,True,False
2023-07-09,3.75,190,6,7,-0.12874817745258066,-0.99167731989929,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-07-10,3.75,191,0,7,-0.14579919691987442,-0.9893142039703664,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-07-10,3.4,191,0,7,-0.14579919691987442,-0.9893142039703664,3.4,3.4,3.65,3.75,3.426666666666667,True,True,False
2023-07-11,3.4,192,1,7,-0.16280701293851646,-0.9866579328916572,3.4,3.4,3.65,3.75,3.4183333333333334,True,True,False
2023-07-11,3.75,192,1,7,-0.16280701293851646,-0.9866579328916572,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-07-12,3.4,193,2,7,-0.17976658572556214,-0.9837092937736098,3.4,3.4,3.45,3.75,3.4166666666666665,True,True,False
2023-07-12,3.75,193,2,7,-0.17976658572556214,-0.9837092937736098,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-07-13,3.4,194,3,7,-0.19667288979357622,-0.9804691603616321,3.4,3.4,3.45,3.75,3.4149999999999996,True,True,False
2023-07-13,3.75,194,3,7,-0.19667288979357622,-0.9804691603616321,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-07-14,3.75,195,4,7,-0.2135209154397959,-0.9769384927771817,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-07-14,3.4,195,4,7,-0.2135209154397959,-0.9769384927771817,3.4,3.4,3.45,3.75,3.4133333333333336,True,True,False
2023-07-15,3.4,196,5,7,-0.23030567023061196,-0.973118337233262,3.4,3.4,3.45,3.75,3.411666666666667,True,True,False
2023-07-15,3.75,196,5,7,-0.23030567023061196,-0.973118337233262,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-07-16,3.75,197,6,7,-0.24702218048093527,-0.9690098257244063,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-07-16,3.4,197,6,7,-0.24702218048093527,-0.9690098257244063,3.4,3.4,3.45,3.75,3.4099999999999997,True,True,False
2023-07-17,3.75,198,0,7,-0.2636654927280072,-0.9646141756912435,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-07-17,3.4,198,0,7,-0.2636654927280072,-0.9646141756912435,3.4,3.4,3.45,3.75,3.408333333333333,True,True,False
2023-07-18,3.75,199,1,7,-0.2802306751992161,-0.9599326896597445,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-07-18,3.4,199,1,7,-0.2802306751992161,-0.9599326896597445,3.4,3.4,3.45,3.75,3.4066666666666663,True,True,False
2023-07-19,3.4,200,2,7,-0.2967128192734901,-0.9549667548552553,3.4,3.4,3.45,3.75,3.4050000000000002,True,True,False
2023-07-19,3.75,200,2,7,-0.2967128192734901,-0.9549667548552553,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-07-20,3.4,201,3,7,-0.3131070409358267,-0.9497178427914317,3.4,3.4,3.45,3.75,3.4033333333333333,True,True,False
2023-07-20,3.75,201,3,7,-0.3131070409358267,-0.9497178427914317,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-07-21,3.4,202,4,7,-0.3294084822245302,-0.9441875088341994,3.4,3.4,3.45,3.75,3.4016666666666664,True,True,False
2023-07-21,3.75,202,4,7,-0.3294084822245302,-0.9441875088341994,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-07-22,3.75,203,5,7,-0.3456123126707333,-0.9383773917408642,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-07-22,3.4,203,5,7,-0.3456123126707333,-0.9383773917408642,3.4,3.4,3.45,3.75,3.4,True,True,False
2023-07-23,3.4,204,6,7,-0.3617137307297674,-0.9322892131745134,3.4,3.4,3.4,3.75,3.4,True,True,False
2023-07-23,3.75,204,6,7,-0.3617137307297674,-0.9322892131745134,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-07-24,3.75,205,0,7,-0.37770796520396466,-0.9259247771938499,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-07-24,3.4,205,0,7,-0.37770796520396466,-0.9259247771938499,3.4,3.4,3.4,3.75,3.4,True,True,False
2023-07-25,3.4,206,1,7,-0.39359027665646645,-0.9192859697186105,3.4,3.4,3.4,3.65,3.4,True,True,False
2023-07-25,3.75,206,1,7,-0.39359027665646645,-0.9192859697186105,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-07-26,3.75,207,2,7,-0.4093559588156211,-0.9123747579707274,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-07-26,3.4,207,2,7,-0.4093559588156211,-0.9123747579707274,3.4,3.4,3.4,3.75,3.4,True,True,False
2023-07-27,3.4,208,3,7,-0.42500033996955394,-0.9051931898913975,3.4,3.4,3.4,3.65,3.4,True,True,False
2023-07-27,3.75,208,3,7,-0.42500033996955394,-0.9051931898913975,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-07-28,3.75,209,4,7,-0.4405187843504952,-0.8977433935342336,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-07-28,3.4,209,4,7,-0.4405187843504952,-0.8977433935342336,3.4,3.4,3.4,3.65,3.4,True,True,False
2023-07-29,3.75,210,5,7,-0.455906693508459,-0.8900275764346766,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-07-29,3.4,210,5,7,-0.455906693508459,-0.8900275764346766,3.4,3.4,3.4,3.65,3.4,True,True,False
2023-07-30,3.75,211,6,7,-0.47115950767386394,-0.8820480249558535,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-07-30,3.4,211,6,7,-0.47115950767386394,-0.8820480249558535,3.4,3.4,3.4,3.65,3.4,True,True,False
2023-07-31,3.4,212,0,7,-0.4862727071086902,-0.8738071036110807,3.4,3.4,3.4,3.65,3.4,True,True,False
2023-07-31,3.75,212,0,7,-0.4862727071086902,-0.8738071036110807,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-08-01,3.75,213,1,8,-0.5012418134457756,-0.8653072543632061,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-08-01,3.55,213,1,8,-0.5012418134457756,-0.8653072543632061,3.4,3.4,3.4,3.65,3.405,True,True,False
2023-08-02,3.75,214,2,8,-0.5160623910158526,-0.8565509959010037,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-08-02,3.55,214,2,8,-0.5160623910158526,-0.8565509959010037,3.55,3.4,3.4,3.65,3.4099999999999997,True,True,False
2023-08-03,3.75,215,3,8,-0.5307300481619331,-0.8475409228928312,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-08-03,3.55,215,3,8,-0.5307300481619331,-0.8475409228928312,3.55,3.4,3.4,3.65,3.415,True,True,False
2023-08-04,3.55,216,4,8,-0.5452404385406507,-0.8382797052177745,3.55,3.4,3.4,3.65,3.42,True,True,False
2023-08-04,3.75,216,4,8,-0.5452404385406507,-0.8382797052177745,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-08-05,3.75,217,5,8,-0.5595892624101763,-0.828770087174504,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-08-05,3.55,217,5,8,-0.5595892624101763,-0.828770087174504,3.55,3.4,3.4,3.65,3.425,True,True,False
2023-08-06,3.75,218,6,8,-0.5737722679043243,-0.8190148866680802,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-08-06,3.55,218,6,8,-0.5737722679043243,-0.8190148866680802,3.55,3.4,3.4,3.65,3.4299999999999997,True,True,False
2023-08-07,3.75,219,0,8,-0.5877852522924734,-0.8090169943749472,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-08-07,3.55,219,0,8,-0.5877852522924734,-0.8090169943749472,3.55,3.4,3.4,3.65,3.435,True,True,False
2023-08-08,3.75,220,1,8,-0.6016240632249227,-0.7987793728863648,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-08-08,3.55,220,1,8,-0.6016240632249227,-0.7987793728863648,3.55,3.55,3.4,3.65,3.44,True,True,False
2023-08-09,3.75,221,2,8,-0.6152845999633277,-0.7883050558305253,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-08-09,3.55,221,2,8,-0.6152845999633277,-0.7883050558305253,3.55,3.55,3.4,3.65,3.445,True,True,False
2023-08-10,3.75,222,3,8,-0.6287628145958345,-0.7775971469736268,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-08-10,3.55,222,3,8,-0.6287628145958345,-0.7775971469736268,3.55,3.55,3.4,3.65,3.45,True,True,False
2023-08-11,3.75,223,4,8,-0.6420547132365636,-0.7666588193001592,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-08-11,3.55,223,4,8,-0.6420547132365636,-0.7666588193001592,3.55,3.55,3.4,3.65,3.4549999999999996,True,True,False
2023-08-12,3.55,224,5,8,-0.655156357209085,-0.7554933140726804,3.55,3.55,3.4,3.65,3.46,True,True,False
2023-08-12,3.75,224,5,8,-0.655156357209085,-0.7554933140726804,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-08-13,3.75,225,6,8,-0.6680638642135333,-0.7441039398713608,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-08-13,3.55,225,6,8,-0.6680638642135333,-0.7441039398713608,3.55,3.55,3.4,3.65,3.4649999999999994,True,True,False
2023-08-14,3.75,226,0,8,-0.6807734094770159,-0.7324940716135792,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-08-14,3.55,226,0,8,-0.6807734094770159,-0.7324940716135792,3.55,3.55,3.4,3.65,3.4699999999999998,True,True,False
2023-08-15,3.75,227,1,8,-0.6932812268869771,-0.7206671495538615,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-08-15,3.55,227,1,8,-0.6932812268869771,-0.7206671495538615,3.55,3.55,3.4,3.65,3.475,True,True,False
2023-08-16,3.75,228,2,8,-0.7055836101071774,-0.70862667826446,3.75,3.75,3.75,3.75,3.75,True,False,True
2023-08-16,3.55,228,2,8,-0.7055836101071774,-0.70862667826446,3.55,3.55,3.4,3.65,3.4799999999999995,True,True,False
2023-08-17,3.55,229,3,8,-0.7176769136759615,-0.6963762255968726,3.55,3.55,3.4,3.65,3.485,True,True,False
2023-08-17,3.75,229,3,8,-0.7176769136759615,-0.6963762255968726,3.75,3.75,3.75,3.75,3.75,True,False,True
