pubDate,avgPrice,day_of_year,day_of_week,month,doy_sin,doy_cos,avgPrice_lag_1,avgPrice_lag_7,avgPrice_lag_30,avgPrice_lag_365,avgPrice_MA_30,specInfo_UNKNOWN,prodPcat_干果
2022-08-20,16.5,232,5,8,-0.7526668275320083,-0.6584015846980489,16.5,16.5,16.5,15.5,16.5,True,True
2022-08-21,16.5,233,6,8,-0.7638886127905429,-0.64534811322955,16.5,16.5,16.5,15.5,16.5,True,True
2022-08-22,16.5,234,0,8,-0.7748840413670406,-0.6321034111873488,16.5,16.5,16.5,15.5,16.5,True,True
2022-08-23,16.5,235,1,8,-0.7856498550787144,-0.6186714032625032,16.5,16.5,16.5,15.5,16.5,True,True
2022-08-24,16.5,236,2,8,-0.7961828637826154,-0.6050560696488494,16.5,16.5,16.5,15.5,16.5,True,True
2022-08-25,16.5,237,3,8,-0.8064799463209447,-0.5912614448635782,16.5,16.5,16.5,15.5,16.5,True,True
2022-08-26,16.5,238,4,8,-0.8165380514459157,-0.5772916165517278,16.5,16.5,16.5,15.5,16.5,True,True
2022-08-27,16.5,239,5,8,-0.8263541987239094,-0.5631507242749187,16.5,16.5,16.5,15.5,16.5,True,True
2022-08-28,16.5,240,6,8,-0.8359254794186365,-0.5488429582847199,16.5,16.5,16.5,15.5,16.5,True,True
2022-08-29,16.5,241,0,8,-0.8452490573530634,-0.5343725582809785,16.5,16.5,16.5,15.5,16.5,True,True
2022-08-30,16.5,242,1,8,-0.8543221697498269,-0.5197438121555157,16.5,16.5,16.5,15.5,16.5,True,True
2022-08-31,16.5,243,2,8,-0.8631421280499115,-0.5049610547215202,16.5,16.5,16.5,15.5,16.5,True,True
2022-09-01,16.5,244,3,9,-0.8717063187093217,-0.4900286664290594,16.5,16.5,16.5,15.5,16.5,True,True
2022-09-02,16.5,245,4,9,-0.8800122039735356,-0.4749510720670502,16.5,16.5,16.5,15.5,16.5,True,True
2022-09-03,16.5,246,5,9,-0.888057322629493,-0.4597327394521046,16.5,16.5,16.5,15.5,16.5,True,True
