pubDate,avgPrice,day_of_year,day_of_week,month,doy_sin,doy_cos,avgPrice_lag_1,avgPrice_lag_7,avgPrice_lag_30,avgPrice_lag_365,avgPrice_MA_30,specInfo_5L/桶,prodPcat_食用油
2022-11-25,56.75,329,4,11,-0.5808002734538013,0.8140460935082175,56.75,56.75,56.75,53.5,56.75,True,True
2022-11-26,56.75,330,5,11,-0.5667017562911184,0.8239230057575536,56.75,56.75,56.75,53.5,56.75,True,True
2022-11-27,56.75,331,6,11,-0.5524353131676203,0.8335557718385695,56.75,56.75,56.75,53.5,56.75,True,True
2022-11-28,56.75,332,0,11,-0.5380051715382992,0.8429415373547832,56.75,56.75,56.75,53.5,56.75,True,True
2022-11-29,56.75,333,1,11,-0.5234156073655503,0.8520775211013093,56.75,56.75,56.75,53.5,56.75,True,True
2022-11-30,56.75,334,2,11,-0.5086709438521042,0.8609610158889945,56.75,56.75,56.75,53.5,56.75,True,True
2022-12-01,56.75,335,3,12,-0.49377555015997737,0.8695893893466109,56.75,56.75,56.75,53.5,56.75,True,True
2022-12-02,56.75,336,4,12,-0.4787338401157883,0.8779600847008883,56.75,56.75,56.75,53.5,56.75,True,True
2022-12-03,56.75,337,5,12,-0.4635502709028512,0.8860706215341378,56.75,56.75,56.75,53.5,56.75,True,True
2022-12-04,56.75,338,6,12,-0.4482293417404106,0.893918596519257,56.75,56.75,56.75,53.5,56.75,True,True
2022-12-05,56.75,339,0,12,-0.4327755925504317,0.9015016841318838,56.75,56.75,56.75,53.5,56.75,True,True
2022-12-06,56.75,340,1,12,-0.41719360261231697,0.9088176373395028,56.75,56.75,56.75,53.5,56.75,True,True
2022-12-07,56.75,341,2,12,-0.4014879892059737,0.9158642882672868,56.75,56.75,56.75,53.5,56.75,True,True
2022-12-08,56.75,342,3,12,-0.38566340624360745,0.9226395488404875,56.75,56.75,56.75,53.5,56.75,True,True
2022-12-09,56.75,343,4,12,-0.3697245428906732,0.9291414114031743,56.75,56.75,56.75,53.5,56.75,True,True
2022-12-10,56.75,344,5,12,-0.3536761221763721,0.935367949313148,56.75,56.75,56.75,53.5,56.75,True,True
2022-12-11,56.75,345,6,12,-0.33752289959411347,0.941317317512847,56.75,56.75,56.75,53.5,56.75,True,True
2022-12-12,56.75,346,0,12,-0.32126966169236515,0.9469877530760751,56.75,56.75,56.75,53.5,56.75,True,True
2022-12-13,56.75,347,1,12,-0.3049212246562894,0.9523775757303973,56.75,56.75,56.75,53.5,56.75,True,True
2022-12-14,56.75,348,2,12,-0.2884824328806098,0.9574851883550389,56.75,56.75,56.75,53.5,56.75,True,True
2022-12-15,56.75,349,3,12,-0.27195815753410524,0.9623090774541487,56.75,56.75,56.75,53.5,56.75,True,True
2022-12-16,56.75,350,4,12,-0.2553532951161881,0.9668478136052773,56.75,56.75,56.75,53.5,56.75,True,True
2022-12-17,56.75,351,5,12,-0.23867276600594997,0.9711000518829505,56.75,56.75,56.75,53.5,56.75,True,True
2022-12-18,56.75,352,6,12,-0.22192151300416674,0.9750645322571945,56.75,56.75,56.75,53.5,56.75,True,True
2022-12-19,56.75,353,0,12,-0.20510449986861926,0.9787400799669153,56.75,56.75,56.75,53.5,56.75,True,True
2022-12-20,56.75,354,1,12,-0.1882267098432439,0.9821256058680006,56.75,56.75,56.75,53.5,56.75,True,True
2022-12-21,56.75,355,2,12,-0.1712931441814778,0.9852201067560606,56.75,56.75,56.75,53.31818181818182,56.75,True,True
2022-12-22,56.75,356,3,12,-0.154308820664281,0.9880226656636976,56.75,56.75,56.75,53.13636363636363,56.75,True,True
2022-12-23,56.75,357,4,12,-0.13727877211326517,0.9905324521322227,56.75,56.75,56.75,52.95454545454545,56.75,True,True
