pubDate,avgPrice,day_of_year,day_of_week,month,doy_sin,doy_cos,avgPrice_lag_1,avgPrice_lag_7,avgPrice_lag_30,avgPrice_lag_365,avgPrice_MA_30,specInfo_40头-50头活,specInfo_30头-50头活,specInfo_30头-50头/活,specInfo_40头-60头,specInfo_35头-40头,prodPcat_虾蟹类,prodPcat_其他类
2022-08-15,140.0,227,0,8,-0.6932812268869771,-0.7206671495538615,140.0,140.0,140.0,70.0,140.0,False,False,False,True,False,False,True
2022-08-16,125.0,228,1,8,-0.7055836101071774,-0.70862667826446,125.0,125.0,125.0,75.0,125.0,False,False,False,False,True,False,True
2022-08-16,250.0,228,1,8,-0.7055836101071774,-0.70862667826446,250.0,250.0,250.0,250.0,250.0,False,False,True,False,False,True,False
2022-08-16,140.0,228,1,8,-0.7055836101071774,-0.70862667826446,140.0,140.0,140.0,140.0,140.0,False,True,False,False,False,True,False
2022-08-16,140.0,228,1,8,-0.7055836101071774,-0.70862667826446,140.0,140.0,140.0,70.0,140.0,False,False,False,True,False,False,True
2022-08-16,140.0,228,1,8,-0.7055836101071774,-0.70862667826446,140.0,140.0,140.0,140.0,140.0,True,False,False,False,False,True,False
2022-08-17,140.0,229,2,8,-0.7176769136759615,-0.6963762255968726,140.0,140.0,140.0,140.0,140.0,False,True,False,False,False,True,False
2022-08-17,140.0,229,2,8,-0.7176769136759615,-0.6963762255968726,140.0,140.0,140.0,140.0,140.0,True,False,False,False,False,True,False
2022-08-17,250.0,229,2,8,-0.7176769136759615,-0.6963762255968726,250.0,250.0,250.0,250.0,250.0,False,False,True,False,False,True,False
2022-08-17,125.0,229,2,8,-0.7176769136759615,-0.6963762255968726,125.0,125.0,125.0,75.0,125.0,False,False,False,False,True,False,True
2022-08-17,140.0,229,2,8,-0.7176769136759615,-0.6963762255968726,140.0,140.0,140.0,70.0,140.0,False,False,False,True,False,False,True
2022-08-18,140.0,230,3,8,-0.7295575540864876,-0.6839194216246105,140.0,140.0,140.0,70.0,140.0,False,False,False,True,False,False,True
2022-08-18,140.0,230,3,8,-0.7295575540864876,-0.6839194216246105,140.0,140.0,140.0,140.0,140.0,True,False,False,False,False,True,False
2022-08-18,250.0,230,3,8,-0.7295575540864876,-0.6839194216246105,250.0,250.0,250.0,250.0,250.0,False,False,True,False,False,True,False
2022-08-18,140.0,230,3,8,-0.7295575540864876,-0.6839194216246105,140.0,140.0,140.0,140.0,140.0,False,True,False,False,False,True,False
2022-08-18,125.0,230,3,8,-0.7295575540864876,-0.6839194216246105,125.0,125.0,125.0,75.0,125.0,False,False,False,False,True,False,True
2022-08-19,140.0,231,4,8,-0.7412220108485957,-0.6712599575675315,140.0,140.0,140.0,140.0,140.0,False,True,False,False,False,True,False
