pubDate,avgPrice,day_of_year,day_of_week,month,doy_sin,doy_cos,avgPrice_lag_1,avgPrice_lag_7,avgPrice_lag_30,avgPrice_lag_365,avgPrice_MA_30,specInfo_UNKNOWN,prodPcat_进口果
2022-08-17,27.724193548387095,229,2,8,-0.7176769136759615,-0.6963762255968726,27.906451612903226,29.0,13.8,10.25,22.98489247311828,True,True
2022-08-18,27.54193548387097,230,3,8,-0.7295575540864876,-0.6839194216246105,27.724193548387095,28.81774193548387,14.15,10.5,23.431290322580647,True,True
2022-08-19,27.35967741935484,231,4,8,-0.7412220108485957,-0.6712599575675315,27.54193548387097,28.635483870967743,14.5,10.75,23.85994623655914,True,True
2022-08-20,27.17741935483871,232,5,8,-0.7526668275320083,-0.6584015846980489,27.35967741935484,28.453225806451613,15.181818181818182,11.0,24.25979960899316,True,True
2022-08-21,26.99516129032258,233,6,8,-0.7638886127905429,-0.64534811322955,27.17741935483871,28.270967741935483,15.863636363636363,11.0,24.6308504398827,True,True
2022-08-22,26.81290322580645,234,0,8,-0.7748840413670406,-0.6321034111873488,26.99516129032258,28.088709677419356,16.545454545454547,11.0,24.97309872922776,True,True
2022-08-23,26.630645161290325,235,1,8,-0.7856498550787144,-0.6186714032625032,26.81290322580645,27.906451612903226,17.227272727272727,11.0,25.286544477028347,True,True
2022-08-24,26.448387096774194,236,2,8,-0.7961828637826154,-0.6050560696488494,26.630645161290325,27.724193548387095,17.90909090909091,11.0,25.571187683284457,True,True
2022-08-25,26.266129032258064,237,3,8,-0.8064799463209447,-0.5912614448635782,26.448387096774194,27.54193548387097,18.59090909090909,11.0,25.827028347996087,True,True
2022-08-26,26.083870967741937,238,4,8,-0.8165380514459157,-0.5772916165517278,26.266129032258064,27.35967741935484,19.272727272727273,11.0,26.054066471163246,True,True
2022-08-27,25.901612903225807,239,5,8,-0.8263541987239094,-0.5631507242749187,26.083870967741937,27.17741935483871,19.954545454545453,11.0,26.252302052785925,True,True
2022-08-28,25.719354838709677,240,6,8,-0.8359254794186365,-0.5488429582847199,25.901612903225807,26.99516129032258,20.636363636363637,11.0,26.42173509286413,True,True
2022-08-29,25.53709677419355,241,0,8,-0.8452490573530634,-0.5343725582809785,25.719354838709677,26.81290322580645,21.318181818181817,11.0,26.56236559139785,True,True
2022-08-30,25.35483870967742,242,1,8,-0.8543221697498269,-0.5197438121555157,25.53709677419355,26.630645161290325,22.0,11.0,26.674193548387098,True,True
2022-08-31,25.17258064516129,243,2,8,-0.8631421280499115,-0.5049610547215202,25.35483870967742,26.448387096774194,22.7,11.0,26.756612903225804,True,True
2022-09-01,24.990322580645163,244,3,9,-0.8717063187093217,-0.4900286664290594,25.17258064516129,26.266129032258064,23.4,11.0,26.809623655913978,True,True
2022-09-02,24.808064516129033,245,4,9,-0.8800122039735356,-0.4749510720670502,24.990322580645163,26.083870967741937,24.1,11.0,26.833225806451612,True,True
2022-09-03,24.625806451612902,246,5,9,-0.888057322629493,-0.4597327394521046,24.808064516129033,25.901612903225807,24.8,11.0,26.82741935483871,True,True
2022-09-04,24.443548387096776,247,6,9,-0.8958392907349089,-0.4443781781046134,24.625806451612902,25.719354838709677,25.5,11.0,26.79220430107527,True,True
2022-09-05,24.261290322580646,248,0,9,-0.9033558023246842,-0.4288919379124841,24.443548387096776,25.53709677419355,26.2,11.0,26.72758064516129,True,True
2022-09-06,24.079032258064515,249,1,9,-0.9106046300942162,-0.41327860778290443,24.261290322580646,25.35483870967742,26.9,11.0,26.633548387096774,True,True
2022-09-07,23.89677419354839,250,2,9,-0.9175836260593934,-0.3975428142825566,24.079032258064515,25.17258064516129,27.6,11.0,26.51010752688172,True,True
2022-09-08,23.71451612903226,251,3,9,-0.9242907221930934,-0.3816892202666586,23.89677419354839,24.990322580645163,28.3,11.0,26.35725806451613,True,True
