pubDate,avgPrice,day_of_year,day_of_week,month,doy_sin,doy_cos,avgPrice_lag_1,avgPrice_lag_7,avgPrice_lag_30,avgPrice_lag_365,avgPrice_MA_30,specInfo_活,specInfo_鲜,prodPcat_海水鱼,prodPcat_虾蟹类
2022-07-17,50.434108527131784,198,6,7,-0.2636654927280072,-0.9646141756912435,50.36950904392765,49.98191214470284,48.49612403100775,41.0,49.497416020671835,True,False,True,False
2022-07-17,39.0,198,6,7,-0.2636654927280072,-0.9646141756912435,39.0,39.0,39.0,39.0,39.0,True,False,False,True
2022-07-17,16.5,198,6,7,-0.2636654927280072,-0.9646141756912435,16.5,16.5,16.5,19.0,16.5,False,True,True,False
2022-07-18,50.49870801033592,199,0,7,-0.2802306751992161,-0.9599326896597445,50.434108527131784,50.04651162790697,48.56072351421189,40.75,49.56201550387597,True,False,True,False
2022-07-18,39.0,199,0,7,-0.2802306751992161,-0.9599326896597445,39.0,39.0,39.0,39.0,39.0,True,False,False,True
2022-07-18,16.5,199,0,7,-0.2802306751992161,-0.9599326896597445,16.5,16.5,16.5,19.25,16.5,False,True,True,False
2022-07-19,50.56330749354005,200,1,7,-0.2967128192734901,-0.9549667548552553,50.49870801033592,50.111111111111114,48.62532299741602,40.5,49.626614987080096,True,False,True,False
2022-07-19,39.0,200,1,7,-0.2967128192734901,-0.9549667548552553,39.0,39.0,39.0,39.0,39.0,True,False,False,True
2022-07-19,16.5,200,1,7,-0.2967128192734901,-0.9549667548552553,16.5,16.5,16.5,19.5,16.5,False,True,True,False
2022-07-20,50.627906976744185,201,2,7,-0.3131070409358267,-0.9497178427914317,50.56330749354005,50.17571059431525,48.689922480620154,40.25,49.69121447028424,True,False,True,False
2022-07-20,39.0,201,2,7,-0.3131070409358267,-0.9497178427914317,39.0,39.0,39.0,39.0,39.0,True,False,False,True
2022-07-20,16.5,201,2,7,-0.3131070409358267,-0.9497178427914317,16.5,16.5,16.5,19.75,16.5,False,True,True,False
2022-07-21,39.0,202,3,7,-0.3294084822245302,-0.9441875088341994,39.0,39.0,39.0,39.0,39.0,True,False,False,True
2022-07-21,16.5,202,3,7,-0.3294084822245302,-0.9441875088341994,16.5,16.5,16.5,20.0,16.5,False,True,True,False
2022-07-21,50.69250645994832,202,3,7,-0.3294084822245302,-0.9441875088341994,50.627906976744185,50.24031007751938,48.75452196382429,40.0,49.75581395348838,True,False,True,False
2022-07-22,16.5,203,4,7,-0.3456123126707333,-0.9383773917408642,16.5,16.5,16.5,20.0,16.5,False,True,True,False
2022-07-22,50.75710594315245,203,4,7,-0.3456123126707333,-0.9383773917408642,50.69250645994832,50.304909560723516,48.81912144702842,40.0,49.820413436692505,True,False,True,False
2022-07-22,39.0,203,4,7,-0.3456123126707333,-0.9383773917408642,39.0,39.0,39.0,39.0,39.0,True,False,False,True
2022-07-23,16.5,204,5,7,-0.3617137307297674,-0.9322892131745134,16.5,16.5,16.5,20.0,16.5,False,True,True,False
2022-07-23,50.82170542635659,204,5,7,-0.3617137307297674,-0.9322892131745134,50.75710594315245,50.36950904392765,48.883720930232556,40.0,49.88501291989664,True,False,True,False
2022-07-23,39.0,204,5,7,-0.3617137307297674,-0.9322892131745134,39.0,39.0,39.0,39.0,39.0,True,False,False,True
2022-07-24,16.5,205,6,7,-0.37770796520396466,-0.9259247771938499,16.5,16.5,16.5,20.0,16.5,False,True,True,False
2022-07-24,39.0,205,6,7,-0.37770796520396466,-0.9259247771938499,39.0,39.0,39.0,39.0,39.0,True,False,False,True
2022-07-24,50.88630490956072,205,6,7,-0.37770796520396466,-0.9259247771938499,50.82170542635659,50.434108527131784,48.94832041343669,40.0,49.94961240310077,True,False,True,False
2022-07-25,39.0,206,0,7,-0.39359027665646645,-0.9192859697186105,39.0,39.0,39.0,39.0,39.0,True,False,False,True
2022-07-25,16.5,206,0,7,-0.39359027665646645,-0.9192859697186105,16.5,16.5,16.5,20.0,16.5,False,True,True,False
2022-07-25,50.950904392764855,206,0,7,-0.39359027665646645,-0.9192859697186105,50.88630490956072,50.49870801033592,49.012919896640824,40.0,50.014211886304906,True,False,True,False
2022-07-26,39.0,207,1,7,-0.4093559588156211,-0.9123747579707274,39.0,39.0,39.0,39.0,39.0,True,False,False,True
2022-07-26,16.5,207,1,7,-0.4093559588156211,-0.9123747579707274,16.5,16.5,16.5,20.0,16.5,False,True,True,False
2022-07-26,51.01550387596899,207,1,7,-0.4093559588156211,-0.9123747579707274,50.950904392764855,50.56330749354005,49.07751937984496,40.0,50.07881136950904,True,False,True,False
2022-07-27,16.5,208,2,7,-0.42500033996955394,-0.9051931898913975,16.5,16.5,16.5,20.0,16.5,False,True,True,False
2022-07-27,51.08010335917312,208,2,7,-0.42500033996955394,-0.9051931898913975,51.01550387596899,50.627906976744185,49.14211886304909,40.0,50.143410852713174,True,False,True,False
