pubDate,avgPrice,day_of_year,day_of_week,month,doy_sin,doy_cos,avgPrice_lag_1,avgPrice_lag_7,avgPrice_lag_30,avgPrice_lag_365,avgPrice_MA_30,specInfo_UNKNOWN,prodPcat_杂粮类
2022-10-31,12.5,304,0,10,-0.8674563547295971,0.4975132889071803,12.5,12.5,12.5,11.5,12.5,True,True
2022-11-01,12.5,305,1,11,-0.858763958275803,0.5123714121284235,12.5,12.5,12.5,11.5,12.5,True,True
2022-11-02,12.5,306,2,11,-0.8498170915275277,0.5270777086423724,12.5,12.5,12.5,11.5,12.5,True,True
2022-11-03,12.5,307,3,11,-0.8406184056344783,0.5416278206559811,12.5,12.5,12.5,11.5,12.5,True,True
2022-11-04,12.5,308,4,11,-0.8311706263658079,0.5560174366570446,12.5,12.5,12.5,11.5,12.5,True,True
2022-11-05,12.5,309,5,11,-0.8214765533024145,0.5702422926917867,12.5,12.5,12.5,11.5,12.5,True,True
2022-11-06,12.5,310,6,11,-0.8115390590073611,0.5842981736283683,12.5,12.5,12.5,11.5,12.5,True,True
2022-11-07,12.5,311,0,11,-0.801361088174677,0.5981809144059158,12.5,12.5,12.5,11.5,12.5,True,True
2022-11-08,12.5,312,1,11,-0.7909456567567774,0.6118864012687242,12.5,12.5,12.5,11.5,12.5,True,True
2022-11-09,12.5,313,2,11,-0.780295851070776,0.6254105729852457,12.5,12.5,12.5,11.5,12.5,True,True
2022-11-10,12.5,314,3,11,-0.7694148268839381,0.6387494220515268,12.5,12.5,12.5,11.5,12.5,True,True
2022-11-11,12.5,315,4,11,-0.7583058084785625,0.6518989958787125,12.5,12.5,12.5,11.5,12.5,True,True
2022-11-12,12.5,316,5,11,-0.7469720876965551,0.6648553979642866,12.5,12.5,12.5,11.5,12.5,True,True
2022-11-13,12.5,317,6,11,-0.7354170229639858,0.6776147890466887,12.5,12.5,12.5,11.5,12.5,True,True
2022-11-14,12.5,318,0,11,-0.7236440382959124,0.690173388242972,12.5,12.5,12.5,11.5,12.5,True,True
2022-11-15,12.5,319,1,11,-0.711656622281775,0.7025274741691566,12.5,12.5,12.5,11.5,12.5,True,True
2022-11-16,12.5,320,2,11,-0.6994583270516471,0.7146733860429608,12.5,12.5,12.5,11.5,12.5,True,True
2022-11-17,12.5,321,3,11,-0.6870527672236675,0.7266075247685652,12.5,12.5,12.5,11.5,12.5,True,True
2022-11-18,12.5,322,4,11,-0.6744436188329457,0.7383263540031063,12.5,12.5,12.5,11.5,12.5,True,True
2022-11-19,12.5,323,5,11,-0.661634618242279,0.749826401204568,12.5,12.5,12.5,11.5,12.5,True,True
2022-11-20,12.5,324,6,11,-0.6486295610349818,0.7611042586607742,12.5,12.5,12.5,11.5,12.5,True,True
2022-11-21,12.483333333333333,325,0,11,-0.6354323008901775,0.7721565844991641,12.5,12.5,12.5,11.5,12.499444444444444,True,True
2022-11-22,12.466666666666667,326,1,11,-0.622046748440868,0.7829801036770624,12.483333333333333,12.5,12.5,11.5,12.498333333333333,True,True
2022-11-23,12.45,327,2,11,-0.6084768701151264,0.7935716089521472,12.466666666666667,12.5,12.5,11.5,12.496666666666666,True,True
2022-11-24,12.433333333333334,328,3,11,-0.594726686960764,0.8039279618328208,12.45,12.5,12.5,11.5,12.494444444444444,True,True
2022-11-25,12.416666666666666,329,4,11,-0.5808002734538013,0.8140460935082175,12.433333333333334,12.5,12.5,11.5,12.491666666666667,True,True
2022-11-26,12.4,330,5,11,-0.5667017562911184,0.8239230057575536,12.416666666666666,12.5,12.5,11.5,12.488333333333333,True,True
2022-11-27,12.383333333333333,331,6,11,-0.5524353131676203,0.8335557718385695,12.4,12.5,12.5,11.5,12.484444444444444,True,True
2022-11-28,12.366666666666667,332,0,11,-0.5380051715382992,0.8429415373547832,12.383333333333333,12.483333333333333,12.5,11.5,12.479999999999999,True,True
2022-11-29,12.35,333,1,11,-0.5234156073655503,0.8520775211013093,12.366666666666667,12.466666666666667,12.5,11.5,12.475,True,True
2022-11-30,12.333333333333334,334,2,11,-0.5086709438521042,0.8609610158889945,12.35,12.45,12.5,11.5,12.469444444444443,True,True
2022-12-01,12.316666666666666,335,3,12,-0.49377555015997737,0.8695893893466109,12.333333333333334,12.433333333333334,12.5,11.5,12.463333333333333,True,True
2022-12-02,12.3,336,4,12,-0.4787338401157883,0.8779600847008883,12.316666666666666,12.416666666666666,12.5,11.5,12.456666666666667,True,True
2022-12-03,12.283333333333333,337,5,12,-0.4635502709028512,0.8860706215341378,12.3,12.4,12.5,11.5,12.449444444444445,True,True
2022-12-04,12.266666666666667,338,6,12,-0.4482293417404106,0.893918596519257,12.283333333333333,12.383333333333333,12.5,11.5,12.441666666666666,True,True
2022-12-05,12.25,339,0,12,-0.4327755925504317,0.9015016841318838,12.266666666666667,12.366666666666667,12.5,11.5,12.433333333333334,True,True
2022-12-06,12.233333333333333,340,1,12,-0.41719360261231697,0.9088176373395028,12.25,12.35,12.5,11.5,12.424444444444445,True,True
