pubDate,avgPrice,day_of_year,day_of_week,month,doy_sin,doy_cos,avgPrice_lag_1,avgPrice_lag_7,avgPrice_lag_30,avgPrice_lag_365,avgPrice_MA_30,specInfo_UNKNOWN,prodPcat_进口果
2022-10-13,7.3,286,3,10,-0.9778483415056567,0.20931464596304888,7.3,7.3133333333333335,7.390000000000001,7.85,7.3389999999999995,True,True
2022-10-14,7.3,287,4,10,-0.9741004551724206,0.22611568550828803,7.3,7.31,7.386666666666667,7.8,7.336111111111111,True,True
2022-10-15,7.3,288,5,10,-0.970063921851507,0.2428497220959358,7.3,7.306666666666667,7.383333333333334,7.75,7.333333333333332,True,True
2022-10-16,7.3,289,6,10,-0.965739937654855,0.25951179706979943,7.3,7.303333333333333,7.38,7.7,7.330666666666667,True,True
2022-10-17,7.3,290,0,10,-0.9611297838723007,0.27609697309746883,7.3,7.3,7.376666666666667,7.65,7.328111111111111,True,True
2022-10-18,7.3,291,1,10,-0.9562348265919058,0.2926003356333479,7.3,7.3,7.373333333333334,7.6,7.325666666666666,True,True
2022-10-19,7.3,292,2,10,-0.9510565162951536,0.30901699437494723,7.3,7.3,7.37,7.55,7.323333333333333,True,True
2022-10-20,7.3,293,3,10,-0.9455963874271428,0.3253420847119795,7.3,7.3,7.366666666666667,7.5,7.321111111111111,True,True
2022-10-21,7.3,294,4,10,-0.9398560579418953,0.341570769167856,7.3,7.3,7.363333333333333,7.5,7.319,True,True
2022-10-22,7.3,295,5,10,-0.9338372288229252,0.35769823883312546,7.3,7.3,7.36,7.5,7.317000000000001,True,True
2022-10-23,7.3,296,6,10,-0.9275416835791965,0.3737197147904692,7.3,7.3,7.3566666666666665,7.5,7.3151111111111105,True,True
2022-10-24,7.3,297,0,10,-0.9209712877166347,0.38963044953078774,7.3,7.3,7.3533333333333335,7.5,7.3133333333333335,True,True
2022-10-25,7.3,298,1,10,-0.9141279881853337,0.4054257283599973,7.3,7.3,7.35,7.5,7.3116666666666665,True,True
2022-10-26,7.3,299,2,10,-0.9070138128026362,0.42110087079608916,7.3,7.3,7.346666666666667,7.5,7.3101111111111114,True,True
2022-10-27,7.3,300,3,10,-0.8996308696522434,0.4366512319560638,7.3,7.3,7.343333333333334,7.5,7.308666666666667,True,True
2022-10-28,7.3,301,4,10,-0.8919813464595487,0.45207220393230374,7.3,7.3,7.34,7.5,7.307333333333333,True,True
2022-10-29,7.3,302,5,10,-0.8840675099433637,0.46735921715800205,7.3,7.3,7.336666666666667,7.5,7.306111111111111,True,True
2022-10-30,7.3,303,6,10,-0.8758917051442433,0.48250774176121763,7.3,7.3,7.333333333333333,7.5,7.304999999999999,True,True
2022-10-31,7.3,304,0,10,-0.8674563547295971,0.4975132889071803,7.3,7.3,7.33,7.5,7.304,True,True
2022-11-01,7.3,305,1,11,-0.858763958275803,0.5123714121284235,7.3,7.3,7.326666666666666,7.5,7.303111111111111,True,True
2022-11-02,7.3,306,2,11,-0.8498170915275277,0.5270777086423724,7.3,7.3,7.323333333333333,7.5,7.302333333333333,True,True
2022-11-03,7.3,307,3,11,-0.8406184056344783,0.5416278206559811,7.3,7.3,7.32,7.5,7.301666666666667,True,True
