pubDate,avgPrice,day_of_year,day_of_week,month,doy_sin,doy_cos,avgPrice_lag_1,avgPrice_lag_7,avgPrice_lag_30,avgPrice_lag_365,avgPrice_MA_30,specInfo_5L/桶,prodPcat_食用油
2022-11-02,56.804,306,2,11,-0.8498170915275277,0.5270777086423724,56.717,56.63,56.63,53.5,56.6387,True,True
2022-11-03,56.891000000000005,307,3,11,-0.8406184056344783,0.5416278206559811,56.804,56.63,56.63,53.5,56.6474,True,True
2022-11-04,56.978,308,4,11,-0.8311706263658079,0.5560174366570446,56.891000000000005,56.63,56.63,53.5,56.659000000000006,True,True
2022-11-05,57.065,309,5,11,-0.8214765533024145,0.5702422926917867,56.978,56.63,56.63,53.5,56.6735,True,True
2022-11-06,57.152,310,6,11,-0.8115390590073611,0.5842981736283683,57.065,56.63,56.63,53.5,56.690900000000006,True,True
2022-11-07,57.239000000000004,311,0,11,-0.801361088174677,0.5981809144059158,57.152,56.63,56.63,53.5,56.7112,True,True
2022-11-08,57.326,312,1,11,-0.7909456567567774,0.6118864012687242,57.239000000000004,56.717,56.63,53.5,56.73440000000001,True,True
2022-11-09,57.413,313,2,11,-0.780295851070776,0.6254105729852457,57.326,56.804,56.63,53.5,56.7605,True,True
2022-11-10,57.5,314,3,11,-0.7694148268839381,0.6387494220515268,57.413,56.891000000000005,56.63,53.5,56.789500000000004,True,True
2022-11-11,57.5,315,4,11,-0.7583058084785625,0.6518989958787125,57.5,56.978,56.63,53.5,56.8185,True,True
2022-11-12,57.5,316,5,11,-0.7469720876965551,0.6648553979642866,57.5,57.065,56.63,53.5,56.847500000000004,True,True
2022-11-13,57.5,317,6,11,-0.7354170229639858,0.6776147890466887,57.5,57.152,56.63,53.5,56.8765,True,True
2022-11-14,57.5,318,0,11,-0.7236440382959124,0.690173388242972,57.5,57.239000000000004,56.63,53.5,56.9055,True,True
2022-11-15,57.5,319,1,11,-0.711656622281775,0.7025274741691566,57.5,57.326,56.63,53.5,56.9345,True,True
2022-11-16,57.5,320,2,11,-0.6994583270516471,0.7146733860429608,57.5,57.413,56.63,53.5,56.9635,True,True
2022-11-17,57.5,321,3,11,-0.6870527672236675,0.7266075247685652,57.5,57.5,56.63,53.5,56.9925,True,True
2022-11-18,57.5,322,4,11,-0.6744436188329457,0.7383263540031063,57.5,57.5,56.63,53.5,57.021499999999996,True,True
2022-11-19,57.5,323,5,11,-0.661634618242279,0.749826401204568,57.5,57.5,56.63,53.5,57.05050000000001,True,True
2022-11-20,57.5,324,6,11,-0.6486295610349818,0.7611042586607742,57.5,57.5,56.63,53.5,57.0795,True,True
2022-11-21,57.5,325,0,11,-0.6354323008901775,0.7721565844991641,57.5,57.5,56.63,53.5,57.10850000000001,True,True
2022-11-22,57.5,326,1,11,-0.622046748440868,0.7829801036770624,57.5,57.5,56.63,53.5,57.1375,True,True
2022-11-23,57.5,327,2,11,-0.6084768701151264,0.7935716089521472,57.5,57.5,56.63,53.5,57.166500000000006,True,True
2022-11-24,57.5,328,3,11,-0.594726686960764,0.8039279618328208,57.5,57.5,56.63,53.5,57.1955,True,True
2022-11-25,57.5,329,4,11,-0.5808002734538013,0.8140460935082175,57.5,57.5,56.63,53.5,57.224500000000006,True,True
2022-11-26,57.5,330,5,11,-0.5667017562911184,0.8239230057575536,57.5,57.5,56.63,53.5,57.2535,True,True
2022-11-27,57.5,331,6,11,-0.5524353131676203,0.8335557718385695,57.5,57.5,56.63,53.5,57.282500000000006,True,True
2022-11-28,57.5,332,0,11,-0.5380051715382992,0.8429415373547832,57.5,57.5,56.63,53.5,57.3115,True,True
2022-11-29,57.5,333,1,11,-0.5234156073655503,0.8520775211013093,57.5,57.5,56.63,53.5,57.340500000000006,True,True
2022-11-30,57.5,334,2,11,-0.5086709438521042,0.8609610158889945,57.5,57.5,56.63,53.5,57.3695,True,True
2022-12-01,57.5,335,3,12,-0.49377555015997737,0.8695893893466109,57.5,57.5,56.717,53.5,57.395599999999995,True,True
2022-12-02,57.5,336,4,12,-0.4787338401157883,0.8779600847008883,57.5,57.5,56.804,53.5,57.418800000000005,True,True
2022-12-03,57.5,337,5,12,-0.4635502709028512,0.8860706215341378,57.5,57.5,56.891000000000005,53.5,57.4391,True,True
2022-12-04,57.5,338,6,12,-0.4482293417404106,0.893918596519257,57.5,57.5,56.978,53.5,57.4565,True,True
2022-12-05,57.5,339,0,12,-0.4327755925504317,0.9015016841318838,57.5,57.5,57.065,53.5,57.471000000000004,True,True
2022-12-06,57.5,340,1,12,-0.41719360261231697,0.9088176373395028,57.5,57.5,57.152,53.5,57.482600000000005,True,True
2022-12-07,57.5,341,2,12,-0.4014879892059737,0.9158642882672868,57.5,57.5,57.239000000000004,53.5,57.4913,True,True
2022-12-08,57.5,342,3,12,-0.38566340624360745,0.9226395488404875,57.5,57.5,57.326,53.5,57.4971,True,True
2022-12-09,57.5,343,4,12,-0.3697245428906732,0.9291414114031743,57.5,57.5,57.413,53.5,57.5,True,True
2022-12-10,57.5,344,5,12,-0.3536761221763721,0.935367949313148,57.5,57.5,57.5,53.5,57.5,True,True
2022-12-11,57.5,345,6,12,-0.33752289959411347,0.941317317512847,57.5,57.5,57.5,53.5,57.5,True,True
