pubDate,avgPrice,day_of_year,day_of_week,month,doy_sin,doy_cos,avgPrice_lag_1,avgPrice_lag_7,avgPrice_lag_30,avgPrice_lag_365,avgPrice_MA_30,specInfo_UNKNOWN,prodPcat_牛肉类
2022-12-15,32.0,349,3,12,-0.27195815753410524,0.9623090774541487,32.0,32.0,31.0,33.0,31.85,True,True
2022-12-16,32.0,350,4,12,-0.2553532951161881,0.9668478136052773,32.0,32.0,31.0,33.0,31.883333333333333,True,True
2022-12-17,32.0,351,5,12,-0.23867276600594997,0.9711000518829505,32.0,32.0,31.0,31.5,31.916666666666668,True,True
2022-12-18,32.0,352,6,12,-0.22192151300416674,0.9750645322571945,32.0,32.0,31.0,31.5,31.95,True,True
2022-12-19,32.0,353,0,12,-0.20510449986861926,0.9787400799669153,32.0,32.0,31.0,31.5,31.983333333333334,True,True
2022-12-20,32.0,354,1,12,-0.1882267098432439,0.9821256058680006,32.0,32.0,31.0,31.5,32.016666666666666,True,True
2022-12-21,32.0,355,2,12,-0.1712931441814778,0.9852201067560606,32.0,32.0,32.5,31.5,32.0,True,True
2022-12-22,32.0,356,3,12,-0.154308820664281,0.9880226656636976,32.0,32.0,32.0,31.5,32.0,True,True
2022-12-23,32.0,357,4,12,-0.13727877211326517,0.9905324521322227,32.0,32.0,32.0,31.5,32.0,True,True
2022-12-24,32.0,358,5,12,-0.12020804489935275,0.9927487224577402,32.0,32.0,32.0,31.5,32.0,True,True
2022-12-25,32.0,359,6,12,-0.10310169744743544,0.9946708199115211,32.0,32.0,32.0,31.5,32.0,True,True
2022-12-26,32.0,360,0,12,-0.0859647987374467,0.9962981749346077,32.0,32.0,32.0,31.5,32.0,True,True
2022-12-27,32.0,361,1,12,-0.06880242680232064,0.9976303053065857,32.0,32.0,32.0,31.5,32.0,True,True
2022-12-28,32.0,362,2,12,-0.05161966722325418,0.9986668162884759,32.0,32.0,32.0,31.5,32.0,True,True
2022-12-29,32.0,363,3,12,-0.034421611622745804,0.9994074007397048,32.0,32.0,32.0,31.5,32.0,True,True
2022-12-30,32.0,364,4,12,-0.01721335615583528,0.9998518392091162,32.0,32.0,32.0,31.5,32.0,True,True
2022-12-31,32.0,365,5,12,6.432490598706546e-16,1.0,32.0,32.0,32.0,31.5,32.0,True,True
2023-01-01,32.0,1,6,1,0.017213356155834685,0.9998518392091162,32.0,32.0,32.0,31.5,32.0,True,True
2023-01-02,32.0,2,0,1,0.03442161162274574,0.9994074007397048,32.0,32.0,32.0,31.5,32.0,True,True
2023-01-03,32.0,3,1,1,0.051619667223253764,0.998666816288476,32.0,32.0,32.0,31.5,32.0,True,True
2023-01-04,31.0,4,2,1,0.06880242680231986,0.9976303053065857,32.0,32.0,32.0,31.5,31.966666666666665,True,True
2023-01-05,31.0,5,3,1,0.08596479873744647,0.9962981749346078,31.0,32.0,32.0,31.5,31.933333333333334,True,True
2023-01-06,31.0,6,4,1,0.10310169744743485,0.9946708199115211,31.0,32.0,32.0,31.5,31.9,True,True
2023-01-07,31.0,7,5,1,0.1202080448993527,0.9927487224577402,31.0,32.0,32.0,31.5,31.866666666666667,True,True
2023-01-08,31.0,8,6,1,0.13727877211326478,0.9905324521322229,31.0,32.0,32.0,31.5,31.833333333333332,True,True
2023-01-09,31.0,9,0,1,0.15430882066428117,0.9880226656636976,31.0,32.0,32.0,31.5,31.8,True,True
2023-01-10,31.0,10,1,1,0.1712931441814776,0.9852201067560606,31.0,32.0,32.0,31.5,31.766666666666666,True,True
2023-01-11,31.0,11,2,1,0.1882267098432442,0.9821256058680006,31.0,31.0,32.0,31.5,31.733333333333334,True,True
2023-01-12,31.0,12,3,1,0.2051044998686192,0.9787400799669153,31.0,31.0,32.0,31.5,31.7,True,True
2023-01-13,31.0,13,4,1,0.2219215130041655,0.9750645322571948,31.0,31.0,32.0,31.5,31.666666666666668,True,True
2023-01-14,31.0,14,5,1,0.2386727660059501,0.9711000518829505,31.0,31.0,32.0,31.5,31.633333333333333,True,True
2023-01-15,31.0,15,6,1,0.255353295116187,0.9668478136052775,31.0,31.0,32.0,31.5,31.6,True,True
2023-01-16,31.0,16,0,1,0.2719581575341055,0.9623090774541486,31.0,31.0,32.0,31.5,31.566666666666666,True,True
2023-01-17,31.0,17,1,1,0.288482432880609,0.9574851883550393,31.0,31.0,32.0,32.5,31.533333333333335,True,True
2023-01-18,31.0,18,2,1,0.30492122465628907,0.9523775757303974,31.0,31.0,32.0,32.5,31.5,True,True
2023-01-19,31.0,19,3,1,0.3212696616923644,0.9469877530760753,31.0,31.0,32.0,32.5,31.466666666666665,True,True
2023-01-20,31.0,20,4,1,0.3375228995941133,0.9413173175128471,31.0,31.0,32.0,32.5,31.433333333333334,True,True
2023-01-21,31.0,21,5,1,0.3536761221763716,0.9353679493131483,31.0,31.0,32.0,32.5,31.4,True,True
2023-01-22,31.0,22,6,1,0.3697245428906731,0.9291414114031743,31.0,31.0,32.0,32.5,31.366666666666667,True,True
2023-01-23,31.0,23,0,1,0.38566340624360707,0.9226395488404876,31.0,31.0,32.0,32.5,31.333333333333332,True,True
2023-01-24,31.0,24,1,1,0.401487989205973,0.9158642882672872,31.0,31.0,32.0,32.5,31.3,True,True
2023-01-25,31.0,25,2,1,0.4171936026123168,0.9088176373395029,31.0,31.0,32.0,32.5,31.266666666666666,True,True
2023-01-26,31.0,26,3,1,0.4327755925504312,0.901501684131884,31.0,31.0,32.0,32.5,31.233333333333334,True,True
2023-01-27,31.0,27,4,1,0.4482293417404106,0.893918596519257,31.0,31.0,32.0,32.5,31.2,True,True
2023-01-28,31.0,28,5,1,0.4635502709028509,0.886070621534138,31.0,31.0,32.0,33.5,31.166666666666668,True,True
2023-01-29,31.0,29,6,1,0.47873384011578846,0.8779600847008882,31.0,31.0,32.0,33.5,31.133333333333333,True,True
2023-01-30,31.0,30,0,1,0.49377555015997715,0.869589389346611,31.0,31.0,32.0,33.5,31.1,True,True
2023-01-31,31.0,31,1,1,0.5086709438521044,0.8609610158889943,31.0,31.0,32.0,33.375,31.066666666666666,True,True
2023-02-01,31.0,32,2,2,0.5234156073655503,0.8520775211013093,31.0,31.0,32.0,33.25,31.033333333333335,True,True
2023-02-02,31.0,33,3,2,0.5380051715382996,0.8429415373547828,31.0,31.0,32.0,33.125,31.0,True,True
2023-02-03,31.0,34,4,2,0.5524353131676196,0.8335557718385699,31.0,31.0,31.0,33.0,31.0,True,True
2023-02-04,31.0,35,5,2,0.5667017562911176,0.8239230057575542,31.0,31.0,31.0,32.875,31.0,True,True
2023-02-05,31.0,36,6,2,0.5808002734538009,0.8140460935082178,31.0,31.0,31.0,32.75,31.0,True,True
2023-02-06,31.0,37,0,2,0.5947266869607634,0.8039279618328213,31.0,31.0,31.0,32.625,31.0,True,True
2023-02-07,31.0,38,1,2,0.6084768701151261,0.7935716089521474,31.0,31.0,31.0,32.5,31.0,True,True
2023-02-08,31.0,39,2,2,0.6220467484408675,0.7829801036770629,31.0,31.0,31.0,32.5,31.0,True,True
2023-02-09,31.0,40,3,2,0.6354323008901774,0.7721565844991642,31.0,31.0,31.0,32.5,31.0,True,True
2023-02-10,31.0,41,4,2,0.6486295610349814,0.7611042586607747,31.0,31.0,31.0,32.5,31.0,True,True
2023-02-11,31.0,42,5,2,0.6616346182422783,0.7498264012045686,31.0,31.0,31.0,32.5,31.0,True,True
2023-02-12,31.0,43,6,2,0.6744436188329455,0.7383263540031065,31.0,31.0,31.0,32.5,31.0,True,True
2023-02-13,31.0,44,0,2,0.6870527672236669,0.7266075247685656,31.0,31.0,31.0,32.5,31.0,True,True
2023-02-14,31.0,45,1,2,0.699458327051647,0.7146733860429609,31.0,31.0,31.0,32.5,31.0,True,True
2023-02-15,31.0,46,2,2,0.7116566222817746,0.7025274741691571,31.0,31.0,31.0,32.5,31.0,True,True
2023-02-16,31.0,47,3,2,0.7236440382959124,0.6901733882429719,31.0,31.0,31.0,32.5,31.0,True,True
2023-02-17,31.0,48,4,2,0.7354170229639855,0.6776147890466889,31.0,31.0,31.0,32.5,31.0,True,True
2023-02-18,31.0,49,5,2,0.7469720876965552,0.6648553979642865,31.0,31.0,31.0,32.5,31.0,True,True
2023-02-19,31.0,50,6,2,0.7583058084785624,0.6518989958787126,31.0,31.0,31.0,32.5,31.0,True,True
2023-02-20,31.0,51,0,2,0.7694148268839378,0.6387494220515272,31.0,31.0,31.0,32.5,31.0,True,True
2023-02-21,31.0,52,1,2,0.7802958510707755,0.6254105729852463,31.0,31.0,31.0,32.5,31.0,True,True
2023-02-22,31.0,53,2,2,0.7909456567567772,0.6118864012687243,31.0,31.0,31.0,32.5,31.0,True,True
